구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,x_5181,y_5181,최근접_소화용수_거리등급,업종,건물용도명,총층수,연면적,cluster,최종위험점수_new,cluster_label
마포구,연남동,미로 게스트하우스,1995,0.5767,20,100,2.074099429,0.4113,1,37.55897993,126.9247803,193353.8975,451052.8233,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.644390899,2,48.54036757,고위험군
마포구,연남동,케이하우스,1970,0.3441,17,88.2,1.065275868,0.4553,0.7,37.55679233,126.9186601,192812.9371,450810.4759,2,외국인관광도시민박업,단독주택,2,4.304065093,2,47.83008289,고위험군
마포구,상암동,어반 블룸 상암,1993,0.3656,0,0,0,0.4148,0.55,37.57254352,126.8941844,190652.2632,452560.8268,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,3.63758616,2,36.44636334,고위험군
마포구,동교동,스테이 블루,1993,0.1607,7,57.1,0.500775288,0.4148,0.7,37.55239122,126.9315147,193948.3911,450321.0999,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.526360525,2,27.8700435,고위험군
마포구,성산동,포테이토 앨리,2021,0.5739,18,100,0.45162715,0.105,0.7,37.56073424,126.9099892,192047.2025,451248.6797,0,외국인관광도시민박업,단독주택,4,5.247024072,0,23.21368799,중위험군
마포구,연남동,모노크롬하우스(아지트룸),1995,0.5908,14,64.3,0.315169656,0.4113,0.85,37.55977646,126.9263265,193490.5844,451141.1205,2,외국인관광도시민박업,단독주택,5,3.526360525,2,46.40770382,고위험군
마포구,신수동,게스트하우스 하하네,1993,0.2954,2,0,0.814192862,0.4148,0.85,37.54347927,126.9348039,194238.3526,449331.7742,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.219507705,2,36.08132211,고위험군
마포구,창전동,Pareto House,1965,0.1198,4,75,0,0.4641,1,37.55132252,126.9315346,193950.0631,450202.4858,2,외국인관광도시민박업,단독주택,1,3.784189634,2,46.66196119,고위험군
마포구,서교동,바이어스 케이걸하우스,1970,0.1531,13,69.2,1.248424567,0.4553,0.7,37.55297285,126.917477,192708.0219,450386.6502,1,외국인관광도시민박업,단독주택,2,4.634728988,2,39.47005674,고위험군
마포구,연남동,하우스 에이치,1989,0.6128,32,90.6,0.238112916,0.4218,0.85,37.55995523,126.9255947,193425.9455,451161.0128,1,외국인관광도시민박업,단독주택,5,4.65396035,2,43.00684048,고위험군
마포구,연남동,온하우스,2004,0.3626,9,77.8,0.955511445,0.1293,0.7,37.55661624,126.9201559,192945.0844,450790.8187,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.663439094,0,28.80088208,중위험군
마포구,연남동,스테이. 노멀띵스,1991,0.6448,19,89.5,1.184438993,0.4183,1,37.56329824,126.9163882,192612.8308,451532.7313,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.713572067,2,46.86121587,고위험군
마포구,구수동,헤이포레스트,2016,0.3502,2,100,0.123132685,0.1122,0.7,37.54236636,126.9324919,194033.9438,449208.3988,2,외국인관광도시민박업,단독주택,5,4.110873864,0,31.84433256,중위험군
마포구,서교동,드리미 하우스,1991,0.3257,9,77.8,0.034742948,0.4183,1,37.55231119,126.9256706,193431.9754,450312.6098,1,외국인관광도시민박업,단독주택,3,3.688879454,2,39.91949526,고위험군
마포구,서교동,클라우스 하우스,1992,0.3502,19,73.7,0.395312737,0.4165,0.35,37.55323653,126.9256866,193433.4722,450415.3104,1,외국인관광도시민박업,단독주택,3,4.204692619,2,32.03935496,고위험군
마포구,서교동,L3 게스트하우스,1974,0.1867,25,96,1.605389324,0.4483,1,37.55006497,126.9202625,192953.8849,450063.6979,2,외국인관광도시민박업,단독주택,2,4.406719247,2,51.60193113,고위험군
마포구,신수동,제이비 스테이,1996,0.1457,3,66.7,0.604798011,0.4095,0.12,37.54722267,126.9356561,194313.945,449747.1944,1,외국인관광도시민박업,단독주택,5,4.343805422,1,26.08411334,저위험군
마포구,당인동,비비르 스테이 홍대,1993,0.3656,0,0,0,0.4148,0.18,37.54363907,126.9191746,192857.1398,449350.5825,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.465735903,1,31.186834,저위험군
마포구,연남동,연남정원,1990,0.6828,7,85.7,0.423873858,0.42,0.35,37.56316618,126.9214456,193059.6446,451517.6887,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.970291914,2,30.18435955,고위험군
마포구,상수동,이유 스테이,1989,0.3904,0,0,0,0.6928,0.18,37.54363576,126.9204646,192971.1366,449350.118,2,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.317488114,2,40.71538413,고위험군
마포구,합정동,시티 오아시스 합정점,1991,0.2539,20,100,2.618438042,0.4183,0.85,37.55049963,126.9089465,191953.9784,450112.8483,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.433987204,2,44.27544126,고위험군
마포구,도화동,마포 게스트하우스 해날,1993,0.3196,15,73.3,0.968134334,0.4148,0.85,37.53517368,126.9456974,195200.518,448409.3433,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.219507705,2,39.88295072,고위험군
마포구,서교동,벨 하우스,1991,0.2539,24,95.8,0.162771423,0.148,0.85,37.5528088,126.9280929,193646.062,450367.6721,0,외국인관광도시민박업,단독주택,5,4.290459441,0,24.15956058,중위험군
마포구,연남동,세미콜론 하우스,1985,0.6704,10,90,0.211933411,0.4289,0.35,37.56311652,126.9205908,192984.1167,451512.2405,2,외국인관광도시민박업,단독주택,1,4.007333185,1,42.39064608,저위험군
마포구,연남동,알마수아베,1988,0.6101,27,77.8,1.279110691,0.4236,0.7,37.56215485,126.9185399,192802.826,451405.6615,1,외국인관광도시민박업,다세대주택,3,3.63758616,2,42.52565753,고위험군
마포구,서교동,Room Plus,1972,0.228,27,85.2,0.682994809,0.4518,0.7,37.552834,126.9105654,192097.283,450371.7981,1,외국인관광도시민박업,단독주택,3,4.110873864,2,39.37700032,고위험군
마포구,공덕동,만리 848,1985,0.2539,11,90.9,1.304320778,0.8374,0.45,37.54499923,126.9583167,196316.3504,449499.2903,1,외국인관광도시민박업,단독주택,1,3.401197382,2,48.40182231,고위험군
마포구,대흥동,블루버드 한옥,1964,0.2365,25,76,0.407105798,0.8848,1,37.54561751,126.9420925,194882.6165,449568.6712,2,외국인관광도시민박업,단독주택,1,4.290459441,2,62.68819811,고위험군
마포구,연남동,복합문화공간 봄날,2007,0.4917,25,72,0.343473432,0.1251,0.85,37.55990228,126.9172449,192688.1952,451155.7527,1,외국인관광도시민박업,단독주택,3,4.369447852,0,30.43825896,중위험군
마포구,연남동,홍대 HK 스테이,1970,0.3873,6,66.7,0.679945669,0.4553,0.12,37.55750071,126.91914,192855.4017,450889.0611,2,외국인관광도시민박업,단독주택,2,4.804021045,1,38.38176335,저위험군
마포구,노고산동,블루브릭스 신촌,2004,0.3287,0,0,0,0.5284,1,37.55307725,126.9402458,194719.9468,450396.7148,0,외국인관광도시민박업,"근린생활시설, 다세대주택",4,4.356708827,2,33.35682011,고위험군
마포구,연남동,연남동끝집,1985,0.6704,41,92.7,0.678283158,0.4289,1,37.56393924,126.9177254,192731.0375,451603.7705,1,외국인관광도시민박업,단독주택,4,4.564348191,2,47.51013097,고위험군
종로구,연건동,더 모멘트 종로(The Momonet-Jongno),2004,0.2834,33,93.9,0.693147181,0.1293,1,37.57423456,126.9987163,199886.6043,452743.25,0,외국인관광도시민박업,단독주택,3,4.587413464,0,26.54252768,중위험군
마포구,동교동,해피나인스,2013,0.3349,29,89.7,0.846106675,0.1165,0.85,37.55436431,126.9272422,193571.0269,450540.373,0,외국인관광도시민박업,단독주택,8,3.850147602,0,23.86706517,중위험군
마포구,동교동,서교스테이,1994,0.4582,5,0,0.476924072,0.413,0.12,37.55681929,126.923472,193238.1036,450813.1111,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.304065093,1,26.7971344,저위험군
마포구,염리동,제이앤디,1984,0.5275,7,0,0.693147181,0.4307,0.55,37.55201392,126.9463939,195263.1466,450278.3704,1,외국인관광도시민박업,단독주택,3,3.828641396,2,35.20943773,고위험군
마포구,창전동,마포 아라 스테이,1984,0.2656,5,40,1.509908317,0.4307,0.12,37.54458151,126.9300076,193814.5685,449454.4142,1,외국인관광도시민박업,단독주택,4,4.430816799,1,30.08817185,저위험군
마포구,서교동,서교 짱구하우스,2005,0.1086,0,0,0.264692554,0.1279,0.04,37.55005794,126.9130636,192317.7416,450063.4816,0,외국인관광도시민박업,다가구용 주택(공동주택적용),7,4.584967479,1,5.720826547,저위험군
마포구,노고산동,시리,1990,0.0898,7,71.4,2.652700106,0.42,0.35,37.54964322,126.9350603,194261.4781,450015.8825,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.583518938,2,34.3542585,고위험군
마포구,합정동,서울의 밤,1990,0.4058,0,0,0,0.42,1,37.54709924,126.9061599,191707.3577,449735.6879,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.433987204,2,43.46998454,고위험군
마포구,망원동,망원 담다,1991,0.3595,28,89.3,0.71749621,0.5535,1,37.55240858,126.9068095,191765.3487,450324.9039,2,외국인관광도시민박업,다세대주택,3,4.007333185,2,53.06451095,고위험군
마포구,노고산동,신촌유랑,1986,0.1867,25,52,2.980228087,0.4272,0.35,37.55126633,126.9374105,194469.2779,450195.8874,0,외국인관광도시민박업,단독주택,3,3.688879454,2,30.30031157,고위험군
마포구,서교동,더포레스트,1992,0.2481,22,86.4,0.15415068,0.4165,1,37.5519298,126.9275169,193595.0888,450270.1527,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.110873864,2,39.97135378,고위험군
마포구,성산동,코지인서울,1996,0.5908,5,100,0.205668921,0.4095,0.12,37.56197617,126.9145398,192449.3951,451386.1439,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.496507561,1,37.03676217,저위험군
마포구,연남동,영미하우스,1997,0.5216,9,66.7,1.917886468,0.1394,0.12,37.55770396,126.9245633,193334.6106,450911.2211,0,외국인관광도시민박업,다가구용단독주택(11가구),4,3.970291914,1,18.86658404,저위험군
마포구,상암동,Roommate in DMC,2009,0.4089,1,0,0.009174376,0.2544,0.55,37.57397809,126.893773,190616.1064,452720.0885,2,외국인관광도시민박업,다가구용 주택(공동주택적용),6,4.605170186,1,31.2058324,저위험군
마포구,노고산동,신촌 힐링 스테이,1994,0.2894,2,0,0,0.413,0.12,37.55162244,126.9401348,194710.0419,450235.2546,2,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.871201011,1,29.5788145,저위험군
마포구,염리동,특별한 하루 스테이,1996,0.2568,1,0,0,0.4095,0.55,37.54662147,126.9475022,195360.7445,449679.818,1,외국인관광도시민박업,다가구용단독주택(3가구),3,4.077537444,2,29.04193529,고위험군
마포구,연남동,마이 딥 포레스트,2008,0.3687,7,57.1,0.410914713,0.1237,0.7,37.55739223,126.918265,192778.0784,450877.088,0,외국인관광도시민박업,다가구용 주택(공동주택적용),5,3.912023005,0,19.96635202,중위험군
마포구,망원동,해온스테이,1997,0.3997,39,92.3,0.516443616,0.1394,1,37.554256,126.9068165,191766.1723,450529.9449,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.737669618,0,33.93535407,중위험군
마포구,서교동,365 Stay,1996,0.0568,4,0,0.633311389,0.1408,0.12,37.55067906,126.9152516,192511.1556,450132.2419,1,외국인관광도시민박업,다세대주택,5,4.007333185,1,14.04344111,저위험군
마포구,노고산동,코지하우스,1965,0.2715,5,0,0,0.4641,0.12,37.55127482,126.9398439,194684.3129,450196.6893,2,외국인관광도시민박업,단독주택,1,3.713572067,1,32.99693563,저위험군
마포구,망원동,어반 오아시스,2012,0.4856,9,11.1,0.285919957,0.513,0.18,37.55114662,126.9034784,191470.8586,450185.1385,2,외국인관광도시민박업,다세대주택,5,3.258096538,1,35.44690511,저위험군
마포구,대흥동,피노 스테이,1994,0.3904,22,63.6,0.766727216,0.413,1,37.54922039,126.9434657,195004.2115,449968.4736,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.465735903,2,35.60229471,고위험군
마포구,서교동,오즈 305,1996,0.3257,25,84,0.608886837,0.1408,0.85,37.55097676,126.9237328,193260.6258,450164.6412,2,외국인관광도시민박업,연립주택,8,4.007333185,0,36.91130012,중위험군
마포구,상수동,Amy's sweet home,1987,0.4244,0,0,0.336472237,0.5612,1,37.54315186,126.9209982,193018.2549,449296.3712,2,외국인관광도시민박업,단독주택,4,4.17438727,2,49.37572917,고위험군
마포구,동교동,Jin's House,1989,0.3226,33,97,0.260225226,0.4218,0.85,37.55467349,126.9281632,193652.4286,450574.6257,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.871201011,2,33.84543157,고위험군
마포구,성산동,로앤쿡드 더스테이,1997,0.5963,3,100,0.003929278,0.1394,1,37.56202672,126.9136903,192374.3467,451391.823,2,외국인관광도시민박업,단독주택,3,3.737669618,0,40.50944483,중위험군
