승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
2015,0.1086,16,62.5,0.740400065,0.1136,0.7,7,7.137198943,중위험군,18.69272692,-1.4225202394709644,-0.9136704561766724
1968,0.1709,6,33.3,0.015584731,0.1808,0.25,1,6.47510909,저위험군,27.10213641,-0.27855049069241383,1.7265107622056892
1970,0.3656,3,0.0,1.192709612,0.178,0.7,1,7.507607747,중위험군,25.15223178,-0.4628646245525455,1.332386481946687
2001,0.1433,24,66.7,0.028536307,0.1337,1.0,1,6.047253969,중위험군,29.02752329,-0.010301471749876686,-0.9142283117393651
2021,0.2864,11,54.5,1.31496958,0.105,0.7,1,6.972015636,중위험군,20.82132036,-1.2290858317827655,-0.7387353416137058
1961,0.0898,6,16.7,0.585158542,0.1909,0.12,1,6.335586025,저위험군,19.86367205,-0.1512105725420225,2.1719376025418686
2023,0.2984,11,81.8,2.118156054,0.1022,0.08,1,6.840931482,저위험군,21.02905628,-1.4293083936877151,-0.6020267993141022
2023,0.3044,28,53.6,0.676420387,0.1022,0.45,1,7.616416492,저위험군,22.25356811,-1.374704750455451,-0.9261186196096939
1971,0.3165,40,87.5,1.261313351,0.1766,0.85,4,6.172764749,중위험군,36.45312009,0.9833927495437674,-1.3899329897577317
1974,0.129,24,66.7,1.096282643,0.4483,0.7,4,6.188900471,고위험군,33.02704275,1.0946380485284761,0.07034448553659259
1987,0.3349,27,88.9,1.225060366,0.1536,0.85,1,6.504886797,중위험군,28.6428611,0.4364504663264895,-1.2316813863840301
1913,0.1153,0,0.0,0.067822596,1.0,0.08,3,5.430090965,고위험군,51.80667462,2.808371711007698,4.859490471212102
2020,0.251,15,93.3,0.672240496,0.1065,0.25,1,6.606501527,저위험군,14.18441414,-1.1709975214229664,-0.689856891105884
1961,0.0858,24,20.8,0.345796313,0.6113,0.7,1,6.366023613,고위험군,34.93704142,1.652583021850327,1.4884377700822182
2025,0.3226,8,0.0,0.628608659,0.1,0.7,11,7.166513048,중위험군,29.03719387,-2.648584243821555,-0.08436556472219484
2025,0.0601,11,36.4,0.898816101,0.1,0.25,1,9.241928182,저위험군,16.71530968,-2.281518764519781,0.00039594197547642264
1971,0.1065,17,94.1,0.041922306,0.1766,0.04,1,5.966351846,저위험군,25.61584971,0.22895488493312768,0.708387390812744
2015,0.2715,17,70.6,0.791587253,0.1136,0.08,1,8.406415809,저위험군,12.68960383,-1.677616667421929,-0.2682407545924538
1991,0.1482,6,83.3,0.106658374,0.148,1.0,1,8.58239087,중위험군,31.7082444,-0.567122706711861,-0.5501344122662832
2023,0.412,21,61.9,0.71631424,0.1022,0.85,1,6.942678309,중위험군,29.08629455,-1.04676048923979,-1.297399055806689
1992,0.3287,21,57.1,0.644997837,0.1465,0.08,1,8.281903676,저위험군,15.0994362,-1.0475777628932532,0.2903158812404188
2023,0.2139,18,88.9,0.693147181,0.1022,0.85,1,8.478393941,중위험군,22.45564255,-1.235848374712759,-1.6410179433379355
1969,0.0584,11,63.6,0.707784834,0.1794,0.25,1,6.84133766,저위험군,16.86501337,0.010057585682163762,0.9404419065212104
2024,0.341,51,72.5,0.639838627,0.1011,1.0,1,6.365628169,중위험군,30.86302865,-0.17557855698572433,-2.5764057617025773
2020,0.2744,12,58.3,1.540692168,0.1065,0.85,1,7.268724987,중위험군,23.73305322,-1.0933111229106667,-1.0597705001572448
1969,0.192,52,61.5,4.278400725,0.457,1.0,4,5.470546499,고위험군,46.25973879,2.4672795288589593,-1.7458679398581183
2010,0.098,17,70.6,0.441551498,0.1208,1.0,1,7.605033913,중위험군,29.10100246,-0.6809097528843648,-1.1102526157928858
2016,0.2112,73,82.2,0.02813125,0.1122,1.0,1,6.918180744,중위험군,29.85908921,0.3714993602423129,-3.1497713092791386
2016,0.2744,13,61.5,0.189192808,0.1122,0.85,1,6.916873581,중위험군,26.94150382,-1.0132299807809546,-0.7242695040660573
2015,0.2656,44,70.5,0.850553204,0.1136,0.85,1,6.968408136,중위험군,29.49085838,-0.26963852863971355,-2.0186889741395615
2018,0.2539,29,79.3,0.770662831,0.1094,0.85,11,7.219144112,중위험군,29.08189424,-1.4213832792640955,-2.0090178374497865
1959,0.2864,18,77.8,2.426199049,0.3342,0.08,1,6.14827597,저위험군,27.09831392,1.0334735048274861,0.7102601981394492
1980,0.3257,39,89.7,1.299282984,0.5747,0.85,1,6.665135797,고위험군,48.62374821,1.8772438791441208,-0.9100378631535163
2020,0.2656,48,72.9,0.889984836,0.1065,0.85,1,7.648358401,중위험군,23.43158366,-0.4759800103782456,-2.3431978636531356
2018,0.228,69,85.5,0.703789353,0.1094,1.0,10,7.038353624,중위험군,25.62348883,-0.39128729540134344,-3.5463731856449785
1970,0.4336,4,25.0,0.612674827,0.4553,0.18,8,6.681318812,저위험군,32.60807343,-0.38513826816052804,1.9416728393124238
1996,0.0918,22,54.5,0.1462455,0.4095,0.7,1,6.625166878,고위험군,27.17299352,0.37503493502903307,0.14949702491818168
2020,0.0918,18,77.8,0.146847169,0.1065,1.0,1,9.295709485,중위험군,28.10230723,-1.3322527517110956,-1.4972808715709185
2020,0.0918,18,77.8,0.146847169,0.1065,1.0,1,9.295709485,중위험군,28.10230723,-1.3322527517110956,-1.4972808715709185
1956,0.3318,16,62.5,0.228258652,0.198,0.45,1,5.893658756,저위험군,28.69552585,0.6814952105333312,0.9106383724536237
1957,0.1198,22,86.4,0.02913315,0.4782,0.08,1,6.194793071,저위험군,36.53126237,1.3464215169314453,1.2957795520454525
2018,0.2056,63,92.1,0.066231096,0.1094,0.35,1,6.678241481,저위험군,14.68928805,-0.20617227513012132,-2.200221051338185
1986,0.1787,30,73.3,1.082312791,0.1551,0.7,1,6.081008132,중위험군,29.87447761,0.45669431718463194,-0.7942531644903108
1956,0.2744,11,63.6,1.077705604,0.198,0.25,1,6.534152144,저위험군,27.51246355,0.41675695328646656,1.0814352799271416
2003,0.3471,37,81.1,0.204632666,0.1308,1.0,15,8.926326231,중위험군,27.44418024,-1.544159445757719,-2.3125061241994778
1985,0.192,26,61.5,1.110899778,0.4289,1.0,3,6.032654474,고위험군,36.33265081,1.0876402536781289,-0.4939824951636033
1969,0.1814,11,45.5,0.436461208,0.1794,1.0,11,8.267068912,중위험군,39.94210383,-0.7620273046464779,-0.0801126812849183
1962,0.2954,9,55.6,0.46536325,0.1895,0.35,1,6.246726728,저위험군,26.51064355,0.22145276805325956,1.1766736973725795
1974,0.0918,5,60.0,0.693147181,0.3102,0.08,5,5.826000107,저위험군,29.93375085,-0.11833055332990709,1.4480410385504991
1981,0.2984,11,18.2,0.557742544,0.1623,0.08,5,7.013735603,저위험군,19.65168373,-1.1801408457592666,1.411020632534094
1955,0.2864,35,88.6,0.36710424,0.9051,0.7,1,4.759606539,고위험군,49.06440075,3.4939406821262753,0.7241062770616769
1967,0.2626,18,55.6,0.844546827,0.4606,0.18,4,6.32416181,고위험군,26.98081157,0.6403359388428201,1.2267049987651129
1964,0.3873,15,53.3,0.392632668,0.4658,0.08,3,5.454038242,저위험군,31.75290695,0.775079909887748,1.7043192544992065
1988,0.0918,25,72.0,1.288761318,0.1523,1.0,6,6.790434636,중위험군,27.55357155,0.00602928018806325,-1.2399771986821586
1971,0.3165,8,25.0,0.047252885,0.1766,0.18,5,6.68875314,저위험군,21.2665356,-0.831271285691895,1.6253719227936645
2008,0.2894,6,0.0,2.231562715,0.1237,1.0,6,7.130778823,중위험군,32.60091432,-1.4110749277436583,-0.2476420521823142
1947,0.0918,26,61.5,0.502728414,0.2109,0.7,3,5.985672807,중위험군,31.45435861,1.2315895101715233,0.40467680551228963
1973,0.3502,61,80.3,0.709407701,0.1737,0.85,5,7.10333851,중위험군,35.69751362,0.9090421597572333,-1.9970001032345968
2014,0.2252,14,14.3,3.380143972,0.115,1.0,6,6.307570069,중위험군,34.38681589,-0.9865557577074294,-1.0364267330982782
1974,0.1001,15,86.7,0.318453731,0.1723,1.0,1,5.377128547,중위험군,32.75716515,0.908748983794108,-0.37277171797670205
1970,0.3687,40,42.5,0.884874536,0.178,0.18,3,5.786774674,저위험군,18.89849828,0.36615236407725016,0.24095447410376977
1936,0.1947,43,86.0,0.600253434,0.9481,0.7,2,4.787491743,고위험군,51.3624778,4.177598212434565,0.8441805340678792
1967,0.1175,31,83.9,0.275894117,0.1823,1.0,3,6.170906963,중위험군,28.13627243,1.0386127552262587,-0.8301271768583934
1949,0.1313,21,71.4,0.467985465,0.4923,0.55,2,5.924336008,고위험군,32.59265257,1.828029225128678,1.0251422781643356
1962,0.2223,22,72.7,0.018779895,0.1895,0.85,1,6.226378554,중위험군,26.53812345,0.9069947371335882,0.00590350118741678
1961,0.1581,23,87.0,1.798457418,0.4712,0.7,2,5.35738784,고위험군,37.1456537,2.0021402995865993,0.022025511173276703
2014,0.2084,1,0.0,0.621173681,0.115,0.12,3,7.85394262,저위험군,20.96058342,-2.391638820670936,1.3065088403874727
1992,0.3502,56,71.4,0.717439873,0.4165,1.0,6,7.361076782,고위험군,37.68394494,0.8730358168093245,-1.9136574148931222
1969,0.2112,31,74.2,0.953430279,0.1794,0.85,3,5.917575782,중위험군,27.98752731,0.9223918804154776,-0.7083385681536948
2006,0.5392,5,0.0,0.128210659,0.1265,0.55,28,10.44386635,저위험군,31.57007906,-4.505201684401657,-0.09752607558188826
1979,0.2984,7,57.1,1.125439531,0.1652,0.25,1,9.773230792,저위험군,26.11530651,-1.1211797994341792,0.6068493799490405
1960,0.3044,7,42.9,0.429856561,0.1922,0.35,5,7.060072851,저위험군,32.53907464,-0.3507861116653742,1.2997762184383348
1966,0.2481,22,77.3,0.693147181,0.1837,0.25,1,7.397726963,저위험군,20.20716746,0.19129780512049271,0.34907812495680024
1958,0.2223,2,0.0,0.074901308,0.1951,0.12,3,7.643387071,저위험군,26.18860999,-0.8190103889185945,2.543616356826808
1965,0.1607,32,75.0,0.744238842,0.4641,0.55,2,4.514041253,고위험군,31.38874892,1.956932225715854,0.2994200905195738
1967,0.2774,57,42.1,0.457833094,0.4606,0.45,2,4.80557721,고위험군,35.56436047,1.9575153319988716,0.04955015465135866
1981,0.1361,17,76.5,0.098845835,0.1623,1.0,6,6.903355615,중위험군,26.04866063,-0.10100548165772137,-0.6447866030213528
2015,0.3196,16,81.2,1.338892122,0.1136,1.0,1,9.438578922,중위험군,28.21002299,-1.1839255916569835,-1.72492574676307
1957,0.2539,32,78.1,0.783173332,0.4782,1.0,3,4.925513041,고위험군,40.09465915,2.320809150713495,-0.2226443591301542
1971,0.1001,23,69.6,1.706004111,0.1766,0.7,24,9.424644975,중위험군,27.40122378,-1.7534366995546402,-1.2488249431004026
2022,0.1709,1,0.0,1.071281395,0.1036,0.35,1,8.026101565,저위험군,23.98483588,-2.2766859197147946,0.8186699932033635
1996,0.129,0,0.0,2.655688449,0.1408,0.12,1,6.967636095,저위험군,26.72210081,-1.2790490438737776,1.3782539186382206
2009,0.0568,26,73.1,0.604047186,0.1222,0.7,6,7.745132665,중위험군,25.30828773,-1.0623645721951303,-1.2458091557587647
1971,0.1947,0,0.0,1.946703485,0.1766,0.12,4,6.253347927,저위험군,28.37012142,-0.7425764924923282,1.987805958547588
1963,0.1108,1,100.0,1.491437462,0.4676,0.12,3,5.636359798,저위험군,33.74993089,1.0354000878074718,1.2625331600997218
1965,0.0938,0,0.0,0.693147181,0.8826,0.7,3,5.584698593,고위험군,54.48620758,1.7189611779884741,2.8353586481790805
1967,0.2337,1,0.0,2.983153491,0.1823,1.0,6,6.246106765,중위험군,32.11455399,-0.040196402149759065,0.6506571255528592
1970,0.1632,44,81.8,1.16617044,0.4553,1.0,2,5.158997826,고위험군,44.83448931,2.29426984290698,-0.9944334794166042
2006,0.2804,14,71.4,1.425375711,0.1265,0.85,1,10.30864128,중위험군,32.82359111,-1.3209009191393537,-1.2170321955347043
1991,0.1337,12,75.0,2.732264459,0.148,0.08,9,6.900428504,저위험군,24.22852529,-1.0599070465703226,-0.2301163456610893
1969,0.1814,11,45.5,0.436461208,0.1794,1.0,1,8.267068912,중위험군,39.86397883,0.009483060428950672,0.2223884247377024
1967,0.1266,9,66.7,1.852753982,0.1823,0.12,4,6.030108171,저위험군,18.60251874,0.026639844760004534,0.8433046636645966
1978,0.1384,25,64.0,0.693147181,0.1665,0.45,4,6.598454531,중위험군,19.66743896,-0.03447445786965571,-0.04931587545949744
1971,0.3687,15,53.3,0.931974654,0.1766,0.18,4,5.93160838,저위험군,24.94524697,-0.17792545103263588,0.8405677879879048
2012,0.1243,44,72.7,0.38692153,0.2496,0.7,1,7.086905145,중위험군,23.2963077,0.021871074835092465,-1.4731576275003653
2011,0.2337,12,50.0,0.018779895,0.1194,0.85,1,7.972717708,중위험군,26.57603128,-1.221935670485972,-0.442032167009677
1987,0.1175,38,65.8,0.249563114,0.1536,0.7,13,9.183818763,중위험군,22.16331046,-1.2069121349045893,-1.3354042443599214
1984,0.1198,18,88.9,0.309203453,0.158,0.85,1,6.082675427,중위험군,24.1018955,0.41791072166326176,-0.5748975638268148
1956,0.113,26,57.7,1.678860799,0.198,0.7,1,6.947696886,중위험군,33.68158473,1.007767468824037,-0.0027955114254035003
2007,0.1266,32,75.0,0.693147181,0.1251,0.35,24,9.81501256,저위험군,22.71431679,-3.02166386185226,-1.728716922980437
2005,0.2774,20,60.0,2.051202958,0.1279,0.85,1,9.354219133,중위험군,27.71414086,-0.9492525099278639,-1.306505537015285
1986,0.098,23,65.2,1.194719599,0.2912,0.55,4,7.004764015,저위험군,31.31350716,0.09845962738116523,-0.2132023945792211
1969,0.3349,4,50.0,0.158224005,0.1794,0.55,3,5.797363888,저위험군,33.72672717,-0.06125186871258081,1.0686832877832564
1988,0.2685,24,58.3,0.908855753,0.1523,0.7,8,6.01615716,중위험군,23.53454044,-0.3833833459562199,-0.6062945856424797
2018,0.1867,41,75.6,0.229788094,0.1094,0.85,33,10.22110457,중위험군,28.39202443,-3.6683024467716723,-3.0796956690631196
2010,0.1153,3,0.0,1.37003384,0.1208,0.55,1,10.81857596,중위험군,23.35617869,-2.3744802248426495,0.5073813697788853
1969,0.2167,0,0.0,0.032789823,0.1794,0.12,5,7.063903961,저위험군,24.52262535,-1.1846144827251501,2.377329450716731
2006,0.0838,19,63.2,0.18297751,0.1265,0.7,1,7.65750961,중위험군,18.3399765,-0.8251201661770874,-0.5601711014162373
1964,0.184,11,27.3,2.064398403,0.4658,0.12,3,6.595616566,저위험군,39.43811091,0.5523066210927317,1.7633808085426235
2016,0.1153,6,0.0,0.924551449,0.1122,0.7,25,9.470008698,중위험군,17.42653706,-3.9611210845231017,-0.42905862053491395
1967,0.251,21,0.0,1.925090521,0.1823,1.0,1,6.407572815,중위험군,36.12463109,0.5617241147316449,0.3659382685788691
1962,0.067,26,88.5,2.149959072,0.1895,0.08,7,8.054398714,저위험군,26.63721237,-0.05925114000992803,-0.1721552535894135
1987,0.3349,27,88.9,1.225060366,0.1536,0.85,1,6.504886797,중위험군,28.6428611,0.4364504663264895,-1.2316813863840301
2018,0.0918,0,0.0,0.693147181,0.1094,0.7,16,8.606119401,중위험군,27.88206405,-3.249739842880105,0.12013244835327776
1982,0.184,3,66.7,2.346070205,0.1608,0.12,5,6.414654963,저위험군,30.73726858,-0.6407202641000199,0.5533256426199278
1965,0.3718,1,0.0,0.405465108,0.1851,0.04,1,6.00230557,저위험군,26.05654034,-0.5577318112185907,2.5886145898212507
2017,0.122,25,48.0,0.693147181,0.1108,0.25,22,10.15070323,저위험군,19.01522984,-3.6001255449611413,-1.1402396006310682
1957,0.1243,23,60.9,1.6976007,0.1966,0.7,1,7.170434878,중위험군,33.89369372,0.88772491988355,0.006986710370268896
2017,0.412,3,0.0,0.311351817,0.1108,0.18,28,9.55647294,저위험군,11.80515737,-4.83543330091384,0.25085450839543805
1971,0.2308,7,100.0,0.170760734,0.1766,0.85,1,6.243001173,중위험군,32.79054316,0.5500918664238506,-0.1188057794933998
2015,0.2423,3,0.0,0.752336052,0.1136,0.08,1,10.13992712,저위험군,15.84516789,-2.797261282347321,1.134808961457858
2016,0.0938,11,54.5,0.528773823,0.2433,1.0,1,6.815267114,중위험군,31.60730559,-0.534572128207612,-0.5646978327028075
1969,0.0761,27,70.4,2.424987075,0.457,0.7,1,7.191602508,고위험군,36.83462921,1.4822364375005486,-0.2489294082446832
1964,0.3656,53,67.9,0.533517035,0.4658,0.85,3,5.454038242,고위험군,37.89811068,2.157282724089878,-0.7398515448203912
2015,0.378,1,0.0,0.693147181,0.1136,0.04,1,6.731864997,저위험군,21.3269863,-2.1033464700972497,1.458696534977366
1970,0.4089,8,62.5,0.068628506,0.178,0.08,1,6.360231092,저위험군,16.39230409,-0.27984099467244694,1.3294051062719336
1981,0.1814,25,80.0,0.629431366,0.1623,0.18,3,6.175222572,저위험군,16.33665309,-0.05124273116880234,0.04677547669933376
1966,0.0818,16,81.2,1.837546078,0.1837,0.7,1,7.04735199,중위험군,33.3687148,0.6890523695648901,-0.2542319265996893
1966,0.2626,15,0.0,1.526265312,0.1837,1.0,7,7.448625024,중위험군,35.72892286,-0.28609259776143614,0.4217154508025519
1934,0.2481,13,100.0,0.210652063,0.5187,0.85,4,6.305307666,고위험군,40.49299842,2.1841812154971105,0.7554505658795948
1965,0.2568,32,62.5,0.476339448,0.1851,0.7,4,5.746330978,중위험군,25.18872762,0.7680866538905932,-0.22603107718905177
1960,0.2568,50,70.0,1.063040823,0.4729,0.7,3,5.527085073,고위험군,36.44685439,2.2040598914551457,-0.5022733864392425
1981,0.0838,51,70.6,0.150403954,0.1623,1.0,1,7.512442762,중위험군,38.15840709,0.7757489119606605,-1.574278715612277
1967,0.078,4,0.0,0.481258947,0.1823,0.12,8,7.126087273,저위험군,18.43571655,-1.1993887916529118,2.1242514680626017
1981,0.0838,51,70.6,0.150403954,0.1623,1.0,5,7.512442762,중위험군,38.18965709,0.4671447659304892,-1.6952791580213253
1969,0.1894,51,72.5,0.732486595,0.1794,1.0,3,5.889819343,중위험군,35.59320895,1.3878840905462766,-1.4719259347425133
1995,0.1065,2,0.0,0.303995648,0.1422,0.7,6,5.726847748,중위험군,28.63818624,-1.157686011207741,1.1029938996516986
1954,0.2252,20,85.0,0.803735941,0.4835,0.85,3,5.825380446,고위험군,44.50329156,1.9136574733511729,0.2615929925605393
1968,0.3626,7,71.4,3.128782781,0.1808,0.08,3,5.504436827,저위험군,29.54641678,0.23026125398285385,0.5780260876900918
1995,0.2002,24,66.7,0.977510499,0.4113,1.0,2,4.988934867,고위험군,34.62094554,1.101428655615548,-0.5819810717716212
2009,0.2894,77,77.9,0.469468536,0.1222,1.0,1,7.311792702,중위험군,32.63590847,0.547267720181677,-3.226766657960834
1936,0.1974,40,87.5,0.630756888,0.9481,1.0,1,3.783734985,고위험군,55.29117997,4.659658717255045,0.6455217892639404
1966,0.0535,29,75.9,0.713107923,0.1837,0.55,3,6.253270964,중위험군,27.98069513,0.7145016466185147,-0.16453989378001593
2014,0.3287,29,75.9,0.739084276,0.115,0.85,21,9.017333126,중위험군,24.89394102,-2.5607046440165924,-2.3155955142699094
1981,0.129,5,40.0,0.098845835,0.1623,0.7,4,6.522092798,중위험군,25.93912243,-0.5227325466756587,0.7458875615797151
1960,0.2685,45,86.7,0.787678948,0.4729,1.0,2,5.287963954,고위험군,40.59147195,2.522771351296338,-0.8422802824855062
1991,0.3196,42,85.7,1.200688729,0.148,0.85,1,6.079704336,중위험군,27.94052294,0.6949588180043619,-1.7246385228259744
1961,0.3842,4,50.0,0.123533483,0.4712,0.08,6,8.448177463,저위험군,32.25720169,-0.3447970063083743,1.9490447868554415
2016,0.3287,41,80.5,0.593154776,0.1122,0.85,24,9.009080614,중위험군,24.73112452,-2.604681088758363,-2.878602796504917
1971,0.1867,54,74.1,0.741349282,0.1766,1.0,5,6.013959625,중위험군,29.53568344,1.2173328718173033,-1.705700138851573
1981,0.0938,45,53.3,1.096823379,0.1623,0.08,11,10.22214308,저위험군,21.96252345,-1.4066014156795283,-0.7025180089288091
1970,0.3502,6,50.0,2.824122372,0.4553,0.08,7,7.006151601,저위험군,30.78820069,0.022200495120573642,1.151387941679249
1967,0.3687,5,60.0,2.991878704,0.4606,0.08,3,5.348535083,저위험군,37.50835106,0.8698201090733758,1.2896420938341742
1984,0.3287,25,56.0,0.425211871,0.158,0.45,10,6.879304363,중위험군,20.24844938,-0.8785669604415463,-0.2429969081450805
1960,0.2894,20,70.0,2.349490242,0.8939,0.25,3,5.364385967,고위험군,58.11570833,2.5520003031403595,1.3801982778855628
2018,0.1556,12,25.0,0.017167804,0.1094,0.45,17,8.700497598,저위험군,24.70472092,-3.2379388850311805,-0.2387438802140737
1995,0.1947,26,73.1,2.135152149,0.1422,0.85,24,8.869666722,중위험군,34.79377752,-2.092699154663383,-2.1559103460034756
1970,0.2029,24,62.5,1.313205332,0.4553,1.0,3,5.693833144,고위험군,44.70278919,1.589305076499298,-0.15761984643681617
1971,0.1198,42,71.4,0.949935222,0.4535,0.25,4,6.7538579,고위험군,27.36606951,1.0900726453002976,0.013874393516761561
1974,0.3441,59,71.2,0.113523826,0.1723,1.0,5,6.580569787,중위험군,35.58168716,0.9493624978636805,-1.8260511939999386
1968,0.1361,33,33.3,1.643653252,0.4588,0.7,3,5.552765768,고위험군,39.75988958,1.519178873446838,0.3332945822207763
1963,0.0724,4,0.0,1.508935889,0.188,0.7,5,6.89189009,중위험군,29.32859058,-0.27263828072288343,1.3677732772733657
1966,0.2308,4,100.0,0.047146778,0.4623,0.85,4,5.698836932,고위험군,35.50166098,1.219684509667579,0.4736568238208595
2010,0.0898,10,40.0,0.636451837,0.1208,1.0,1,7.046046575,중위험군,21.92537279,-0.8484570335538256,-0.43216411601489957
1985,0.2656,4,0.0,1.888609295,0.4289,0.7,1,5.913421921,고위험군,31.90686691,0.31690066762580926,1.378189603382696
