건물유형코드,건물ID,건물관리번호,법정동코드,주소,지번,위도,경도,그리드ID,그리드행,그리드열,주부속구분,일반집합구분,건물용도코드,건물용도명,구조코드,구조명,건폐율,사용승인일,연면적,건축면적,높이,기타,용적률,지번코드,대장구분,건물식별번호,갱신일자,행정구역코드,예비1,예비2,지상층수,지하층수,총층수,생성일자
48967,2018192689364508277600000000,1144012400104870153,1144012400,서울특별시 마포구 연남동,487-153,37.55969642,126.91804691,YN_50000SQM_R04_C03,4,3,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,52.82,2018-02-05,105.64,96.0,8.88,55.02,110.04,100254423,N,B002000000006UB1Q,2026-04-06,11440,D2,,3.0,0.0,3,2019-04-11
28461,1992192849514513480800000000,1144012400103660016,1144012400,서울특별시 마포구 연남동,366-16,37.56438585,126.91985452,YN_50000SQM_R07_C03,7,3,1,일반,01000,단독주택,11.0,벽돌구조,49.79,1992-05-30,149.25,85.98,0.0,58.2,115.4,28510,Y,B00100000000PGH66,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
28462,1986192633244513508000000000,1144012400104870434,1144012400,서울특별시 마포구 연남동,487-434,37.56440867,126.91740654,YN_50000SQM_R07_C02,7,2,1,일반,02000,공동주택,21.0,철근콘크리트구조,60.26,1986-11-29,187.98,122.5,0.0,49.19,97.8,29770,N,B00100000000PGE85,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
28465,1991192620874513637200000000,1144012400104870046,1144012400,서울특별시 마포구 연남동,487-46,37.56452501,126.91726640,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,21.0,철근콘크리트구조,43.92,1991-10-26,131.76,0.0,0.0,0.0,0.0,28939,N,B00100000000PGH99,2026-04-06,11440,,,3.0,1.0,4,2017-02-09
28467,1973192650804513684400000000,1144012400104810021,1144012400,서울특별시 마포구 연남동,481-21,37.56456778,126.91760514,YN_50000SQM_R07_C02,7,2,1,일반,11000,노유자시설,11.0,벽돌구조,138.96,1973-12-28,399.0,347.1,7.8,40.03,74.92,28889,N,B00100000000PGPDL,2026-04-06,11440,연남복지시설,,3.0,1.0,4,2017-02-09
28469,1983192641484513702000000000,1144012400104870017,1144012400,서울특별시 마포구 연남동,487-17,37.56458352,126.91749969,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,12.0,블록구조,31.64,1983-03-10,31.64,0.0,0.0,0.0,0.0,28921,N,B00100000000PFJLM,2026-04-06,11440,,,2.0,0.0,2,2017-02-08
28477,1995192965974513932000000000,1144012400102460015,1144012400,서울특별시 마포구 연남동,246-15,37.56479327,126.92117216,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,108.5,1995-06-02,410.92,182.19,11.0,59.55,169.2,28283,N,B00100000000PGTJV,2026-04-06,11440,,,4.0,1.0,5,2017-02-10
28478,1971192638794514001300000000,1144012400104870015,1144012400,서울특별시 마포구 연남동,487-15,37.56485313,126.91746884,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,40.66,1971-10-18,68.56,0.0,0.0,0.0,0.0,28919,N,B00100000000PFYO5,2026-04-06,11440,,,3.0,0.0,3,2017-02-09
27705,2010192959674508488700000000,1144012400105680019,1144012400,서울특별시 마포구 연남동,568-19,37.55988887,126.92110620,YN_50000SQM_R04_C04,4,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,77.99,2010-10-21,258.83,130.2,11.7,59.9,198.79,100196205,N,B00100000000PDSHP,2026-04-06,11440,,,5.0,0.0,5,2017-02-11
27706,1992192843934508517800000000,1144012400105650024,1144012400,서울특별시 마포구 연남동,565-24,37.55991424,126.91979617,YN_50000SQM_R04_C03,4,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,115.54,1992-12-04,577.7,248.0,0.0,46.58,186.35,29820,N,B00100000000PE8G5,2026-04-06,11440,,,5.0,1.0,6,2017-02-08
27712,2009192669424512968200000000,1144012400104810025,1144012400,서울특별시 마포구 연남동,481-25,37.56392258,126.91781667,YN_50000SQM_R06_C02,6,2,1,일반,02000,공동주택,21.0,철근콘크리트구조,185.07,2009-11-06,616.63,308.8,12.92,59.93,199.69,100189760,N,B00100000000PE0P6,2026-04-06,11440,대호아트빌,,6.0,0.0,6,2017-02-11
27717,2004192659104513414200000000,1144012400104810023,1144012400,서울특별시 마포구 연남동,481-23,37.56432439,126.91769935,YN_50000SQM_R07_C02,7,2,1,일반,02000,공동주택,21.0,철근콘크리트구조,197.76,2004-11-01,644.56,330.9,13.0,59.76,194.79,29741,N,B00100000000PDYKY,2026-04-06,11440,,,6.0,0.0,6,2017-02-11
27718,2009192657964513538400000000,1144012400104810022,1144012400,서울특별시 마포구 연남동,481-22,37.56443628,126.91768637,YN_50000SQM_R07_C02,7,2,1,일반,02000,공동주택,21.0,철근콘크리트구조,197.54,2009-08-28,652.16,330.6,14.6,59.752,197.2656,100188992,,B00100000000PEDA4,2026-04-06,11440,세명파크빌,,6.0,0.0,6,2017-02-09
26603,1991193312194512148500000000,1144012400102290013,1144012400,서울특별시 마포구 연남동,229-13,37.56318902,126.92509255,YN_50000SQM_R06_C05,6,5,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,63.58,1991-01-16,321.15,0.0,0.0,0.0,0.0,28001,N,B00100000000J4MH4,2026-04-06,11440,,,5.0,1.0,6,2017-02-09
26605,1991193438294512150800000000,1144012400102240060,1144012400,서울특별시 마포구 연남동,224-60,37.56319201,126.92651988,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,124.32,1991-05-06,651.84,0.0,0.0,0.0,0.0,27856,N,B00100000000J6G7P,2026-04-06,11440,,,5.0,1.0,6,2017-02-08
26607,1990193436454512988400000000,1144012400102240023,1144012400,서울특별시 마포구 연남동,224-23,37.56394663,126.92649823,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,31.0,일반철골구조,133.25,1990-11-17,567.21,222.5,12.75,59.89,195.16,27831,N,B00100000000J6GAS,2026-04-06,11440,,,5.0,1.0,6,2019-07-23
27731,1991193060544509064700000000,1144012400105670026,1144012400,서울특별시 마포구 연남동,567-26,37.56040868,126.92224726,YN_50000SQM_R05_C04,5,4,1,일반,02000,공동주택,11.0,벽돌구조,83.28,1991-02-01,249.84,0.0,0.0,0.0,0.0,29829,N,B00100000000PDWGS,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
27733,1996193082024509218300000000,1144012400105670033,1144012400,서울특별시 마포구 연남동,567-33,37.56054722,126.92249021,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,94.46,1996-09-11,354.82,158.05,11.3,59.77,170.26,29494,N,B00100000000PGSW8,2026-04-06,11440,,,4.0,1.0,5,2018-09-13
28480,1990192625204514044600000000,1144012400104870440,1144012400,서울특별시 마포구 연남동,487-440,37.56489209,126.91731499,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,21.0,철근콘크리트구조,69.93,1990-11-13,352.16,0.0,0.0,0.0,0.0,29159,N,B00100000000PGUHU,2026-04-06,11440,,,5.0,1.0,6,2017-02-21
28482,1970193166264514074100000000,1144012400102400019,1144012400,서울특별시 마포구 연남동,240-19,37.56492282,126.92343902,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,11.0,벽돌구조,104.76,1970-12-11,209.52,0.0,0.0,0.0,0.0,28107,N,B00100000000PGQPY,2026-04-06,11440,,,3.0,0.0,3,2017-02-09
28483,1970193041504514096300000000,1144012400102450062,1144012400,서울특별시 마포구 연남동,245-62,37.56494192,126.92202689,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,84.46,1970-12-28,165.62,0.0,0.0,0.0,0.0,28257,N,B00100000000PGPNV,2026-04-06,11440,,,3.0,0.0,3,2017-02-10
27854,1993192776114513855700000000,1144012400103660031,1144012400,서울특별시 마포구 연남동,366-31,37.56472307,126.91902327,YN_50000SQM_R07_C03,7,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,124.55,1993-12-29,514.84,217.5,12.8,57.26,180.11,29704,N,B00100000000PE8H6,2026-04-06,11440,,,5.0,1.0,6,2018-03-01
27851,2003192792074509412100000000,1144012400105620010,1144012400,서울특별시 마포구 연남동,562-10,37.56071956,126.91920833,YN_50000SQM_R05_C03,5,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,149.39,2003-03-05,597.63,249.2,15.05,59.95,239.82,29795,N,B00100000000PECXQ,2026-04-06,11440,엘림타운,,6.0,0.0,6,2017-02-11
27855,1988192807784513923300000000,1144012400103660035,1144012400,서울특별시 마포구 연남동,366-35,37.56478425,126.91938169,YN_50000SQM_R07_C03,7,3,1,일반,02000,공동주택,11.0,벽돌구조,85.24,1988-09-28,249.48,0.0,0.0,0.0,0.0,29706,N,B00100000000PE2YH,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
27856,2002193057144514009200000000,1144012400102450053,1144012400,서울특별시 마포구 연남동,245-53,37.56486358,126.92220400,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,161.98,2002-04-01,589.68,248.9,11.8,65.08,214.32,29641,N,B00100000000PECKD,2026-04-06,11440,,,5.0,0.0,5,2017-02-09
27857,1996192940504514026100000000,1144012400102460012,1144012400,서울특별시 마포구 연남동,246-12,37.56487788,126.92088388,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,217.9,1996-09-20,989.6,363.72,12.8,59.91,216.95,29646,N,B00100000000PEH31,2026-04-06,11440,,,5.0,1.0,6,2017-02-04
27859,1996192936524514399200000000,1144012400102460007,1144012400,서울특별시 마포구 연남동,246-7,37.56521406,126.92083841,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,110.29,1996-09-23,418.69,184.2,9.25,59.88,166.15,28280,N,B00100000000PE3CV,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
26600,0000193465664511917900000000,1144012400102260021,1144012400,서울특별시 마포구 연남동,226-21,37.56298230,126.92682979,YN_50000SQM_R06_C06,6,6,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000J9DFX,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
27810,0000192691584516371200000000,1144012400104480001,1144012400,서울특별시 마포구 연남동,448-1,37.56698884,126.91806404,YN_50000SQM_R08_C03,8,3,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000PJ5MD,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
26583,1992193345594512110200000000,1144012400102280020,1144012400,서울특별시 마포구 연남동,228-20,37.56315477,126.92547067,YN_50000SQM_R06_C05,6,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,96.98,1992-02-20,484.48,198.79,0.0,48.79,243.71,27964,Y,B00100000000J6G6O,2026-04-06,11440,,,5.0,1.0,6,2021-12-01
26585,1969193384934512536500000000,1144012400102240036,1144012400,서울특별시 마포구 연남동,224-36,37.56353913,126.92591548,YN_50000SQM_R06_C06,6,6,1,일반,01000,단독주택,11.0,벽돌구조,102.08,1969-07-28,169.06,0.0,0.0,0.0,0.0,27841,N,B00100000000J6FFW,2026-04-06,11440,,,2.0,1.0,3,2017-02-10
26586,1987193393924512636200000000,1144012400102240035,1144012400,서울특별시 마포구 연남동,224-35,37.56362901,126.92601718,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,64.17,1987-09-19,278.83,0.0,0.0,0.0,0.0,27840,N,B00100000000J6FVD,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
26589,1994193456664511824500000000,1144012400102260021,1144012400,서울특별시 마포구 연남동,226-21,37.56289810,126.92672802,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,200.25,1994-06-18,1141.95,397.0,16.6,50.44,219.49,27912,N,B00100000000J6EYF,2026-04-06,11440,,,6.0,1.0,7,2024-09-05
26590,1970193348734512522200000000,1144012400102290067,1144012400,서울특별시 마포구 연남동,229-67,37.56352593,126.92550584,YN_50000SQM_R06_C05,6,5,1,일반,,,,,0.0,1970-05-10,0.0,0.0,0.0,0.0,0.0,,,B00100000000J6GN6,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
26591,1991193444734513190800000000,1144012400102240019,1144012400,서울특별시 마포구 연남동,224-19,37.56412905,126.92659177,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,50.3,1991-11-27,261.2,0.0,0.0,0.0,0.0,27827,N,B00100000000J6FXF,2026-04-06,11440,,,5.0,1.0,6,2017-02-08
26592,1991193403384512728600000000,1144012400102240033,1144012400,서울특별시 마포구 연남동,224-33,37.56371234,126.92612413,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,73.98,1991-07-27,368.5,0.0,0.0,0.0,0.0,27839,N,B00100000000J6FYG,2026-04-06,11440,,,5.0,1.0,6,2017-02-09
26593,1992193392954512021400000000,1144012400102280005,1144012400,서울특별시 마포구 연남동,228-5,37.56307506,126.92600680,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,84.45,1992-02-27,365.76,140.8,15.9,59.98,199.43,27958,N,B00100000000J6FZH,2026-04-06,11440,우연히 프로젝트,,6.0,1.0,7,2017-02-08
26594,1992193401644511933100000000,1144012400102280004,1144012400,서울특별시 마포구 연남동,228-4,37.56299553,126.92610517,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,67.08,1992-10-08,342.79,134.5,0.0,49.56,177.56,27957,Y,B00100000000J6G0I,2026-04-06,11440,,,5.0,1.0,6,2020-11-17
26595,1985193409934511843400000000,1144012400102280001,1144012400,서울특별시 마포구 연남동,228-1,37.56291480,126.92619907,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,80.1,1985-09-07,326.4,0.0,0.0,0.0,0.0,27954,N,B00100000000J6G1J,2026-04-06,11440,,,4.0,1.0,5,2021-06-03
26596,1992193398294513116300000000,1144012400102250014,1144012400,서울특별시 마포구 연남동,225-14,37.56406160,126.92606621,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,95.02,1992-11-27,510.03,193.7,0.0,49.05,221.97,27871,N,B00100000000J6HN7,2026-04-06,11440,,,6.0,1.0,7,2024-05-01
26597,1992193380794512910300000000,1144012400102250033,1144012400,서울특별시 마포구 연남동,225-33,37.56387590,126.92586832,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,80.1,1992-06-03,492.12,0.0,0.0,0.0,0.0,27887,Y,B00100000000J6HO8,2026-04-06,11440,,,6.0,1.0,7,2017-02-09
26598,1993193317354511787900000000,1144012400102280026,1144012400,서울특별시 마포구 연남동,228-26,37.56286417,126.92515130,YN_50000SQM_R06_C05,6,5,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,68.4,1993-09-08,429.3,137.55,14.1,49.73,248.64,27969,N,B00100000000J4N4R,2026-04-06,11440,,,6.0,1.0,7,2017-02-10
26599,1995193326694511905600000000,1144012400102280023,1144012400,서울특별시 마포구 연남동,228-23,37.56297025,126.92525692,YN_50000SQM_R06_C05,6,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,62.37,1995-11-02,299.94,104.85,15.2,59.48,257.22,27966,N,B00100000000J6G3L,2026-04-06,11440,,,6.0,1.0,7,2022-04-08
26601,1991193378974512166900000000,1144012400102280008,1144012400,서울특별시 마포구 연남동,228-8,37.56320604,126.92584845,YN_50000SQM_R06_C06,6,6,1,일반,,,,,0.0,1991-12-26,0.0,0.0,0.0,0.0,0.0,,,B00100000000J6G5N,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
26359,2005193426684511101600000000,1144012400103850001,1144012400,서울특별시 마포구 연남동,385-1,37.56224657,126.92638935,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,38.82,2005-12-19,99.65,64.77,9.7,59.94,153.85,28694,N,,2026-04-06,11440,수목원,,4.0,0.0,4,2018-12-15
27884,1993193008464509511200000000,1144012400105660028,1144012400,서울특별시 마포구 연남동,566-28,37.56081055,126.92165739,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,81.02,1993-06-01,237.78,135.5,7.6,59.79,117.64,29449,N,B00100000000PG6I7,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
27887,1992192971984511540400000000,1144012400105090010,1144012400,서울특별시 마포구 연남동,509-10,37.56263856,126.92124249,YN_50000SQM_R06_C04,6,4,1,일반,01000,단독주택,11.0,벽돌구조,72.65,1992-12-29,217.4,121.16,0.0,59.9,119.9,29240,N,B00100000000PG98Z,2026-04-06,11440,,,3.0,1.0,4,2017-08-14
27888,2006193134984511592100000000,1144012400102570002,1144012400,서울특별시 마포구 연남동,257-2,37.56268632,126.92308732,YN_50000SQM_R06_C05,6,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,118.09,2006-12-04,391.5,199.3,10.7,59.25,196.44,28361,N,B00100000000PH58W,2026-04-06,11440,,,5.0,0.0,5,2019-03-08
27889,1970192944224511650500000000,1144012400105090006,1144012400,서울특별시 마포구 연남동,509-6,37.56273753,126.92092828,YN_50000SQM_R06_C04,6,4,1,일반,01000,단독주택,11.0,벽돌구조,83.64,1970-10-01,167.28,0.0,0.0,0.0,0.0,29237,N,B00100000000PFTMX,2026-04-06,11440,,,2.0,1.0,3,2017-12-22
54108,2018193148954514882000000000,1144012400102410090,1144012400,서울특별시 마포구 연남동,241-90,37.56565033,126.92324213,YN_50000SQM_R07_C05,7,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,54.51,2018-05-25,187.76,94.33,12.2,57.78,199.05,100256363,N,B002000000008MZ3B,2026-04-06,11440,,,5.0,0.0,5,2018-11-16
26566,1970193491544510914300000000,1144012400102270037,1144012400,서울특별시 마포구 연남동,227-37,37.56207829,126.92712359,YN_50000SQM_R05_C06,5,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,290.15,1970-07-25,944.62,0.0,0.0,0.0,0.0,27949,N,B00100000000J6F6N,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
26567,1991193469684510502800000000,1144012400103830093,1144012400,서울특별시 마포구 연남동,383-93,37.56170738,126.92687658,YN_50000SQM_R05_C06,5,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,0.0,1991-09-11,953.25,0.0,0.0,0.0,0.0,28676,N,B00100000000J6EAQ,2026-04-06,11440,,,6.0,1.0,7,2021-05-12
27661,1987193194704511010300000000,1144012400102550024,1144012400,서울특별시 마포구 연남동,255-24,37.56216261,126.92376388,YN_50000SQM_R05_C05,5,5,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,87.63,1987-07-07,370.63,153.7,13.0,57.01,181.54,28351,N,B00100000000PJVO6,2026-04-06,11440,,,5.0,1.0,6,2017-02-09
27663,2006193125464511108600000000,1144012400102570020,1144012400,서울특별시 마포구 연남동,257-20,37.56225069,126.92298012,YN_50000SQM_R06_C04,6,4,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,100.31,2006-09-28,404.29,202.3,20.75,49.58,199.85,28374,N,B00100000000PJLT1,2026-04-06,11440,건수빌딩,,8.0,0.0,8,2017-02-08
26570,1995193491844511399900000000,1144012400102260015,1144012400,서울특별시 마포구 연남동,226-15,37.56251581,126.92712661,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,122.64,1995-12-26,571.18,205.0,12.5,59.82,173.69,27905,N,B00100000000J6F9Q,2026-04-06,11440,,,5.0,1.0,6,2017-02-11
26571,1992193494644511613400000000,1144012400102260017,1144012400,서울특별시 마포구 연남동,226-17,37.56270821,126.92715815,YN_50000SQM_R06_C06,6,6,1,일반,06000,종교시설,21.0,철근콘크리트구조,255.55,1992-07-04,781.61,0.0,11.4,0.0,0.0,27909,N,B0010000000BKAYEV,2026-04-06,11440,대한예수교장로회 신촌소망교회 에이동,,5.0,1.0,6,2017-02-08
26572,1988193431844511221100000000,1144012400102270017,1144012400,서울특별시 마포구 연남동,227-17,37.56235430,126.92644765,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,56.43,1988-07-08,169.29,0.0,0.0,0.0,0.0,27936,N,B00100000000J9CCT,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
26573,1996193358104511444800000000,1144012400103870016,1144012400,서울특별시 마포구 연남동,387-16,37.56255527,126.92561280,YN_50000SQM_R06_C06,6,6,1,일반,06000,종교시설,21.0,철근콘크리트구조,154.6,1996-08-19,576.64,283.55,0.0,54.52,124.39,28715,N,B00100000000J6FBS,2026-04-06,11440,기독교대한성결교회,기독교대한성결교회,4.0,1.0,5,2017-02-10
26576,1989193468044511632500000000,1144012400102260029,1144012400,서울특별시 마포구 연남동,226-29,37.56272518,126.92685702,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,221.82,1989-11-23,1077.95,0.0,0.0,0.0,0.0,27918,N,B00100000000J6EVC,2026-04-06,11440,,,5.0,1.0,6,2017-02-10
27736,1990193010594509263900000000,1144012400105660023,1144012400,서울특별시 마포구 연남동,566-23,37.56058774,126.92168176,YN_50000SQM_R05_C04,5,4,1,일반,02000,공동주택,11.0,벽돌구조,72.3,1990-06-13,216.9,0.0,0.0,0.0,0.0,29822,N,B00100000000PG7ND,2026-04-06,11440,,,3.0,1.0,4,2017-02-10
27739,1994192959714511121400000000,1144012400105090026,1144012400,서울특별시 마포구 연남동,509-26,37.56226093,126.92110405,YN_50000SQM_R06_C04,6,4,1,일반,01000,단독주택,11.0,벽돌구조,102.87,1994-09-30,405.6,171.6,10.2,59.95,176.44,29253,N,B00100000000PGDKG,2026-04-06,11440,,,4.0,1.0,5,2017-02-09
27742,1995193195834511243300000000,1144012400102550016,1144012400,서울특별시 마포구 연남동,255-16,37.56237254,126.92377637,YN_50000SQM_R06_C05,6,5,1,일반,01000,단독주택,11.0,벽돌구조,105.99,1995-10-25,415.26,191.05,10.1,55.48,161.88,28344,N,B00100000000PGZWF,2026-04-06,11440,,,4.0,1.0,5,2017-02-11
27744,1990192695264511357100000000,1144012400104820012,1144012400,서울특별시 마포구 연남동,482-12,37.56247126,126.91811074,YN_50000SQM_R06_C03,6,3,1,일반,01000,단독주택,11.0,벽돌구조,72.45,1990-12-28,217.35,0.0,0.0,0.0,0.0,28900,N,B00100000000PFZIZ,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
27746,1991192914624511434800000000,1144012400105040034,1144012400,서울특별시 마포구 연남동,504-34,37.56254299,126.92059336,YN_50000SQM_R06_C04,6,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,57.75,1991-07-25,217.5,0.0,0.0,0.0,0.0,29224,N,B00100000000PGIBC,2026-04-06,11440,,,4.0,1.0,5,2019-09-17
27747,1995193182564511467300000000,1144012400102550015,1144012400,서울특별시 마포구 연남동,255-15,37.56257427,126.92362601,YN_50000SQM_R06_C05,6,5,1,일반,01000,단독주택,11.0,벽돌구조,105.52,1995-12-12,298.78,235.7,7.6,44.77,82.12,28343,Y,B00100000000PGQT3,2026-04-06,11440,,,3.0,1.0,4,2017-02-09
27694,1994192583364516064200000000,1144012400104870424,1144012400,서울특별시 마포구 연남동,487-424,37.56671137,126.91683940,YN_50000SQM_R08_C02,8,2,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,102.26,1994-01-06,648.74,198.0,15.6,51.65,245.4,29155,N,B00100000000PKFCE,2026-04-06,11440,,,6.0,1.0,7,2019-05-02
28298,2003192950674508119400000000,1144012400105680012,1144012400,서울특별시 마포구 연남동,568-12,37.55955614,126.92100462,YN_50000SQM_R04_C04,4,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,84.3,2003-12-03,308.0,141.05,13.1,59.77,218.36,29832,Y,B00100000000PEZZG,2026-04-06,11440,,,6.0,0.0,6,2017-02-08
27758,2011192835524507569500000000,1144012400105700018,1144012400,서울특별시 마포구 연남동,570-18,37.55905975,126.91970195,YN_50000SQM_R04_C03,4,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,102.93,2011-12-28,350.56,179.1,12.2,57.47,195.73,100203587,N,B00100000000PHZH1,2026-04-06,11440,삼보빌,,5.0,0.0,5,2017-02-11
27761,1991192689204507644900000000,1144012400104870393,1144012400,서울특별시 마포구 연남동,487-393,37.55912654,126.91804582,YN_50000SQM_R04_C03,4,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,135.25,1991-05-20,541.0,0.0,0.0,0.0,0.0,29768,N,B00100000000PGKIL,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
27763,1984192681364507735200000000,1144012400104870431,1144012400,서울특별시 마포구 연남동,487-431,37.55920781,126.91795705,YN_50000SQM_R04_C03,4,3,1,일반,01000,단독주택,11.0,벽돌구조,86.71,1984-07-16,202.35,0.0,0.0,0.0,0.0,29156,N,B00100000000PFPGN,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
27769,1993193015204509422800000000,1144012400105660027,1144012400,서울특별시 마포구 연남동,566-27,37.56073095,126.92173378,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,84.72,1993-06-01,253.26,141.5,0.0,59.87,119.43,29448,N,B00100000000PG66U,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
27770,1990192997664509441700000000,1144012400105660021,1144012400,서울특별시 마포구 연남동,566-21,37.56074784,126.92153516,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,71.07,1990-07-27,218.85,0.0,0.0,0.0,0.0,29445,N,B00100000000PG7PF,2026-04-06,11440,,,3.0,1.0,4,2017-02-10
28322,1970193148814512500700000000,1144012400102540014,1144012400,서울특별시 마포구 연남동,254-14,37.56350507,126.92324302,YN_50000SQM_R06_C05,6,5,1,일반,01000,단독주택,11.0,벽돌구조,154.45,1970-07-21,319.91,0.0,0.0,0.0,0.0,28326,N,B00100000000PGQ1A,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
27846,1996192737034509179900000000,1144012400104870183,1144012400,서울특별시 마포구 연남동,487-183,37.56050993,126.91858566,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,21.0,철근콘크리트구조,197.06,1996-12-10,632.82,339.18,9.0,58.1,139.33,29028,Y,B00100000000PE6BX,2026-04-06,11440,,,4.0,1.0,5,2022-08-03
27892,1966192704954511793400000000,1144012400104910003,1144012400,서울특별시 마포구 연남동,491-3,37.56286443,126.91821998,YN_50000SQM_R06_C03,6,3,1,일반,01000,단독주택,51.0,일반목구조,17.26,1966-12-30,34.52,0.0,0.0,0.0,0.0,29170,N,B00100000000PF7OD,2026-04-06,11440,,,3.0,0.0,3,2017-02-11
27895,1983192691874511879600000000,1144012400104910004,1144012400,서울특별시 마포구 연남동,491-4,37.56294194,126.91807186,YN_50000SQM_R06_C03,6,3,1,일반,01000,단독주택,11.0,벽돌구조,69.25,1983-09-28,69.25,0.0,0.0,0.0,0.0,29171,N,B00100000000PFKGI,2026-04-06,11440,,,2.0,0.0,2,2023-06-28
