인덱스,보정_X,보정_Y,반경_50m_건물수,주택_수,상업_수,숙박_수,사무_수,기타_수,밀집도,주요_시설군,집중도(%)
1221.0,190977.01532615462,546641.0654346517,4,3,0,0,0,1,4개,주택,75.0
1222.0,192034.85314960152,544945.113061604,1,1,0,0,0,0,1개,주택,100.0
1223.0,190766.30194083723,547205.3723516358,7,1,1,0,1,4,7개,기타,57.1
1224.0,192037.89508048282,545489.4861702381,52,41,0,0,0,11,52개,주택,78.8
1225.0,192661.64493881894,545542.1855048685,38,31,2,0,0,5,38개,주택,81.6
1226.0,190897.69801016225,548304.2681685139,5,0,2,0,3,0,5개,사무,60.0
1227.0,192686.57104210576,544045.4688357592,4,0,0,0,0,4,4개,기타,100.0
1228.0,191556.6027969352,542960.7218248401,5,0,0,0,1,4,5개,기타,80.0
1229.0,192756.45957065234,544102.8687961692,0,0,0,0,0,0,0개,없음,0.0
1230.0,191971.8674240141,546232.0377886976,10,3,5,0,0,2,10개,상업,50.0
1231.0,191700.01777044905,546165.9465091869,1,0,0,0,0,1,1개,기타,100.0
1232.0,191627.10741911284,546497.7803876537,3,0,0,0,0,3,3개,기타,100.0
1233.0,192582.7081534201,544355.300853353,34,27,7,0,0,0,34개,주택,79.4
1234.0,191945.16825919467,546218.5780721052,16,6,6,0,0,4,16개,주택,37.5
1235.0,191722.22867790493,546262.7978652209,8,0,4,1,0,3,8개,상업,50.0
1236.0,191658.3878274004,546268.6396616121,16,2,6,2,0,6,16개,상업,37.5
1237.0,192848.38338346686,545790.074182695,49,42,1,0,0,6,49개,주택,85.7
1238.0,191177.55989802396,547988.5862065403,2,0,0,0,0,2,2개,기타,100.0
1239.0,192033.62180820646,544958.4093455891,0,0,0,0,0,0,0개,없음,0.0
1240.0,191720.40726508718,546170.1778293325,0,0,0,0,0,0,0개,없음,0.0
1241.0,191835.83562461013,546515.3157720163,21,3,7,3,2,6,21개,상업,33.3
1242.0,191698.03233385558,546192.3974320267,3,1,1,0,0,1,3개,주택,33.3
1243.0,191811.52421010996,546269.2268280287,1,0,1,0,0,0,1개,상업,100.0
1244.0,191791.8889435279,546178.9116723569,2,1,0,0,0,1,2개,주택,50.0
1245.0,190793.93280703961,546583.7988836402,2,0,1,0,0,1,2개,상업,50.0
1246.0,190984.2018585809,546578.6343347294,3,1,0,0,2,0,3개,사무,66.7
1247.0,190476.526523266,548495.7948009578,6,0,1,0,0,5,6개,기타,83.3
1248.0,191982.61333763276,546255.1090429302,5,1,2,0,0,2,5개,상업,40.0
1249.0,191589.82885337502,546972.2652548752,12,0,7,1,2,2,12개,상업,58.3
1250.0,190448.1090807738,546719.4608939685,10,3,3,0,2,2,10개,주택,30.0
1251.0,191819.089904743,546422.5612244031,31,1,19,1,1,9,31개,상업,61.3
1252.0,192006.22969811497,546211.8123100798,7,3,3,0,0,1,7개,주택,42.9
1253.0,191869.93959472608,546260.7004432951,1,0,1,0,0,0,1개,상업,100.0
1254.0,191785.7694713514,546202.8521218733,1,0,0,0,0,1,1개,기타,100.0
1255.0,190760.7994663421,545806.1168956496,33,8,16,0,0,9,33개,상업,48.5
1256.0,191615.79439995068,546694.9933064847,7,0,5,0,0,2,7개,상업,71.4
1257.0,191730.11807291288,543981.3585470929,11,6,2,0,0,3,11개,주택,54.5
1258.0,192140.07390068582,546141.8870532454,0,0,0,0,0,0,0개,없음,0.0
1259.0,192028.63551383108,546237.854663444,1,0,0,0,0,1,1개,기타,100.0
1260.0,191908.11879532854,546086.8190819267,27,16,6,0,1,4,27개,주택,59.3
1261.0,191988.610846841,546228.7722110974,11,3,5,0,0,3,11개,상업,45.5
1262.0,192143.28378970694,544877.5414943345,0,0,0,0,0,0,0개,없음,0.0
1263.0,191443.98115354966,544459.8016185494,6,6,0,0,0,0,6개,주택,100.0
1264.0,191784.20989153913,546243.9574940109,1,0,1,0,0,0,1개,상업,100.0
1265.0,190307.2713364822,546602.136436451,4,2,2,0,0,0,4개,주택,50.0
1266.0,191385.05739224673,546098.5559265072,19,0,3,0,0,16,19개,기타,84.2
1267.0,191490.04217623503,546650.8940037143,14,1,6,0,1,6,14개,상업,42.9
1268.0,190946.53558976614,542906.4033562891,2,0,0,0,0,2,2개,기타,100.0
1269.0,191455.65964639993,548047.9858014678,4,4,0,0,0,0,4개,주택,100.0
1270.0,191589.4081116518,546516.2374565401,7,0,3,1,0,3,7개,상업,42.9
1271.0,191603.26202512803,546515.6097139211,7,0,2,1,0,4,7개,기타,57.1
1272.0,190868.13968335502,546691.2410116071,3,0,0,0,0,3,3개,기타,100.0
1273.0,191947.9334968598,546239.9903320161,9,2,5,0,0,2,9개,상업,55.6
1274.0,190082.27467213073,546000.5401171324,0,0,0,0,0,0,0개,없음,0.0
1275.0,191183.40512167773,548072.1897624289,4,0,0,0,1,3,4개,기타,75.0
1276.0,191762.5718614542,543950.1706068787,1,0,0,0,0,1,1개,기타,100.0
1277.0,191847.52387393874,543993.1188425262,5,1,2,0,0,2,5개,상업,40.0
1278.0,193262.93654606122,545594.2140272077,3,0,0,0,0,3,3개,기타,100.0
1279.0,192768.54440731948,545707.7821731159,28,19,1,0,0,8,28개,주택,67.9
1280.0,191985.0754766971,546193.898103461,18,8,6,0,0,4,18개,주택,44.4
1281.0,191568.11805355732,545944.0702379206,5,2,1,0,0,2,5개,주택,40.0
1282.0,192899.0647959343,547567.1383019297,3,0,0,0,2,1,3개,사무,66.7
1283.0,193231.14264784026,545571.8562792488,4,0,0,0,0,4,4개,기타,100.0
1284.0,190826.46069663292,548270.5979519071,3,0,1,0,0,2,3개,기타,66.7
1285.0,191870.99007017663,546206.1712682901,5,0,4,0,0,1,5개,상업,80.0
1286.0,191437.62206832806,546516.082422311,5,1,0,0,1,3,5개,기타,60.0
1287.0,191244.97780427505,543730.842918271,17,11,5,0,0,1,17개,주택,64.7
1288.0,192050.08947096064,544909.7260930062,3,2,0,0,0,1,3개,주택,66.7
1289.0,192027.38043832502,546660.6030403567,58,3,28,0,2,25,58개,상업,48.3
1290.0,190747.55078799286,548314.3175939478,8,0,3,0,0,5,8개,기타,62.5
1291.0,190958.81873501325,546665.7615645902,4,3,0,0,0,1,4개,주택,75.0
1292.0,192079.734280612,546109.4621932472,0,0,0,0,0,0,0개,없음,0.0
1293.0,191018.0803500342,546589.7642523375,15,2,7,0,0,6,15개,상업,46.7
1294.0,191711.78740090944,546168.3837597078,0,0,0,0,0,0,0개,없음,0.0
1295.0,191713.24639172587,546145.2797187737,0,0,0,0,0,0,0개,없음,0.0
1296.0,191432.91222651012,546621.3424444875,28,9,12,0,1,6,28개,상업,42.9
1297.0,191645.81619900573,546273.0553384637,17,3,6,1,0,7,17개,기타,41.2
1298.0,190821.2067215819,547023.1853202587,24,11,10,0,2,1,24개,주택,45.8
1299.0,191962.0604837509,546214.1424371928,17,7,6,0,0,4,17개,주택,41.2
1300.0,192932.88735992307,544584.0745141683,22,14,4,0,0,4,22개,주택,63.6
1301.0,192820.37327335594,545792.358113978,52,46,1,0,0,5,52개,주택,88.5
1302.0,191807.84278672948,546170.0514998146,5,1,2,0,0,2,5개,상업,40.0
1303.0,191416.4088075177,546491.5779263321,9,0,0,0,0,9,9개,기타,100.0
1304.0,191564.51814571756,542947.77006931,8,3,0,1,2,2,8개,주택,37.5
1305.0,190366.10187899994,545707.5545689999,0,0,0,0,0,0,0개,없음,0.0
1306.0,192142.76126976724,545452.3599845066,20,4,9,0,1,6,20개,상업,45.0
1307.0,191859.42980844635,543781.4472840999,4,2,0,0,0,2,4개,주택,50.0
1308.0,191843.40819577686,546495.4020155456,30,1,9,6,1,13,30개,기타,43.3
1309.0,191407.42871193163,542915.2384893994,5,0,2,0,0,3,5개,기타,60.0
1310.0,191885.84558676556,546144.8833665053,15,5,8,0,0,2,15개,상업,53.3
1311.0,191456.06068115283,543501.1773928449,13,6,3,0,0,4,13개,주택,46.2
1312.0,191932.3874546864,546196.9560869193,21,9,8,0,0,4,21개,주택,42.9
1313.0,191822.1268759605,546250.2773218593,1,0,1,0,0,0,1개,상업,100.0
1314.0,192277.65762388593,546153.5321082361,11,6,0,1,0,4,11개,주택,54.5
1315.0,191838.78235358532,544187.6307140421,24,14,7,0,0,3,24개,주택,58.3
1316.0,191880.69963559604,544916.912214432,0,0,0,0,0,0,0개,없음,0.0
1317.0,191976.08070953804,544980.4585916557,0,0,0,0,0,0,0개,없음,0.0
1318.0,190936.78550978476,547138.9532861946,49,30,17,1,0,1,49개,주택,61.2
1319.0,191973.52931055208,546219.7517031322,14,4,6,0,0,4,14개,상업,42.9
1320.0,191343.66270242698,546477.3718902094,10,0,0,0,1,9,10개,기타,90.0
1321.0,192188.52588105694,545863.585747259,65,47,3,0,0,15,65개,주택,72.3
1322.0,191828.3054306237,546162.9844127251,8,1,5,0,0,2,8개,상업,62.5
1323.0,191832.08751965212,546184.3555457018,4,1,1,0,0,2,4개,기타,50.0
1324.0,191529.40549176768,543073.9349011591,18,2,6,0,0,10,18개,기타,55.6
1325.0,191553.15999646098,543017.977832154,14,0,5,0,0,9,14개,기타,64.3
1326.0,191867.80289489284,546236.821970936,1,0,1,0,0,0,1개,상업,100.0
1327.0,191815.12760407108,546186.8728184412,3,1,0,0,0,2,3개,기타,66.7
1328.0,191721.02878523857,543198.252192985,3,0,1,0,1,1,3개,상업,33.3
1329.0,190797.05239051353,546633.2825240981,3,0,0,0,1,2,3개,기타,66.7
1330.0,190760.17938370255,546614.0443314323,3,0,0,0,1,2,3개,기타,66.7
1331.0,191857.4178436743,544032.7468463986,5,1,3,0,0,1,5개,상업,60.0
1332.0,191740.14202304737,546094.5789044517,21,7,10,0,0,4,21개,상업,47.6
1333.0,191401.01922477293,546494.5058323328,9,0,0,0,0,9,9개,기타,100.0
1334.0,191184.80111648497,546615.6121210172,33,6,9,1,0,17,33개,기타,51.5
1335.0,191792.12659520961,546518.5805248178,15,1,5,4,1,4,15개,상업,33.3
1336.0,191817.58211368351,544192.9553706495,28,22,4,0,0,2,28개,주택,78.6
1337.0,192523.66314042988,545491.9752013313,24,20,0,0,0,4,24개,주택,83.3
1338.0,192866.85609724498,547341.3346886613,2,0,0,0,1,1,2개,사무,50.0
1339.0,191654.41998615142,546315.0955989682,16,0,7,0,0,9,16개,기타,56.2
1340.0,201159.11341516097,542803.7126144398,8,0,5,0,1,2,8개,상업,62.5
1341.0,201999.1328799611,544756.4672864057,5,2,3,0,0,0,5개,상업,60.0
1342.0,202817.23786702432,542707.4807562841,1,0,0,0,1,0,1개,사무,100.0
1343.0,202414.6077373584,543479.5139652926,5,1,1,0,0,3,5개,기타,60.0
1344.0,198407.17123399902,542856.5005235559,1,0,1,0,0,0,1개,상업,100.0
1345.0,202035.5800242865,544536.9612227337,4,3,0,0,0,1,4개,주택,75.0
1346.0,201134.56321602152,542700.0242561763,25,8,16,0,1,0,25개,상업,64.0
1347.0,198671.87673153242,543965.8675143083,18,5,5,0,0,8,18개,기타,44.4
1348.0,203351.41067860645,542432.7233514079,11,4,6,0,1,0,11개,상업,54.5
1349.0,201036.63186163647,542668.6497269011,7,0,3,0,3,1,7개,상업,42.9
1350.0,202536.35269000015,543330.3893440004,4,1,0,0,0,3,4개,기타,75.0
1351.0,201096.16653026108,542769.5525302399,12,0,7,0,4,1,12개,상업,58.3
1352.0,202827.2057262815,542635.9586482923,1,0,0,0,0,1,1개,기타,100.0
1353.0,202490.95113592912,543272.3393325241,5,1,1,0,0,3,5개,기타,60.0
1354.0,201117.16122564833,543347.2454336663,16,10,6,0,0,0,16개,주택,62.5
1355.0,198683.89927491042,543563.7026762808,17,13,0,0,0,4,17개,주택,76.5
1356.0,199502.54514153025,542621.2297862167,20,16,2,0,1,1,20개,주택,80.0
1357.0,202513.58905934507,542497.7649520941,5,0,0,0,0,5,5개,기타,100.0
1358.0,199197.96726260916,543239.6539701887,30,27,3,0,0,0,30개,주택,90.0
1359.0,201134.16776924918,542675.6561133177,23,8,14,0,0,1,23개,상업,60.9
1360.0,201168.6008366684,542768.4933939491,11,3,7,0,0,1,11개,상업,63.6
1361.0,199771.08212648032,544078.2419560432,7,6,1,0,0,0,7개,주택,85.7
1362.0,201552.11942574618,545972.287156027,27,15,11,0,0,1,27개,주택,55.6
1363.0,200250.44780479462,544683.2205061071,1,0,0,0,0,1,1개,기타,100.0
1364.0,202575.59562628338,543294.4746224021,3,1,0,0,0,2,3개,기타,66.7
1365.0,201151.0288227301,542683.6498043643,22,10,12,0,0,0,22개,상업,54.5
1366.0,198714.05366222243,543611.4590793861,25,23,1,0,0,1,25개,주택,92.0
1367.0,202108.43384670222,546160.6182404237,5,1,0,0,0,4,5개,기타,80.0
1368.0,203491.71635852742,544517.2442593551,10,0,8,0,1,1,10개,상업,80.0
1369.0,203432.38407755623,543386.1230214953,5,2,1,0,0,2,5개,주택,40.0
1370.0,202621.73750221523,543605.9814921757,6,1,1,1,3,0,6개,사무,50.0
1371.0,203716.93808570303,544579.034008592,4,1,0,0,0,3,4개,기타,75.0
1372.0,203376.74844496016,544292.6942427403,7,0,4,0,1,2,7개,상업,57.1
1373.0,202750.79513664034,544009.7132052557,11,1,8,0,0,2,11개,상업,72.7
1374.0,202740.50499999913,544005.76,9,0,6,0,0,3,9개,상업,66.7
1375.0,201604.24162098943,546494.6909706516,16,7,2,0,4,3,16개,주택,43.8
1376.0,203475.43959714813,544287.1167978654,11,3,6,0,1,1,11개,상업,54.5
1377.0,204324.263443033,545580.1875390002,0,0,0,0,0,0,0개,없음,0.0
1378.0,203169.2931984795,547241.3654711802,2,0,2,0,0,0,2개,상업,100.0
1379.0,203460.42354209922,544505.157316571,5,1,3,0,0,1,5개,상업,60.0
1380.0,204480.07196624466,544914.4453356353,14,1,6,0,5,2,14개,상업,42.9
1381.0,204608.13499999978,544745.0549999997,25,15,10,0,0,0,25개,주택,60.0
1382.0,202471.5362047011,546478.9449770177,18,6,12,0,0,0,18개,상업,66.7
1383.0,202522.7015205952,543890.5766779743,6,0,1,0,3,2,6개,사무,50.0
1384.0,204478.67497450887,544938.0895181411,12,0,4,0,5,3,12개,사무,41.7
1385.0,202687.2149999996,544878.7999999998,15,5,10,0,0,0,15개,상업,66.7
1386.0,202564.64805472427,544905.5294466359,16,6,8,0,0,2,16개,상업,50.0
1387.0,201622.8645155895,546564.9732700569,3,0,0,2,0,1,3개,숙박,66.7
1388.0,202747.06010455714,544198.3370580408,8,2,5,0,1,0,8개,상업,62.5
1389.0,203563.29731702444,544266.6098128082,16,10,2,0,1,3,16개,주택,62.5
1390.0,203475.8249999989,544490.505,7,2,5,0,0,0,7개,상업,71.4
1391.0,203499.1253485362,544302.1421478778,11,4,5,0,1,1,11개,상업,45.5
1392.0,202522.2842714137,543907.839722418,6,0,1,0,3,2,6개,사무,50.0
1393.0,202511.31614658528,543900.5893220128,8,0,2,0,3,3,8개,사무,37.5
1394.0,203222.79624822526,545181.4866451179,24,21,3,0,0,0,24개,주택,87.5
1395.0,203458.92484000252,546115.1792382393,8,4,4,0,0,0,8개,주택,50.0
1396.0,204802.92653661675,546693.1136997914,1,1,0,0,0,0,1개,주택,100.0
1397.0,204726.81596442396,544767.5001405055,19,16,3,0,0,0,19개,주택,84.2
1398.0,203823.33993433273,544653.8666917233,2,0,0,0,2,0,2개,사무,100.0
1399.0,203651.6690074777,544353.6842056768,13,11,2,0,0,0,13개,주택,84.6
1400.0,202451.74295827962,544092.8754964102,3,1,0,0,2,0,3개,사무,66.7
1401.0,203403.95803502502,544303.2581736658,8,0,5,0,2,1,8개,상업,62.5
1402.0,202708.42443743677,545478.9508545711,19,16,3,0,0,0,19개,주택,84.2
1403.0,203497.92499999952,544499.025,8,1,7,0,0,0,8개,상업,87.5
1404.0,203337.19623534536,544489.7008617524,3,0,0,0,1,2,3개,기타,66.7
1405.0,203049.7731865053,544765.332557322,19,11,7,0,1,0,19개,주택,57.9
1406.0,204625.66645760534,544668.9160703181,14,6,6,0,1,1,14개,주택,42.9
1407.0,205130.59167890105,545590.096837802,7,0,2,0,4,1,7개,사무,57.1
1408.0,203451.55082100257,544529.420299492,8,0,5,0,2,1,8개,상업,62.5
1409.0,204850.30298116748,546835.9314045026,14,6,6,0,0,2,14개,주택,42.9
1410.0,203390.3164962505,544298.0287116533,7,0,5,0,1,1,7개,상업,71.4
1411.0,202935.69229195532,544067.123960827,10,1,5,0,2,2,10개,상업,50.0
1412.0,203355.62596600348,544476.2902410096,4,0,0,0,0,4,4개,기타,100.0
1413.0,203391.01250921897,544277.0515682448,9,0,6,0,2,1,9개,상업,66.7
1414.0,203590.2353587739,545905.4256273997,11,5,6,0,0,0,11개,상업,54.5
1415.0,202216.49544587906,544777.2871802198,5,0,5,0,0,0,5개,상업,100.0
1416.0,205747.29411122203,546070.2680908801,10,0,5,0,3,2,10개,상업,50.0
1417.0,204579.59529023294,544698.3932661745,19,14,4,0,0,1,19개,주택,73.7
1418.0,204574.61611801197,544711.0237027291,20,17,2,0,0,1,20개,주택,85.0
1419.0,205121.6550000011,545138.6900000002,14,1,6,0,6,1,14개,상업,42.9
1420.0,202581.45337987776,543739.1682752632,7,0,2,0,4,1,7개,사무,57.1
1421.0,203653.8749418464,544379.9754196923,22,19,3,0,0,0,22개,주택,86.4
1422.0,203629.6082391715,544388.8853210927,19,17,2,0,0,0,19개,주택,89.5
1423.0,203992.23165645776,541630.0776248426,21,14,5,0,0,2,21개,주택,66.7
1424.0,203444.74400198794,544499.1004036558,6,1,4,0,0,1,6개,상업,66.7
1425.0,202235.26618265914,544811.2763331138,6,0,3,0,1,2,6개,상업,50.0
1426.0,205636.3674925108,545183.0352787684,0,0,0,0,0,0,0개,없음,0.0
1427.0,203757.96454121938,544700.323000452,11,1,2,4,4,0,11개,숙박,36.4
1428.0,203314.7365740856,544480.4460793936,1,0,0,0,0,1,1개,기타,100.0
1429.0,201658.41659086166,546639.566102925,2,0,2,0,0,0,2개,상업,100.0
1430.0,204272.80269809667,544535.3361415073,9,2,0,0,0,7,9개,기타,77.8
1431.0,201664.92981471162,546119.2026660641,14,1,13,0,0,0,14개,상업,92.9
1432.0,203456.62270819297,544279.7952516269,10,1,5,0,3,1,10개,상업,50.0
1433.0,203569.07413846327,544329.4688028877,12,9,3,0,0,0,12개,주택,75.0
1434.0,203435.0361563839,544314.984522756,10,1,5,0,3,1,10개,상업,50.0
1435.0,204708.1199999993,544971.3850000002,14,1,9,1,2,1,14개,상업,64.3
1436.0,203739.76155360002,543388.1622528873,1,0,0,0,0,1,1개,기타,100.0
1437.0,204523.04849002347,544905.6200007816,12,0,9,0,1,2,12개,상업,75.0
1438.0,204297.63,544788.7450000003,5,0,0,0,2,3,5개,기타,60.0
1439.0,203669.42034195835,544336.7018002828,12,9,3,0,0,0,12개,주택,75.0
1440.0,203240.35149435356,546046.6146046811,9,3,5,0,0,1,9개,상업,55.6
1441.0,202298.04878654194,546281.513141501,4,0,2,0,0,2,4개,상업,50.0
1442.0,203488.40729565555,543603.8196303378,5,0,3,0,2,0,5개,상업,60.0
1443.0,203062.81379026786,544148.9360581107,22,17,5,0,0,0,22개,주택,77.3
1444.0,205259.52755033557,545361.9370862077,2,0,0,0,1,1,2개,사무,50.0
1445.0,204518.44679350246,544942.6462352461,11,0,3,0,5,3,11개,사무,45.5
1446.0,203538.21796599217,544359.109028979,14,10,4,0,0,0,14개,주택,71.4
1447.0,203543.33749637703,544341.883320681,10,7,3,0,0,0,10개,주택,70.0
1448.0,204501.5392671228,544918.7711933991,12,1,6,0,3,2,12개,상업,50.0
1449.0,202818.07426007424,544012.6668461845,13,3,10,0,0,0,13개,상업,76.9
1450.0,204490.68359500085,544885.3904790002,16,2,11,0,1,2,16개,상업,68.8
1451.0,203435.08273946686,544522.8467858298,5,0,3,0,1,1,5개,상업,60.0
1452.0,203557.91297846552,544347.5528201262,12,9,3,0,0,0,12개,주택,75.0
1453.0,209723.6845442867,545996.9346290731,13,2,8,0,1,2,13개,상업,61.5
1454.0,209735.602813559,545979.0937972319,11,2,6,0,1,2,11개,상업,54.5
1455.0,209621.64173219728,545963.3261853515,20,5,14,0,0,1,20개,상업,70.0
1456.0,209740.9177830509,545965.3552315378,11,3,6,0,1,1,11개,상업,54.5
1457.0,209458.74253927873,545868.816724786,0,0,0,0,0,0,0개,없음,0.0
1458.0,207106.0322360982,545432.4840779097,30,16,8,0,0,6,30개,주택,53.3
1459.0,207349.39721182277,545448.505164039,25,18,7,0,0,0,25개,주택,72.0
1460.0,209548.4544697364,545913.8289608139,3,0,0,0,2,1,3개,사무,66.7
1461.0,212804.289399942,544028.5735039159,22,9,11,0,0,2,22개,상업,50.0
1462.0,210456.93212132694,543484.5956034312,3,1,2,0,0,0,3개,상업,66.7
1463.0,209459.37515842076,545838.6350258093,0,0,0,0,0,0,0개,없음,0.0
1464.0,209590.10868889766,545927.1869078986,15,3,7,0,2,3,15개,상업,46.7
1465.0,209542.74681330926,545930.621574388,4,0,0,0,3,1,4개,사무,75.0
1466.0,209623.15682148276,545904.4957963191,18,7,10,0,0,1,18개,상업,55.6
1467.0,209643.8408663052,545971.0492913253,20,4,16,0,0,0,20개,상업,80.0
1468.0,207374.46737086202,545447.3339896387,28,18,9,0,0,1,28개,주택,64.3
1469.0,209552.2836452935,545902.5386582206,4,0,0,0,2,2,4개,사무,50.0
1470.0,207390.26998907494,545446.594381277,35,23,10,0,0,2,35개,주택,65.7
1471.0,206985.0895051424,545404.0595942946,1,1,0,0,0,0,1개,주택,100.0
1472.0,210429.15711905397,543526.6488664988,2,0,1,0,0,1,2개,상업,50.0
1473.0,207306.43004459972,545450.5072406902,29,28,1,0,0,0,29개,주택,96.6
1474.0,209986.41845131095,545991.41860138,28,27,1,0,0,0,28개,주택,96.4
1475.0,210003.27532664072,545967.605009984,21,16,4,0,1,0,21개,주택,76.2
1476.0,207220.2298886022,545454.5389248849,28,20,6,0,0,2,28개,주택,71.4
1477.0,208503.19187765536,544807.6279417152,13,7,6,0,0,0,13개,주택,53.8
1478.0,212821.3064257763,544012.093250858,20,9,8,0,0,3,20개,주택,45.0
1479.0,209652.35503208393,545946.021936117,19,5,14,0,0,0,19개,상업,73.7
1480.0,207063.57391524766,545429.9157523749,19,8,3,0,0,8,19개,주택,42.1
1481.0,207068.77490328567,545402.4459445924,22,6,4,0,1,11,22개,기타,50.0
1482.0,207055.16119648947,545319.042683324,15,5,7,0,1,2,15개,상업,46.7
1483.0,212768.63996475626,544059.0871755874,34,23,11,0,0,0,34개,주택,67.6
1484.0,209586.31030576534,545938.3599656811,13,1,8,0,2,2,13개,상업,61.5
1485.0,209656.3608626747,545934.2104222367,22,7,15,0,0,0,22개,상업,68.2
1486.0,209648.10219942048,545958.5382172199,20,5,15,0,0,0,20개,상업,75.0
1487.0,209868.0808091293,545956.5372346587,26,23,3,0,0,0,26개,주택,88.5
1488.0,209736.16906059018,546018.3872858082,15,8,5,0,0,2,15개,주택,53.3
1489.0,207148.37468808758,545418.5621209282,22,15,6,0,0,1,22개,주택,68.2
1490.0,207208.0574919247,545455.1038050301,29,21,6,0,0,2,29개,주택,72.4
1491.0,209613.79886310088,545932.0597579615,21,7,11,0,1,2,21개,상업,52.4
1492.0,208546.05044395517,544818.1338180343,12,3,9,0,0,0,12개,상업,75.0
1493.0,210037.41926661957,545912.2530585959,9,1,4,0,2,2,9개,상업,44.4
1494.0,209074.9008400747,545657.8093298397,0,0,0,0,0,0,0개,없음,0.0
1495.0,207413.13016962045,545424.3331373387,43,35,7,0,0,1,43개,주택,81.4
1496.0,213646.07865134775,543682.1636652077,49,44,2,0,0,3,49개,주택,89.8
1497.0,209972.6948171628,545963.6282323359,27,25,2,0,0,0,27개,주택,92.6
1498.0,209500.1052174371,545914.6257691758,0,0,0,0,0,0,0개,없음,0.0
1499.0,207203.87870399948,545431.920595287,25,18,5,0,0,2,25개,주택,72.0
1500.0,209506.4313654283,545896.0118887465,1,0,0,0,0,1,1개,기타,100.0
1501.0,209907.97782407966,545979.2136434154,28,28,0,0,0,0,28개,주택,100.0
1502.0,207405.49522434827,545445.8922192522,36,22,12,0,0,2,36개,주택,61.1
