구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도
강서구,등촌동,회랑정,2016,3,0.0,0.0183491386681965,0.1122,0.04,37.55227847,126.85876146
강서구,방화동,오투게스트하우스,1996,14,92.9,0.0930904230660119,0.4095,0.85,37.56993891,126.80975676
강서구,방화동,허쉬 하우스,1997,42,92.9,0.0240975515790605,0.1394,1.0,37.56597516,126.80986873
강서구,화곡동,Romg Stay,2001,1,100.0,0.0210534091978323,0.1337,0.12,37.53609871,126.84446311
강서구,화곡동,여우와달,2001,23,95.7,0.0618754037180874,0.1337,1.0,37.53136306,126.84299363
강서구,공항동,수 코지 스테이(Soo Cozy Stay),2019,0,0.0,0.0098040000966208,0.1079,0.04,37.55607372,126.81018481
강서구,화곡동,혜성,2014,24,100.0,1.1737329191362178,0.115,0.25,37.53025651,126.84915527
강서구,화곡동,Damon's house,1997,33,90.9,1.167132235104866,0.1394,1.0,37.53877684,126.84538882
강서구,공항동,김포공항앞 아파트 복층,2003,32,84.4,0.5975906649987398,0.1308,0.85,37.55744321,126.81019144
강서구,방화동,그린하우스,2014,41,95.1,0.0,0.2464,1.0,37.56599278,126.80922156
강서구,공항동,사랑방스테이,2003,3,100.0,0.6348290101388586,0.1308,0.04,37.5564618,126.81033092
강서구,화곡동,라움하우스,2019,28,75.0,2.3004551667362207,0.1079,1.0,37.52895832,126.83947412
강서구,내발산동,코너스톤,2001,16,87.5,0.2533144289475731,0.1337,0.85,37.55150336,126.83540426
강서구,공항동,라인스테이,2022,0,0.0,0.3322409186014503,0.1036,0.04,37.55197601,126.81606209
강서구,등촌동,보아트래블홈(BoA travel home),2022,26,96.2,0.4418327522790392,0.1036,0.85,37.55100642,126.86207553
강서구,내발산동,Cornerstay in Ujangsan,1992,4,25.0,0.0,0.1465,1.0,37.54773545,126.83245197
강서구,화곡동,스테이 쿠,2022,32,93.8,0.5686930060865394,0.1036,0.85,37.54526889,126.84933816
강서구,방화동,Cozy Room(코지룸),1994,2,50.0,0.590493026499862,0.1436,0.18,37.57800431,126.81175896
강서구,마곡동,하니하우스,1999,4,25.0,0.0137933221323358,0.1365,0.7,37.57298497,126.83705281
강서구,화곡동,이도트라움,2018,28,92.9,0.1929036661244915,0.1094,0.55,37.53152766,126.84036272
강서구,화곡동,헤나스테이,2001,14,92.9,1.0326543208763124,0.1337,1.0,37.54322275,126.84327582
강서구,화곡동,미소스테이,1997,24,75.0,1.025049721491093,0.1394,0.25,37.53000695,126.86045249
강서구,등촌동,브리즈스테이,2020,28,92.9,0.9309968792638504,0.1065,1.0,37.53400674,126.86053431
강서구,공항동,스테이 하루담,2002,1,0.0,0.0,0.1322,0.45,37.55205856,126.818436
강서구,등촌동,서울로와 스테이,2021,20,80.0,0.7205461547480597,0.105,0.45,37.54988505,126.8632009
강서구,화곡동,Stay in Seoul,1997,10,70.0,3.035362068324759,0.1394,0.08,37.541487,126.83883889
강서구,공항동,The Nest Stay,2003,10,0.0,0.0,0.1308,0.04,37.55579463,126.8091062
강서구,공항동,공감나눔NO.1,1988,3,0.0,0.0386521544342791,0.4236,0.12,37.55246778,126.81324823
강서구,개화동,럭키비키하우스,2015,1,0.0,0.0,0.1136,0.85,37.57627585,126.79955228
강서구,방화동,연담스테이,1996,29,93.1,0.7052685410922901,0.1408,1.0,37.5695928,126.81207415
강서구,화곡동,스테이진25,2004,4,0.0,1.2618401866464846,0.1293,0.35,37.55093993,126.85140404
강서구,내발산동,브라보스테이,1997,18,44.4,0.5787368293822011,0.1394,0.85,37.55137651,126.83698207
강서구,화곡동,컴피화곡,2019,31,61.3,0.5925036547802578,0.1079,1.0,37.54176816,126.84198913
강서구,등촌동,솔온스테이,2014,9,88.9,1.2685113254635072,0.115,0.12,37.54933962,126.86374566
강서구,화곡동,행복감스테이,2008,27,100.0,0.8860508466844368,0.1237,1.0,37.53873628,126.84776428
강서구,화곡동,오동나무,1999,21,47.6,1.3755990720031428,0.1365,0.25,37.53049314,126.84675467
강서구,화곡동,Happy our sweet home,1996,33,93.9,1.622123071961416,0.1408,0.85,37.53483932,126.84746726
강서구,화곡동,인터하우징,2004,16,93.8,0.0,0.1293,0.04,37.52754144,126.85925797
강서구,내발산동,스텔라하우스,2000,7,85.7,0.0266682470821613,0.1351,0.85,37.55155149,126.83906045
강서구,공항동,마실(Masil),1990,3,33.3,0.0195128142235817,0.42,0.04,37.55422875,126.81068663
강서구,방화동,언니네,1975,48,60.4,1.0313600616589422,0.4465,1.0,37.56430943,126.81052498
강서구,개화동,RnR House,1983,6,0.0,0.0,0.4324,0.85,37.57692174,126.79978871
강서구,공항동,공항 STAY,1998,0,0.0,0.9270698661289822,0.138,0.04,37.55265579,126.8166372
강서구,내발산동,구름닮은집,1989,7,71.4,0.4552557726111799,0.5574,0.85,37.55446676,126.84093086
강서구,방화동,수스테이(SUE STAY),1985,50,84.0,0.0706175672139533,0.4289,0.85,37.56444657,126.81426873
강서구,내발산동,올래마곡,1982,20,50.0,0.5887871652357025,0.5708,0.85,37.55157537,126.83703698
강서구,화곡동,승희하우스,2022,20,95.0,0.0,0.1036,0.7,37.54097548,126.83259654
강서구,공항동,스테이솔라,1999,14,7.1,0.0,0.4042,0.04,37.55435617,126.81177149
강서구,화곡동,쏘스테이,2008,12,91.7,2.763236616669501,0.1237,0.25,37.52852779,126.84363309
강서구,화곡동,오르카 스테이 402,2019,17,82.4,1.0096648026516135,0.1079,1.0,37.52995082,126.8446145
강서구,화곡동,포우스테이,2011,14,85.7,0.8226812327518476,0.1194,0.85,37.54935107,126.84687287
강서구,공항동,스테이 현재,2000,2,0.0,0.8584946183691279,0.1351,0.04,37.5526725,126.81713059
강서구,화곡동,은율하우스,2021,28,92.9,1.2124474313169082,0.105,1.0,37.54607088,126.85137458
강서구,공항동,DADA STAY,2002,0,0.0,0.0,0.1322,0.04,37.55101942,126.81670052
강서구,내발산동,감성아지트,2018,10,80.0,0.150282203049338,0.1094,0.45,37.55272323,126.83614648
강서구,방화동,지구플레이스,2015,0,0.0,0.0706175672139533,0.1136,0.04,37.56466815,126.8064238
강서구,등촌동,스테이 미야,1997,4,0.0,0.0183491386681965,0.1394,1.0,37.55259612,126.8588205
강서구,등촌동,플랜트리,2002,0,0.0,0.0,0.1322,0.85,37.55583703,126.84481832
강서구,화곡동,화곡 Song.Stay,1997,18,94.4,0.4403118394383326,0.1394,0.08,37.54071243,126.8361979
강서구,화곡동,스테이진,2008,28,100.0,0.6271892127681479,0.1237,1.0,37.5332692,126.85360704
강서구,화곡동,달보드레126,2001,21,95.2,1.5434799446423029,0.1337,1.0,37.54300421,126.84195175
강서구,화곡동,컴포트하우스,1997,24,100.0,0.6384887680220812,0.1394,1.0,37.53992554,126.83681116
강서구,화곡동,Chill&Cozy,1997,24,70.8,1.8128128784258872,0.1394,1.0,37.54007381,126.83969047
강서구,공항동,Sarangbang Stay,2015,2,0.0,0.0,0.1136,0.04,37.55716239,126.80824554
강서구,화곡동,haus.grove(하우스 그로브),2003,24,95.8,0.9373441410719874,0.1308,1.0,37.53538056,126.83701841
강서구,화곡동,달온재,2001,14,92.9,1.5570241697500602,0.1337,1.0,37.54293876,126.84206514
마포구,도화동,스테이 결,1988,5,60.0,0.0535842461341063,0.4236,0.7,37.53886159,126.95187651
영등포구,(영등포동,kelly homestay,1999,1,0.0,1.7157735622501329,0.1365,0.85,37.52670733,126.90430217
영등포구,여의도동,63House,1971,2,0.0,1.7591832987934422,0.1766,0.25,37.51794347,126.936319
영등포구,신길동,보나,1999,10,70.0,1.1014941350429983,0.1365,0.7,37.51294457,126.91770361
영등포구,신길동,Lodge 82,1978,47,95.7,0.8979415932059586,0.4412,0.7,37.51177423,126.920266
영등포구,신길동,도담스테이,1993,1,0.0,0.3352346127008629,0.4148,0.7,37.49699241,126.91055821
영등포구,(당산동,스테이 로라,2004,3,66.7,0.4103550934023561,0.1293,0.25,37.52027213,126.89669033
영등포구,(당산동,소울 스테이 아틀리에 영등포,1991,44,90.9,1.2237754316221157,0.148,0.85,37.52351734,126.89685061
영등포구,신길동,슈롱하우스,2022,0,0.0,0.1522936690800455,0.1036,0.7,37.50431016,126.90899133
영등포구,(당산동,휴휴휴스테이,1996,2,50.0,1.160389648364353,0.1408,0.7,37.52002329,126.89933442
영등포구,(양평동,호미그라운드 선유도점,1993,15,53.3,1.0506989329722125,0.1451,0.7,37.53466489,126.89746322
영등포구,신길동,웨스트 서울 모던스테이,1991,6,83.3,0.0,0.4183,0.08,37.49441931,126.91457753
영등포구,(당산동,성심행,1989,22,100.0,2.94996385509841,0.5574,0.12,37.52664465,126.89686776
영등포구,신길동,쿠쉬 스테이,1978,5,0.0,0.0,0.4412,0.85,37.50595821,126.92040024
영등포구,신길동,쉼길,1993,49,59.2,1.3808684118338934,0.4148,0.85,37.51229516,126.91542044
영등포구,(당산동,YDP STAY,1991,42,90.5,0.9528554009693202,0.4183,1.0,37.52275078,126.89655459
영등포구,(영등포동,소피아하우스,2006,17,47.1,2.298974980769946,0.1265,0.85,37.51792672,126.90698615
영등포구,도림동,지니 숙박,1989,29,100.0,3.6375861597263857,0.4218,0.18,37.50592267,126.9023018
영등포구,신길동,유어진,1971,2,50.0,0.203029187121444,0.4535,0.7,37.49661929,126.9112242
영등포구,(양평동,로그인 양평,2002,7,57.1,1.771630701797441,0.1322,0.7,37.52238808,126.88366725
영등포구,(당산동,호미 그라운드,1959,5,0.0,0.0361050046421162,0.8961,0.35,37.51946405,126.89612643
영등포구,(당산동,다온 영등포,2007,5,40.0,0.252131088187462,0.1251,0.12,37.5207155,126.89580802
영등포구,(양평동,YR HOUSE,1989,32,71.9,1.3048013268687078,0.4218,0.12,37.53772987,126.89417014
영등포구,(당산동,오롯이휴 당산,1995,2,100.0,2.5494451709255714,0.4113,0.7,37.53063018,126.90020111
영등포구,(당산동,당산재,1990,4,25.0,0.1177830356563834,0.5554,0.25,37.51991684,126.89592424
영등포구,(당산동,안온(anon),1992,5,40.0,0.0640788566845224,0.1465,0.25,37.52047952,126.89610854
영등포구,도림동,Son,2006,3,66.7,0.5596157879354227,0.3919,0.18,37.50577721,126.90029354
영등포구,(당산동,서울우드 포근채,1990,1,100.0,0.0168071183163812,0.42,0.7,37.53343206,126.89932036
영등포구,(당산동,소담스테이,2022,4,100.0,0.1177830356563834,0.1036,0.35,37.51921779,126.89735137
영등포구,신길동,오늘스테이,1967,3,0.0,0.129736321655971,0.4606,0.08,37.49701707,126.91341181
영등포구,(당산동,사계절 하우스,1996,2,100.0,2.501435951739211,0.4095,0.7,37.53082118,126.90021787
영등포구,신길동,미카 BNB,1997,45,93.3,0.8209805520698302,0.1394,0.85,37.50963183,126.91315081
영등포구,(당산동,느릿스테이,1988,4,25.0,0.736319352425154,0.1523,0.12,37.52065164,126.89905552
영등포구,(양평동,스테이 공간,1994,6,50.0,0.6021754023542185,0.413,0.7,37.52221346,126.8831171
영등포구,영등포동,미케하우스,1994,15,86.7,1.33500106673234,0.413,0.85,37.51093449,126.90516044
영등포구,대림동,대림 코지아,1987,46,100.0,0.6117212101423798,0.6971,1.0,37.48906457,126.90107284
영등포구,영등포동,아라 하우스,1993,29,93.1,1.052219249098399,0.4148,0.85,37.51010354,126.90864067
영등포구,도림동,체리티,1992,5,20.0,2.1400661634962708,0.4165,0.85,37.50578482,126.89801989
영등포구,(영등포동,부띠끄 영등포,1995,40,72.5,1.3671350911814126,0.1422,0.7,37.51868022,126.9021933
영등포구,신길동,신길당,2003,37,73.0,1.9347160023121608,0.1308,0.7,37.51407405,126.91493413
영등포구,신길동,페퍼하우스,2020,7,71.4,0.0171678036223654,0.1065,0.7,37.50834849,126.91546077
영등포구,(양평동,모먼트 서울(Moment Seoul),1991,15,20.0,2.114633683188021,0.4183,0.7,37.53489754,126.89558688
영등포구,도림동,스테이 수,2003,20,40.0,4.252060308213856,0.1308,0.7,37.50792055,126.89704264
영등포구,(당산동,홍만스 홈,1993,10,80.0,1.0699570329077337,0.4148,0.85,37.52998346,126.90499028
영등포구,선유동,킴스하우스,1993,10,30.0,1.1799579281220622,0.4148,0.85,37.52002909,126.89121397
영등포구,(양평동,서울집 선유,1999,20,30.0,1.49033822089297,0.1365,0.7,37.53494527,126.89607619
영등포구,(양평동,유어홈,2006,6,50.0,0.8817840364583729,0.1265,0.7,37.53428972,126.89546253
영등포구,(당산동,당삼만실,1996,50,82.0,1.4513715302640218,0.1408,1.0,37.52205367,126.89656237
영등포구,(당산동,한리버파크 비앤스테이,1976,2,100.0,0.0333364202675918,0.1694,0.12,37.5321911,126.90283856
영등포구,도림동,정담,1988,28,67.9,3.485078865642857,0.4236,0.18,37.50493209,126.89749191
영등포구,(양평동,선앤유1002,2025,3,33.3,0.4895482253187058,0.1,0.08,37.53359476,126.89576702
영등포구,영등포동,더서울하우스,1966,33,97.0,1.0324724861635646,0.4623,0.85,37.50998471,126.90776686
영등포구,(당산동,이가빌 BNB,2001,18,33.3,4.474341903584354,0.1337,0.7,37.52622906,126.89880353
영등포구,신길동,글랜하우스,2022,7,28.6,0.316484063355487,0.1036,0.35,37.50517759,126.91593057
영등포구,신길동,바오 스테이,2021,4,50.0,0.7781724595779457,0.105,0.18,37.50031817,126.90696561
영등포구,도림동,메종 블랑 서울(Maison Blanc Seoul),1991,46,97.8,2.3632097148104805,0.4183,1.0,37.50597544,126.90340006
영등포구,신길동,봄봄스테이 여의도,2015,50,88.0,0.5810298824392391,0.376,0.85,37.51154539,126.91934471
영등포구,(당산동,당산스테이,2025,5,40.0,0.3705488430019365,0.1,0.12,37.5207481,126.89843254
영등포구,신길동,스카이 게스트하우스,1984,34,79.4,1.140991511636971,0.4307,0.45,37.51029604,126.91169395
영등포구,대림동,Jinee House,1997,5,20.0,0.0,0.1394,1.0,37.48928255,126.89543504
영등포구,대림동,북스테이 북적북적,2022,12,75.0,1.8236315801481555,0.1036,0.0,37.48987675,126.90697731
영등포구,신길동,파사드하우스,2022,5,0.0,0.0,0.1036,0.08,37.49540574,126.91696859
영등포구,신길동,a.Hidden House,1998,72,61.1,1.338639915414386,0.138,0.85,37.51202771,126.91372908
영등포구,신길동,ynny stay,1997,18,83.3,2.2460376460281504,0.5419,0.85,37.51236004,126.92204821
영등포구,(당산동,Yeongdeungpo Cozy Stay,1997,31,58.1,0.6857670732623228,0.1394,0.35,37.51865166,126.89892929
영등포구,신길동,stay 올랑올랑,1989,0,0.0,0.5712974455210083,0.4218,0.7,37.50278421,126.90708836
영등포구,신길동,다니숲 스테이,1991,42,95.2,1.0752535623904813,0.4183,0.7,37.51225752,126.91977811
영등포구,신길동,오르빗스테이,1997,1,0.0,0.075035185942914,0.4077,0.25,37.49473621,126.90681195
영등포구,대림동,staygyogyo,2022,46,95.7,0.1815313552514537,0.1036,1.0,37.49019949,126.89769804
영등포구,대림동,cozy(코지),1996,6,33.3,0.8405043559988056,0.4095,0.85,37.48651284,126.90338114
서초구,서초동,서초맘 게스트하우스,2006,0,0.0,1.5568474327563382,0.1265,0.12,37.48340679,127.00654265
서초구,방배동,로뎀,1989,16,0.0,0.0158733491562901,0.4218,1.0,37.47311165,126.99390485
서초구,방배동,로얄 홈스테이,2005,30,3.3,0.0,0.1279,1.0,37.47229702,126.98968065
서초구,양재동,스타인 서울,1995,10,80.0,2.1400661634962708,0.4113,0.85,37.47099934,127.03930909
서초구,반포동,더웨이홈(The Way Home),1988,5,80.0,0.1751451528235117,0.4236,0.25,37.50260728,127.02178587
서초구,서초동,초이스,2005,13,84.6,1.5230532982352798,0.1279,0.12,37.48304857,127.0070971
서초구,양재동,알하우스,1990,10,70.0,1.8310988837880875,0.1494,0.85,37.47123375,127.04094861
서초구,양재동,양재블루,2011,4,100.0,1.788668276658382,0.1194,1.0,37.46216111,127.03386836
서초구,방배동,서초그린해피하우스,2010,4,25.0,0.6312717768418579,0.1208,0.12,37.48115716,126.99753467
서초구,잠원동,KW신사,1993,12,83.3,0.758529939822797,0.1451,0.12,37.50990054,127.01787339
서초구,반포동,강남교보하우스,2001,4,25.0,0.0577083176206467,0.1337,0.04,37.50180565,127.02025256
서초구,반포동,엘스테이,2007,3,33.3,0.0196084713883763,0.1251,0.25,37.50213292,127.02127594
서초구,서초동,우담바라 게스트하우스,2010,16,68.8,1.0306744550845437,0.1208,0.55,37.49389433,127.0164251
서초구,방배동,Suho's stay,2014,33,100.0,0.0,0.115,0.85,37.48470672,126.98919609
서초구,서초동,해치스테이,1978,13,61.5,1.2562754413725086,0.4412,0.12,37.490188,127.0141662
서초구,잠원동,스틸 신사,1993,1,0.0,0.0,0.1451,0.12,37.51096302,127.01518118
서초구,방배동,모라하우스,2016,27,63.0,1.1065804583172865,0.1122,0.85,37.48457925,126.98554291
서초구,반포동,달고나 스위트,2004,0,0.0,0.9570335153365052,0.1293,0.04,37.50328188,127.01902705
서초구,양재동,지원하우스,2000,8,75.0,1.1758019273592395,0.1351,0.0,37.48037737,127.03842139
서초구,방배동,순꿈하우스,1988,13,100.0,0.6851150088626811,0.4236,0.12,37.48455785,126.99597423
서초구,잠원동,Choice Guesthouse(초이스 게스트하우스),2004,26,100.0,1.6756641976853914,0.1293,0.85,37.50860686,127.01897163
서초구,방배동,달빛채,1996,19,84.2,1.324418957401803,0.1408,0.35,37.48178547,126.99267254
서초구,잠원동,온스테이 잠원,1995,26,92.3,0.758529939822797,0.1422,0.35,37.51095866,127.01684587
서초구,방배동,메종 방배,1982,8,12.5,0.0,0.4342,1.0,37.47918098,126.99443808
서초구,반포동,Say house,2001,28,96.4,2.174226531090576,0.1337,0.7,37.50522366,127.02115247
서초구,양재동,Sandy Blue House,1995,18,83.3,2.237552622723191,0.1422,0.7,37.48134607,127.03865603
서초구,반포동,서래마을 컴포트존:몽마르트 공원 인근 도심 속 숲 여행,2004,0,0.0,0.0,0.1293,1.0,37.49156267,126.99880382
서초구,방배동,Amy's Wine House,2020,17,94.1,0.8887139641039206,0.1065,0.7,37.49092806,126.99538262
서초구,방배동,헤이븐스테이,1983,33,97.0,0.0079681696491768,0.4324,0.7,37.47813135,126.99170244
서초구,반포동,더 문,2003,0,0.0,0.5943656360001616,0.1308,0.0,37.50437864,127.01802989
서초구,반포동,스테이 공유 논현,1994,4,75.0,0.0577083176206467,0.1436,0.04,37.50264458,127.01993452
서초구,방배동,온스테이인방배,1998,29,96.6,1.035317438295796,0.138,0.85,37.47819409,126.98669244
서초구,방배동,몰리앤코,1977,31,100.0,1.0715836162801904,0.443,0.85,37.48111882,126.98566293
서초구,반포동,알레드반포,1995,16,100.0,1.4663370687934272,0.1422,0.55,37.50435327,127.01905476
서초구,방배동,천지윤의 서재,2017,15,73.3,0.4027948795522855,0.1108,0.35,37.49287769,126.98982363
서초구,방배동,서진빌딩,2005,10,100.0,0.4446858212614457,0.1279,0.85,37.49285057,126.99372967
서초구,양재동,Sandy black house,1991,4,25.0,1.9379419794061368,0.4183,0.0,37.47899263,127.03821945
서초구,양재동,슬로우 포레스트,1993,17,100.0,0.3014753945841167,0.1451,0.7,37.46967317,127.04752915
서초구,반포동,더캡슐 반포,1980,1,0.0,0.0,0.4377,0.0,37.50139648,127.01904817
서초구,우면동,까사드록,2022,6,50.0,0.4125322753312568,0.1036,0.35,37.47046022,127.02450214
서초구,반포동,제이스테이,2004,18,94.4,0.4196652374872793,0.1293,0.04,37.50274922,127.02234287
서초구,우면동,행복스테이,2018,3,66.7,0.1201443118420632,0.1094,0.18,37.47011272,127.02442657
서초구,서초동,날아오름 스테이,2003,6,0.0,0.0758657507747134,0.1308,0.12,37.49072234,127.01465121
서초구,방배동,행복드림,1993,14,57.1,0.3133498192003587,0.4148,0.12,37.48366818,126.99589248
서초구,서초동,Salt House,1987,9,77.8,0.6295933960849136,0.4254,0.7,37.48652635,127.00918306
서초구,방배동,스마일 방배 도미토리,1992,29,100.0,0.8171331603409365,0.4165,0.85,37.47958025,126.98497065
서초구,서초동,다올(DAOL STAY),1994,5,40.0,0.4456957948354932,0.413,0.04,37.48700314,127.01013857
성동구,성동,아이필앳홈,1987,6,83.3,1.0628942060660302,0.4254,0.12,37.54760491,127.04795232
종로구,평창동,Cozy House,2004,0,0.0,0.0,0.1293,1.0,37.60187469,126.96661108
강남구,논현동,정호하우스,2003,28,100.0,1.0129434941133115,0.1308,0.85,37.5090821,127.02582967
강남구,논현동,창범하우스,1995,7,57.1,1.5316095001664756,0.4113,0.85,37.51523852,127.03611427
강남구,삼성동,어퍼하우스,1997,6,0.0,0.5985312041850962,0.1394,0.7,37.51043084,127.04562003
강남구,신사동,문석하우스,2018,6,33.3,2.0632215978130723,0.1094,0.0,37.51781045,127.02488407
강남구,역삼동,엠티티 도미토리,1991,15,73.3,0.7476353658440151,0.148,0.85,37.49295383,127.03436374
강남구,역삼동,여운,1996,7,28.6,1.7930919144618336,0.1408,0.0,37.4889495,127.03232512
강남구,신사동,핵스,2002,17,70.6,1.0016505808253118,0.1322,0.45,37.51918378,127.0291096
강남구,삼성동,강남하우스,2004,6,100.0,0.7731898882334818,0.1293,0.7,37.50922544,127.04458529
강남구,역삼동,지니 홈,2001,15,66.7,0.6851150088626811,0.1337,0.85,37.49985292,127.02731147
강남구,일원동,신비하우스,1987,1,0.0,0.1466034741918754,0.4254,0.18,37.48756492,127.08227436
강남구,논현동,르본하우스,1993,7,57.1,0.8953840470548414,0.4148,0.0,37.50522732,127.02446954
강남구,삼성동,하우스강남,1995,0,0.0,0.0,0.4113,0.45,37.50772316,127.05200133
강남구,삼성동,멜로우 파크사이드,2003,1,0.0,0.0,0.1308,0.18,37.5082253,127.04728433
강남구,역삼동,어반엑시트(Urban Exit),2004,4,0.0,1.988422143292668,0.1293,0.0,37.49935671,127.03312922
강남구,역삼동,카일룸 블랙 701,2024,12,91.7,1.9157454490090464,0.1011,0.85,37.50558602,127.03752985
강남구,논현동,윌라,1996,10,90.0,0.7529021110619605,0.4095,0.85,37.51586899,127.02852665
강남구,삼성동,더 헤이븐,2023,19,78.9,2.4191327980424364,0.1022,0.45,37.50335065,127.05122781
강남구,일원동,덕스하우스,1988,6,66.7,0.3513978868378886,0.4236,0.35,37.49144409,127.08115924
강남구,논현동,몽 하우스,1996,1,0.0,0.3805261597609123,0.1408,0.04,37.50862076,127.0389364
강남구,대치동,온유 스테이 Ⅲ,2004,16,100.0,0.3209077200801014,0.1293,0.7,37.49976088,127.05283185
강남구,신사동,더 헤세드 강남,1994,15,60.0,1.3346536032125136,0.1436,0.45,37.52016566,127.03122538
강남구,논현동,스테이 강남,2000,12,66.7,1.1277405615911331,0.1351,0.7,37.50668776,127.02991935
강남구,역삼동,스테이 라온,1997,14,78.6,0.7476353658440151,0.1394,0.85,37.49373646,127.0434077
강남구,역삼동,타쿠네 하우스,1997,20,80.0,1.2214197179296566,0.1394,0.25,37.49448236,127.03449672
강남구,삼성동,스테이 서울풀,1997,7,57.1,1.4337608983588144,0.1394,0.08,37.51209946,127.04936231
강남구,역삼동,강남스테이,2002,13,61.5,0.8484400649659807,0.1322,0.85,37.49340357,127.0411789
강남구,역삼동,강남스테이,1997,12,75.0,0.5376622777195503,0.1394,0.7,37.49033739,127.03581098
강남구,논현동,프리시 하우스,1996,6,33.3,1.0446362874663122,0.1408,0.0,37.51281808,127.02036698
강남구,도곡동,행복스테이,1991,23,91.3,3.614290597122864,0.4183,0.85,37.48370802,127.03762683
강남구,역삼동,라이언 스테이,1996,1,0.0,1.1403938226830648,0.1408,0.04,37.50507993,127.04148518
강남구,역삼동,강남 코지,2002,18,100.0,1.33500106673234,0.1322,0.85,37.50561615,127.04332484
강남구,역삼동,역삼 스테이,1996,16,93.8,2.0228711901914416,0.1408,0.45,37.50449677,127.04361221
강남구,역삼동,애플 스테이,1989,10,40.0,0.3364722366212129,0.4218,0.0,37.4920257,127.03110524
강남구,논현동,강남구 스테이,1995,14,85.7,0.5811968552230635,0.1422,0.85,37.51310491,127.0399731
강남구,역삼동,시연 스테이,1996,10,60.0,1.0094167098636386,0.1408,0.85,37.48881443,127.03274613
강남구,역삼동,디모라 강남,2011,6,33.3,0.1061601958283906,0.1194,0.7,37.49239084,127.03298882
강남구,대치동,퓨어하우스,1996,2,100.0,0.5054055562966515,0.1408,0.45,37.49544082,127.05496781
강남구,신사동,로데오 원 스테이,1994,2,0.0,1.7823645396665868,0.413,0.0,37.52074019,127.03116682
강남구,논현동,B.B House,1997,19,89.5,1.357560341804087,0.1394,0.7,37.51138335,127.020135
강남구,논현동,코지 스테이 신사,1997,10,50.0,0.837396789404492,0.1394,0.85,37.51460092,127.02425605
강남구,신사동,강남 인 하우스,2000,8,87.5,0.7678443237670619,0.1351,0.0,37.51506078,127.02016128
강남구,신사동,모레하우스,1996,14,71.4,0.9771094719091942,0.4095,0.85,37.522993,127.03424394
강남구,삼성동,고래별,1995,0,0.0,0.0137933221323358,0.1422,0.45,37.50851652,127.05075837
강남구,삼성동,업 인 디 에어,2003,0,0.0,0.0,0.1308,0.0,37.51213515,127.0596223
강남구,역삼동,힐링스테이 인 역삼,1997,11,54.5,0.8952713646500796,0.1394,0.85,37.49294738,127.04385039
강남구,논현동,레드 비 하우스,2000,19,100.0,3.0584989056258443,0.1351,0.85,37.50644002,127.0272716
강남구,논현동,반 스테이,2009,7,14.3,0.7005091770010144,0.1222,0.85,37.51570214,127.03724037
강남구,논현동,버즈게스트하우스,1999,12,66.7,0.6348290101388586,0.1365,0.12,37.5079169,127.03381868
강남구,논현동,강남스타일 빌리지,1991,10,60.0,1.706984729270138,0.148,0.7,37.50555946,127.02461441
강남구,논현동,스테이 지수,1991,4,100.0,0.5475802444240785,0.148,0.0,37.5047485,127.02440713
강남구,논현동,메종 184 강남,1995,13,76.9,1.1622267376623028,0.1422,0.0,37.50371116,127.02540894
강남구,논현동,머뭄,1997,2,0.0,0.3035651186247839,0.1394,0.08,37.50627772,127.0312039
강남구,논현동,조브스테이,2003,7,85.7,0.8709429118956958,0.1308,0.12,37.50863018,127.03316025
강남구,청담동,헥사 스테이 청담,1995,9,100.0,0.1606823816904734,0.4113,0.85,37.51835146,127.04522728
강남구,역삼동,우리하우스,2025,7,71.4,1.8449842304653528,0.1,0.45,37.50410281,127.04427545
강남구,신사동,더 그레이스,1993,8,62.5,1.808667425877756,0.4148,0.0,37.51954018,127.02860776
강남구,삼성동,삼성 코지 스테이,1996,0,0.0,0.0,0.4095,0.7,37.50946391,127.0472064
강남구,대치동,스테이인대치,1996,11,72.7,1.000896816062535,0.1408,0.85,37.49757216,127.05523735
강남구,역삼동,포그네 스테이,1997,15,86.7,1.1829534371018604,0.1394,0.7,37.50425687,127.03824516
강남구,일원동,제이스테이,1987,19,89.5,1.0068047394149868,0.4254,0.35,37.49133577,127.08174129
강남구,도곡동,스테이럭스702,2004,14,85.7,2.4203681286504293,0.1293,1.0,37.48702457,127.03403858
강남구,역삼동,서울스테이2,2002,0,0.0,1.4080558529014031,0.1322,0.04,37.50389942,127.0423471
강남구,역삼동,헥사 스테이 역삼,1991,3,0.0,1.4996230464268938,0.4183,0.0,37.49957541,127.03254024
강남구,논현동,안느스테이,1993,10,70.0,1.088711217685398,0.1451,0.7,37.50478463,127.02905821
강남구,역삼동,행복한 하루,1996,8,37.5,2.085423613357384,0.1408,0.0,37.49933142,127.02686676
강남구,대치동,티토스테이,1986,20,90.0,1.2769218039721035,0.4272,0.85,37.50350866,127.06143575
강남구,논현동,슬로우 논현,1991,3,33.3,0.4201352978559581,0.148,0.7,37.50494989,127.02780572
강남구,삼성동,코엑스 케이 레지던스,1991,15,66.7,0.7731898882334818,0.4183,0.85,37.50890835,127.05479533
강남구,역삼동,역삼 게하,1993,0,0.0,1.294179072212085,0.1451,0.0,37.50255735,127.04170132
