그리드ID,주요구,주요법정동코드,주요법정동명,이상건물수,건축면적_연면적초과_건물수,건축면적x총층수_연면적초과_건물수,원래분자_합계,보정후분자_합계,분자감소량_합계,원래밀도기여도_합계,보정후밀도기여도_합계,밀도감소량_합계,최대_원래밀도기여도,최대_밀도감소량,최대기여_주소,최대기여_지번,최대기여_건물ID,최대기여_건물용도명,최대기여_연면적,최대기여_건축면적,최대기여_총층수,최대기여_원래밀도기여도,최대기여_밀도감소량,최대기여_이상유형
G50K_R0044_C0062,영등포구,1156013200,신길동,6,1,5,19896.24,6751.79,13144.45,0.397925,0.135036,0.262889,0.196,0.133382,서울특별시 영등포구 신길동,4942,2012192963804460025400000000,공동주택,3130.88,1400.0,7.0,0.196,0.133382,건축면적x총층수_연면적초과
G50K_R0061_C0113,성동구,1120011400,성수동1가,31,4,27,23962.68,10844.96,13117.72,0.479254,0.216899,0.262354,0.132656,0.072691,서울특별시 성동구 성수동1가,13-17,2003204482274497854600000000,공장,2998.23,1658.2,4.0,0.132656,0.072691,건축면적x총층수_연면적초과
G50K_R0042_C0063,영등포구,1156013200,신길동,21,5,16,24527.38,11453.0,13074.38,0.490548,0.22906,0.261488,0.231904,0.120248,서울특별시 영등포구 신길동,1300,1982193282674455777000000000,업무시설,5582.81,1449.4,8.0,0.231904,0.120248,건축면적x총층수_연면적초과
G50K_R0092_C0077,종로구,1111018200,구기동,5,3,2,17935.21,4904.31,13030.9,0.358704,0.098086,0.260618,0.24704,0.172522,서울특별시 종로구 구기동,166,1997196384714567923700000000,공동주택,3725.89,3088.0,4.0,0.24704,0.172522,건축면적x총층수_연면적초과
G50K_R0079_C0081,종로구,1111010100,청운동,16,5,11,19843.77,6843.29,13000.48,0.396875,0.136866,0.26001,0.050728,0.038027,서울특별시 종로구 청운동,30-15,1978197153144539975800000000,제2종근린생활시설,472.23,791.2,3.0,0.047472,0.038027,건축면적_연면적초과
G50K_R0048_C0102,강남구,1168010700,신사동,9,0,9,25858.5,12893.21,12965.29,0.51717,0.257864,0.259306,0.109098,0.054779,서울특별시 강남구 신사동,550-8,1991202043284468639400000000,제2종근린생활시설,2715.96,606.1,9.0,0.109098,0.054779,건축면적x총층수_연면적초과
G50K_R0053_C0081,용산구,1117012200,문배동,3,3,0,15307.0,2365.66,12941.34,0.30614,0.047313,0.258827,0.118624,0.10934,서울특별시 용산구 문배동,30-11,0000197242344481032300000000,공장,464.2,5931.2,1.0,0.118624,0.10934,건축면적_연면적초과
G50K_R0060_C0117,성동구,1120011800,송정동,12,2,10,18257.42,5387.45,12869.97,0.365148,0.107749,0.257399,0.16632,0.142201,서울특별시 성동구 송정동,81-5,1993205206814496043600000000,제1종근린생활시설,1205.94,2772.0,3.0,0.16632,0.142201,건축면적_연면적초과
G50K_R0014_C0128,서초구,1165010900,내곡동,6,6,0,13177.0,307.51,12869.49,0.26354,0.00615,0.25739,0.15364,0.14798,서울특별시 서초구 내곡동,12-551,2003207808014392601700000000,교육연구시설,283.0,7682.0,1.0,0.15364,0.14798,건축면적_연면적초과
G50K_R0073_C0091,종로구,1111015900,원남동,16,2,14,26343.27,13540.81,12802.46,0.526865,0.270816,0.256049,0.182885,0.087501,서울특별시 종로구 원남동,194,0000199604744525896600000000,업무시설,4229.36,1229.2,7.0,0.172088,0.087501,건축면적x총층수_연면적초과
G50K_R0032_C0141,송파구,1171010700,가락동,22,1,21,23926.0,11137.56,12788.44,0.47852,0.222751,0.255769,0.068352,0.035952,서울특별시 송파구 가락동,112-9,1988210686974435058100000000,제1종근린생활시설,1620.0,569.6,6.0,0.068352,0.035952,건축면적x총층수_연면적초과
G50K_R0057_C0066,마포구,1144011300,구수동,2,0,2,18287.34,5548.83,12738.51,0.365747,0.110977,0.25477,0.352272,0.247838,서울특별시 마포구 신정동,74-1,1998193868004489734700000000,공동주택,5221.72,1467.8,12.0,0.352272,0.247838,건축면적x총층수_연면적초과
G50K_R0051_C0139,송파구,1171010300,풍납동,29,0,29,24408.1,11703.97,12704.13,0.488162,0.234079,0.254083,0.0513,0.03288,서울특별시 송파구 풍납동,411,2017210324784476065300000000,공동주택,920.99,427.5,6.0,0.0513,0.03288,건축면적x총층수_연면적초과
G50K_R0034_C0124,강남구,1168010300,개포동,1,1,0,13568.3,885.91,12682.39,0.271366,0.017718,0.253648,0.271366,0.253648,서울특별시 강남구 개포동,13-1,1997206904214437616300000000,운동시설,885.91,13568.3,1.0,0.271366,0.253648,건축면적_연면적초과
G50K_R0022_C0135,강남구,1168011300,율현동,28,25,3,18875.58,6294.05,12581.53,0.377512,0.125881,0.251631,0.01944,0.013979,서울특별시 강남구 율현동,298-13,1989209258544410959500000000,제1종근린생활시설,267.04,322.0,3.0,0.01932,0.013979,건축면적_연면적초과
G50K_R0027_C0133,강남구,1168011200,자곡동,24,23,1,18114.0,5623.72,12490.28,0.36228,0.112474,0.249806,0.0256,0.019525,서울특별시 강남구 자곡동,234-9,1989208927754421819000000000,단독주택,299.73,319.0,4.0,0.02552,0.019525,건축면적_연면적초과
G50K_R0063_C0082,용산구,1117010700,동자동,3,0,3,32064.8,19646.04,12418.76,0.641296,0.392921,0.248375,0.44991,0.18694,서울특별시 중구 남대문로5가,561,1969197594334502834500000000,업무시설,13148.49,2499.5,9.0,0.44991,0.18694,건축면적x총층수_연면적초과
G50K_R0063_C0075,마포구,1144010100,아현동,20,4,16,22959.95,10541.56,12418.39,0.459199,0.210831,0.248368,0.126037,0.065289,서울특별시 마포구 아현동,282-1,1980196008174503345600000000,교육연구시설,3037.41,1050.31,6.0,0.126037,0.065289,건축면적x총층수_연면적초과
G50K_R0035_C0094,서초구,1165010700,반포동,17,0,17,25304.56,12888.01,12416.55,0.506091,0.25776,0.248331,0.05748,0.02896,서울특별시 서초구 반포동,549-17,2013200108204439919500000000,공동주택,993.74,406.96,6.0,0.048835,0.02896,건축면적x총층수_연면적초과
G50K_R0023_C0115,강남구,1168010300,개포동,11,0,11,22405.72,10116.95,12288.77,0.448114,0.202339,0.245775,0.054752,0.031947,서울특별시 강남구 개포동,1164-27,2016204802744413746900000000,공동주택,659.27,376.1,6.0,0.045132,0.031947,건축면적x총층수_연면적초과
G50K_R0033_C0148,송파구,1171011300,거여동,3,2,1,15142.0,2861.12,12280.88,0.30284,0.057222,0.245618,0.21348,0.18648,서울특별시 송파구 거여동,21-1,2004212159554435116000000000,운동시설,1350.0,5337.0,2.0,0.21348,0.18648,건축면적_연면적초과
G50K_R0039_C0094,서초구,1165010600,잠원동,1,0,1,20040.84,7785.68,12255.16,0.400817,0.155714,0.245103,0.400817,0.245103,서울특별시 서초구 잠원동,75-19,1983200233064448764100000000,근린생활시설,7785.68,3340.14,6.0,0.400817,0.245103,건축면적x총층수_연면적초과
G50K_R0042_C0054,영등포구,1156011900,문래동1가,12,6,6,18823.6,6583.93,12239.67,0.376472,0.131679,0.244793,0.14484,0.127882,서울특별시 영등포구 영등포동,618-610,2018191131444455688700000000,운수시설,847.9,2414.0,3.0,0.14484,0.127882,건축면적_연면적초과
G50K_R0087_C0079,종로구,1111018300,평창동,6,2,4,18565.4,6392.68,12172.72,0.371308,0.127854,0.243454,0.1533,0.095248,서울특별시 종로구 평창동,274-7,1992196895694557624300000000,공동주택,2902.58,1533.0,5.0,0.1533,0.095248,건축면적x총층수_연면적초과
G50K_R0014_C0116,서초구,1165011000,염곡동,7,6,1,16445.84,4304.04,12141.8,0.328917,0.086081,0.242836,0.24108,0.181118,서울특별시 서초구 염곡동,216-1,2004205090524394482800000000,제2종근린생활시설,2998.1,2009.0,6.0,0.24108,0.181118,건축면적x총층수_연면적초과
G50K_R0035_C0054,영등포구,1156013300,대림동,34,1,33,22112.12,10103.53,12008.59,0.442242,0.202071,0.240172,0.059233,0.041296,서울특별시 영등포구 대림동,752-13,2023191220684439946000000000,공동주택,896.83,423.09,7.0,0.059233,0.041296,건축면적x총층수_연면적초과
G50K_R0050_C0140,송파구,1171010300,풍납동,12,0,12,22103.32,10097.24,12006.08,0.442066,0.201945,0.240122,0.143172,0.090349,서울특별시 송파구 풍납동,402-4,2004210395464473182400000000,운동시설,2641.15,1193.1,6.0,0.143172,0.090349,건축면적x총층수_연면적초과
G50K_R0061_C0114,성동구,1120011500,성수동2가,8,1,7,21664.53,9757.0,11907.53,0.433291,0.19514,0.238151,0.157488,0.099404,서울특별시 성동구 성수동2가,284-9,1989204548744497737300000000,업무시설,2684.02,1275.7,6.0,0.153084,0.099404,건축면적x총층수_연면적초과
G50K_R0026_C0134,강남구,1168011200,자곡동,15,13,2,16145.27,4248.614,11896.656,0.322905,0.084972,0.237933,0.04976,0.03413,서울특별시 강남구 자곡동,288,2004209017654419703700000000,제2종근린생활시설,781.49,622.0,4.0,0.04976,0.03413,건축면적x총층수_연면적초과
G50K_R0076_C0089,종로구,1111014900,원서동,36,5,31,23646.75,11752.97,11893.78,0.472935,0.235059,0.237876,0.076662,0.045883,서울특별시 종로구 원서동,70,2000198978494533280500000000,공동주택,1538.96,766.62,5.0,0.076662,0.045883,건축면적x총층수_연면적초과
G50K_R0070_C0104,성동구,1120010200,하왕십리동,6,2,4,22179.0,10307.82,11871.18,0.44358,0.206156,0.237424,0.15864,0.071979,서울특별시 성동구 하왕십리동,291-8,1993202378184519721500000000,업무시설,4333.05,661.0,12.0,0.15864,0.071979,건축면적x총층수_연면적초과
G50K_R0040_C0124,송파구,1171010100,잠실동,7,1,6,21743.3,9886.67,11856.63,0.434866,0.197733,0.237133,0.0925,0.059305,서울특별시 송파구 잠실동,197-7,1981206981454451981600000000,제2종근린생활시설,1659.74,925.0,5.0,0.0925,0.059305,건축면적x총층수_연면적초과
G50K_R0058_C0049,영등포구,1156013000,양평동6가,7,1,6,16741.7,4946.36,11795.34,0.334834,0.098927,0.235907,0.12768,0.097715,서울특별시 영등포구 양평동6가,95-4,2014190008824491759000000000,공동주택,1498.23,532.0,12.0,0.12768,0.097715,건축면적x총층수_연면적초과
G50K_R0044_C0096,서초구,1165010600,잠원동,1,1,0,14019.6,2302.39,11717.21,0.280392,0.046048,0.234344,0.280392,0.234344,서울특별시 서초구 잠원동,64-3,1988200709294459911200000000,제1종근린생활시설,2302.39,3504.9,4.0,0.280392,0.234344,건축면적_연면적초과
G50K_R0068_C0111,성동구,1120010500,마장동,23,3,20,21663.05,9959.16,11703.89,0.433261,0.199183,0.234078,0.15142,0.091632,서울특별시 성동구 마장동,778-5,2007204024534515140600000000,업무시설,2989.4,757.1,10.0,0.15142,0.091632,건축면적x총층수_연면적초과
G50K_R0053_C0083,용산구,1117012400,한강로1가,14,4,10,20496.46,8898.21,11598.25,0.409929,0.177964,0.231965,0.15522,0.105185,서울특별시 용산구 한강로1가,107,1978197697604480685000000000,업무시설,2501.77,1552.2,5.0,0.15522,0.105185,건축면적x총층수_연면적초과
G50K_R0024_C0145,송파구,1171010900,장지동,1,0,1,14865.0,3272.82,11592.18,0.2973,0.065456,0.231844,0.2973,0.231844,서울특별시 송파구 장지동,539-2,0000211645574415164900000000,제1종근린생활시설,3272.82,2973.0,5.0,0.2973,0.231844,건축면적x총층수_연면적초과
G50K_R0032_C0115,강남구,1168010600,대치동,3,1,2,18688.0,7158.68,11529.32,0.37376,0.143174,0.230586,0.237692,0.145607,서울특별시 강남구 대치동,645,1980204933584434827100000000,종교시설,4604.24,1697.8,7.0,0.237692,0.145607,건축면적x총층수_연면적초과
G50K_R0078_C0014,강서구,1150011000,개화동,24,24,0,15965.42,4521.21,11444.21,0.319308,0.090424,0.228884,0.03144,0.02574,서울특별시 강서구 개화동,336,2008182255704536688700000000,단독주택,285.02,393.0,4.0,0.03144,0.02574,건축면적_연면적초과
G50K_R0077_C0082,종로구,1111010400,효자동,19,6,13,19323.43,7880.0,11443.43,0.386469,0.1576,0.228869,0.10399,0.077121,서울특별시 종로구 궁정동,17-3,2004197407104535543000000000,단독주택,536.55,1464.2,3.0,0.087852,0.077121,건축면적_연면적초과
G50K_R0090_C0084,종로구,1111018300,평창동,5,0,5,20305.2,8890.98,11414.22,0.406104,0.17782,0.228284,0.182153,0.088612,서울특별시 종로구 평창동,66-72,1998197838044564115300000000,공동주택,4677.04,758.97,12.0,0.182153,0.088612,건축면적x총층수_연면적초과
G50K_R0064_C0074,마포구,1144010100,아현동,28,4,24,20810.82,9435.17,11375.65,0.416216,0.188703,0.227513,0.092184,0.061027,서울특별시 마포구 아현동,346-3,2021195763904505209200000000,업무시설,1557.86,384.1,12.0,0.092184,0.061027,건축면적x총층수_연면적초과
G50K_R0045_C0050,영등포구,1156012100,문래동3가,6,0,6,25704.4,14335.86,11368.54,0.514088,0.286717,0.227371,0.186156,0.087725,서울특별시 영등포구 문래동3가,77-13,2003190401344463416600000000,제1종근린생활시설,4921.53,1034.2,9.0,0.186156,0.087725,건축면적x총층수_연면적초과
G50K_R0047_C0048,영등포구,1156012600,양평동2가,2,0,2,27483.4,16141.84,11341.56,0.549668,0.322837,0.226831,0.535348,0.220508,서울특별시 영등포구 양평동2가,29-23,2009189785464467911000000000,제1종근린생활시설,15742.0,2433.4,11.0,0.535348,0.220508,건축면적x총층수_연면적초과
G50K_R0045_C0148,송파구,1171011100,방이동,1,0,1,18183.0,6881.0,11302.0,0.36366,0.13762,0.22604,0.36366,0.22604,서울특별시 송파구 방이동,89-5,1995212327984462053900000000,종교시설,6881.0,1653.0,11.0,0.36366,0.22604,건축면적x총층수_연면적초과
G50K_R0039_C0095,서초구,1165010600,잠원동,2,0,2,17108.34,5889.0,11219.34,0.342167,0.11778,0.224387,0.329916,0.218681,서울특별시 서초구 잠원동,69-2,1984200362184449258600000000,제1종근린생활시설,5561.74,2749.3,6.0,0.329916,0.218681,건축면적x총층수_연면적초과
G50K_R0032_C0149,송파구,1171011300,거여동,29,1,28,20651.94,9491.53,11160.41,0.413039,0.189831,0.223208,0.075136,0.033485,서울특별시 송파구 거여동,559-5,1996212570274434832100000000,의료시설,2082.53,469.6,8.0,0.075136,0.033485,건축면적x총층수_연면적초과
G50K_R0072_C0031,강서구,1150010400,가양동,3,3,0,12217.0,1212.08,11004.92,0.24434,0.024242,0.220098,0.14904,0.132512,서울특별시 강서구 가양동,1456-12,2002185976654522568600000000,자동차관련시설,826.4,1490.4,5.0,0.14904,0.132512,건축면적_연면적초과
G50K_R0063_C0120,성동구,1120011800,송정동,19,3,16,17384.18,6429.63,10954.55,0.347684,0.128593,0.219091,0.09184,0.061059,서울특별시 성동구 송정동,72-25,2004206094054503351300000000,공동주택,1539.04,574.0,8.0,0.09184,0.061059,건축면적x총층수_연면적초과
G50K_R0037_C0062,영등포구,1156013200,신길동,22,0,22,22214.9,11324.05,10890.85,0.444298,0.226481,0.217817,0.050162,0.027224,서울특별시 영등포구 신길동,681,1992192932724444428600000000,제1종근린생활시설,1146.91,358.3,7.0,0.050162,0.027224,건축면적x총층수_연면적초과
G50K_R0056_C0075,마포구,1144010400,도화동,37,1,36,22161.05,11305.88,10855.17,0.443221,0.226118,0.217103,0.083982,0.044859,서울특별시 마포구 도화동,2-43,2006195885744487147100000000,종교시설,1956.14,599.87,7.0,0.083982,0.044859,건축면적x총층수_연면적초과
G50K_R0063_C0022,강서구,1150010800,공항동,28,0,28,23160.1,12318.62,10841.48,0.463202,0.246372,0.21683,0.02015,0.010438,서울특별시 강서구 공항동,1358-4,2002183966024503453300000000,단독주택,472.1,198.8,5.0,0.01988,0.010438,건축면적x총층수_연면적초과
G50K_R0061_C0098,중구,1114016200,신당동,21,8,13,22294.7,11475.6,10819.1,0.445894,0.229512,0.216382,0.1553,0.062075,서울특별시 중구 신당동,844-5,2001201041054499568400000000,수련시설,4661.27,1553.0,5.0,0.1553,0.062075,건축면적x총층수_연면적초과
G50K_R0022_C0108,서초구,1165010200,양재동,12,4,8,20671.0,9869.21,10801.79,0.41342,0.197384,0.216036,0.095774,0.045385,서울특별시 서초구 양재동,315-1,2002203394554410516100000000,교육연구시설,2519.45,684.1,7.0,0.095774,0.045385,건축면적x총층수_연면적초과
G50K_R0019_C0140,강남구,1168011100,세곡동,7,6,1,13639.0,2961.98,10677.02,0.27278,0.05924,0.21354,0.09342,0.068593,서울특별시 강남구 세곡동,20-8,1995210465734404937700000000,제2종근린생활시설,1241.36,1557.0,3.0,0.09342,0.068593,건축면적_연면적초과
G50K_R0069_C0112,성동구,1120012200,용답동,81,0,81,23292.14,12623.67,10668.47,0.465843,0.252473,0.213369,0.04489,0.024982,서울특별시 성동구 용답동,133-3,1971204290394517458900000000,제1종근린생활시설,995.41,448.9,5.0,0.04489,0.024982,건축면적x총층수_연면적초과
G50K_R0032_C0153,송파구,1171011400,마천동,17,0,17,20413.65,9821.21,10592.44,0.408273,0.196424,0.211849,0.091746,0.051066,서울특별시 송파구 거여동,34-10,2004213279804434260200000000,공동주택,2033.99,509.7,9.0,0.091746,0.051066,건축면적x총층수_연면적초과
G50K_R0074_C0102,종로구,1111017500,숭인동,44,12,32,20433.27,9871.42,10561.85,0.408665,0.197428,0.211237,0.03968,0.026845,서울특별시 종로구 숭인동,688,1992201850164528299200000000,제1종근린생활시설,641.73,496.0,4.0,0.03968,0.026845,건축면적x총층수_연면적초과
G50K_R0049_C0032,강서구,1150010300,화곡동,20,6,14,18404.82,7915.03,10489.79,0.368096,0.158301,0.209796,0.040944,0.025763,서울특별시 강서구 화곡동,909-2,2006186283804473047900000000,공동주택,759.05,341.2,6.0,0.040944,0.025763,건축면적x총층수_연면적초과
G50K_R0007_C0115,서초구,1165010400,원지동,14,14,0,13630.0,3233.66,10396.34,0.2726,0.064673,0.207927,0.02574,0.020926,서울특별시 서초구 원지동,414-2,1985204907624379043200000000,제2종근린생활시설,240.68,429.0,3.0,0.02574,0.020926,건축면적_연면적초과
G50K_R0062_C0109,성동구,1120010700,행당동,1,1,0,11733.0,1355.58,10377.42,0.23466,0.027112,0.207548,0.23466,0.207548,서울특별시 성동구 행당동,389,1993203454054501227600000000,제1종근린생활시설,1355.58,3911.0,3.0,0.23466,0.207548,건축면적_연면적초과
G50K_R0063_C0102,성동구,1120010900,금호동1가,14,0,14,18454.7,8105.68,10349.02,0.369094,0.162114,0.20698,0.17456,0.115312,서울특별시 성동구 금호동1가,128-1,2003202006754504022900000000,제2종근린생활시설,2962.42,2182.0,4.0,0.17456,0.115312,건축면적x총층수_연면적초과
G50K_R0067_C0111,성동구,1120010500,마장동,49,4,45,19887.42,9543.43,10343.99,0.397748,0.190869,0.20688,0.03174,0.030749,서울특별시 성동구 마장동,382-1,1999203912414512248400000000,단독주택,49.56,1587.0,1.0,0.03174,0.030749,건축면적_연면적초과
G50K_R0066_C0104,성동구,1120010200,하왕십리동,63,1,62,21534.24,11220.08,10314.16,0.430685,0.224402,0.206283,0.02328,0.012584,서울특별시 성동구 하왕십리동,980-2,1989202480954508879300000000,단독주택,277.78,226.75,4.0,0.01814,0.012584,건축면적x총층수_연면적초과
G50K_R0094_C0084,종로구,1111018300,평창동,7,7,0,12612.0,2317.2,10294.8,0.25224,0.046344,0.205896,0.05196,0.042739,서울특별시 종로구 평창동,443-9,1998197844864571664000000000,단독주택,461.05,866.0,3.0,0.05196,0.042739,건축면적_연면적초과
G50K_R0073_C0080,종로구,1111011500,사직동,5,3,2,12968.52,2698.15,10270.37,0.25937,0.053963,0.205407,0.128872,0.109799,서울특별시 종로구 사직동,1-57,0000196956344525107400000000,제2종근린생활시설,953.63,1610.9,4.0,0.128872,0.109799,건축면적_연면적초과
G50K_R0071_C0106,성동구,1120010500,마장동,7,1,6,12215.9,1946.15,10269.75,0.244318,0.038923,0.205395,0.19936,0.184766,서울특별시 성동구 마장동,527-2,2005202951334520506600000000,노유자시설,729.72,2492.0,4.0,0.19936,0.184766,건축면적_연면적초과
G50K_R0059_C0087,용산구,1117010100,후암동,47,7,40,23337.18,13091.89,10245.29,0.466744,0.261838,0.204906,0.029832,0.015956,서울특별시 용산구 용산동2가,1-465,1997198610124493235800000000,제1종근린생활시설,693.8,372.9,4.0,0.029832,0.015956,건축면적x총층수_연면적초과
G50K_R0030_C0056,영등포구,1156013300,대림동,6,2,4,15808.6,5575.18,10233.42,0.316172,0.111504,0.204668,0.0841,0.049239,서울특별시 영등포구 대림동,988-44,1983191576324430459900000000,제2종근린생활시설,1743.05,841.0,5.0,0.0841,0.049239,건축면적x총층수_연면적초과
G50K_R0046_C0089,용산구,1117013300,서빙고동,7,2,5,15586.2,5431.86,10154.34,0.311724,0.108637,0.203087,0.093164,0.079079,서울특별시 용산구 서빙고동,235-89,1966199089594465302900000000,제2종근린생활시설,704.26,2329.1,2.0,0.093164,0.079079,건축면적_연면적초과
G50K_R0074_C0015,강서구,1150011000,개화동,25,23,2,15704.0,5579.58,10124.42,0.31408,0.111592,0.202488,0.04002,0.01912,서울특별시 강서구 개화동,552-4,1980182421814527653500000000,창고시설,1045.0,2001.0,1.0,0.04002,0.01912,건축면적_연면적초과
G50K_R0072_C0049,마포구,1144012700,상암동,1,0,1,17142.3,7039.04,10103.26,0.342846,0.140781,0.202065,0.342846,0.202065,서울특별시 마포구 상암동,1640,2007190208564524093100000000,교육연구시설,7039.04,2448.9,7.0,0.342846,0.202065,건축면적x총층수_연면적초과
G50K_R0019_C0136,강남구,1168011100,세곡동,12,10,2,13852.1,3768.69,10083.41,0.277042,0.075374,0.201668,0.0816,0.064881,서울특별시 강남구 세곡동,103-3,1998209587634404780700000000,제1종근린생활시설,835.97,2040.0,2.0,0.0816,0.064881,건축면적_연면적초과
G50K_R0075_C0097,종로구,1111017400,창신동,41,4,37,20188.72,10117.75,10070.97,0.403774,0.202355,0.201419,0.045696,0.022853,서울특별시 종로구 창신동,610-1,2004200757034529017000000000,공동주택,658.37,360.2,5.0,0.03602,0.022853,건축면적x총층수_연면적초과
G50K_R0075_C0015,강서구,1150011000,개화동,25,21,4,14621.35,4561.33,10060.02,0.292427,0.091227,0.2012,0.01602,0.012433,서울특별시 강서구 개화동,463-50,1984182468834529702700000000,단독주택,173.35,265.0,3.0,0.0159,0.012433,건축면적_연면적초과
G50K_R0016_C0122,서초구,1165010900,내곡동,14,12,2,14128.0,4092.59,10035.41,0.28256,0.081852,0.200708,0.02982,0.019976,서울특별시 서초구 내곡동,1-1969,2017206343164397398100000000,제2종근린생활시설,492.2,497.0,3.0,0.02982,0.019976,건축면적_연면적초과
G50K_R0020_C0135,강남구,1168011300,율현동,2,0,2,14512.0,4584.01,9927.99,0.29024,0.09168,0.19856,0.2459,0.174094,서울특별시 강남구 율현동,278-1,2003209390124407683400000000,업무시설,3590.32,2459.0,5.0,0.2459,0.174094,건축면적x총층수_연면적초과
G50K_R0025_C0122,강남구,1168011400,일원동,1,1,0,10000.0,108.76,9891.24,0.2,0.002175,0.197825,0.2,0.197825,서울특별시 강남구 일원동,52-13,1994206470514418351600000000,제1종근린생활시설,108.76,10000.0,1.0,0.2,0.197825,건축면적_연면적초과
G50K_R0074_C0100,종로구,1111017500,숭인동,36,4,32,20861.66,11073.79,9787.87,0.417233,0.221476,0.195757,0.08208,0.04888,서울특별시 종로구 숭인동,569,2000201606864528045700000000,공동주택,1659.98,513.0,8.0,0.08208,0.04888,건축면적x총층수_연면적초과
G50K_R0072_C0080,종로구,1111011500,사직동,27,3,24,18226.58,8454.85,9771.73,0.364532,0.169097,0.195435,0.106441,0.051297,서울특별시 종로구 사직동,208,1996197041564524207700000000,업무시설,2757.22,591.34,9.0,0.106441,0.051297,건축면적x총층수_연면적초과
G50K_R0071_C0094,종로구,1111016300,종로5가,42,6,36,29334.38,19574.43,9759.95,0.586688,0.391489,0.195199,0.069024,0.019787,서울특별시 종로구 효제동,245-3,1990200216254521567300000000,제2종근린생활시설,729.0,286.39,6.0,0.034367,0.019787,건축면적x총층수_연면적초과
G50K_R0021_C0087,서초구,1165010100,방배동,2,2,0,10365.0,642.57,9722.43,0.2073,0.012851,0.194449,0.18438,0.175344,서울특별시 서초구 방배동,2726,1994198594904408548700000000,제2종근린생활시설,451.8,3073.0,3.0,0.18438,0.175344,건축면적_연면적초과
G50K_R0038_C0143,송파구,1171011200,오금동,11,0,11,17921.1,8209.445,9711.655,0.358422,0.164189,0.194233,0.055404,0.028116,서울특별시 송파구 오금동,48-16,2006211211054446304300000000,제2종근린생활시설,1111.2,419.5,6.0,0.05034,0.028116,건축면적x총층수_연면적초과
G50K_R0013_C0120,서초구,1165010900,내곡동,12,10,2,14542.74,4870.86,9671.88,0.290855,0.097417,0.193438,0.073041,0.04644,서울특별시 서초구 내곡동,6-21,2009205918404392560000000000,공동주택,1330.03,913.01,4.0,0.073041,0.04644,건축면적x총층수_연면적초과
G50K_R0051_C0050,영등포구,1156012700,양평동3가,1,1,0,10328.0,670.8,9657.2,0.20656,0.013416,0.193144,0.20656,0.193144,서울특별시 영등포구 양평동3가,76-1,2001190439184476407300000000,제1종근린생활시설,670.8,10328.0,1.0,0.20656,0.193144,건축면적_연면적초과
G50K_R0032_C0093,서초구,1165010700,반포동,10,0,10,19137.0,9480.61,9656.39,0.38274,0.189612,0.193128,0.0732,0.040972,서울특별시 서초구 반포동,577-55,1991199963534434932000000000,공동주택,1611.38,915.0,4.0,0.0732,0.040972,건축면적x총층수_연면적초과
G50K_R0063_C0085,중구,1114012100,회현동1가,11,3,8,14853.3638,5231.5,9621.8638,0.297067,0.10463,0.192437,0.08548,0.063312,서울특별시 중구 회현동1가,100-62,1985198150364504287900000000,공동주택,1108.41,1068.5,4.0,0.08548,0.063312,건축면적x총층수_연면적초과
G50K_R0078_C0045,마포구,1144012700,상암동,3,0,3,22846.6,13233.34,9613.26,0.456932,0.264667,0.192265,0.26516,0.099696,서울특별시 마포구 상암동,1740,2012189319874536447600000000,제2종근린생활시설,8273.22,1894.0,7.0,0.26516,0.099696,건축면적x총층수_연면적초과
G50K_R0064_C0072,마포구,1144010900,염리동,24,3,21,20056.05,10464.1,9591.95,0.401121,0.209282,0.191839,0.04618,0.026183,서울특별시 마포구 염리동,8-50,2021195302594504711500000000,업무시설,999.86,230.9,10.0,0.04618,0.026183,건축면적x총층수_연면적초과
G50K_R0061_C0103,성동구,1120010900,금호동1가,16,0,16,19770.59,10186.64,9583.95,0.395412,0.203733,0.191679,0.148078,0.072976,서울특별시 성동구 금호동1가,1755,2002202202154499348200000000,업무시설,3755.1,1057.7,7.0,0.148078,0.072976,건축면적x총층수_연면적초과
G50K_R0018_C0101,서초구,1165010300,우면동,13,8,5,17101.7,7533.93,9567.77,0.342034,0.150679,0.191355,0.0786,0.031912,서울특별시 서초구 우면동,686,2015201816464403546900000000,제2종근린생활시설,2334.42,655.0,6.0,0.0786,0.031912,건축면적x총층수_연면적초과
G50K_R0050_C0080,용산구,1117012500,한강로2가,1,0,1,26007.5,16459.64,9547.86,0.52015,0.329193,0.190957,0.52015,0.190957,서울특별시 용산구 한강로2가,314-1,2002197116574475295500000000,업무시설,16459.64,1040.3,25.0,0.52015,0.190957,건축면적x총층수_연면적초과
G50K_R0037_C0125,송파구,1171010100,잠실동,2,0,2,13876.2,4407.47,9468.73,0.277524,0.088149,0.189375,0.244464,0.170414,서울특별시 송파구 잠실동,307-2,1993207038784446060700000000,공동주택,3702.51,1111.2,11.0,0.244464,0.170414,건축면적x총층수_연면적초과
G50K_R0075_C0079,종로구,1111010900,누상동,33,3,30,21127.96,11736.81,9391.15,0.422559,0.234736,0.187823,0.0399,0.02075,서울특별시 종로구 누상동,166-204,2003196811374530907600000000,공동주택,957.51,399.0,5.0,0.0399,0.02075,건축면적x총층수_연면적초과
G50K_R0031_C0146,송파구,1171010800,문정동,16,1,15,18928.2,9556.25,9371.95,0.378564,0.191125,0.187439,0.066584,0.028789,서울특별시 송파구 문정동,139-15,1990211810494431364700000000,제1종근린생활시설,1889.76,475.6,7.0,0.066584,0.028789,건축면적x총층수_연면적초과
