승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,총층수,시설규모/연면적,구,동,업종,건물용도명,업종그룹,실제등급,예측등급,target_col,target_label,best_model
1983,5,0.0,0.1177830356563834,0.1594,1.0,37.50476727,126.90181267,1,1984.175,영등포구,도림동,숙박업,"근린생활시설, 목욕탕, 여관",기존숙박군,위험,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,36,63.9,0.7110416704364958,0.4095,0.18,37.53520596,126.96099396,5,40.0,용산구,용문동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1961,6,16.7,0.5851585424958495,0.1909,0.12,37.55922076,126.98717749,1,563.3,중구,명동,숙박업,"숙박시설, 근린생활시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1989,3,66.7,0.7308875085427923,0.1509,0.45,37.54994707,126.93546906,1,722.02,마포구,노고산동,숙박업,숙박시설(여관),기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1997,24,91.7,0.2914627952916869,0.1394,0.85,37.55290289,126.92790417,4,51.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1974,10,60.0,2.1410626757860096,0.4483,1.0,37.51991087,126.89194935,1,298.61,영등포구,(당산동,숙박업,"주택, 여인숙",기존숙박군,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1992,2,0.0,1.7394910406822983,0.1465,0.08,37.56594442,126.98577426,11,315.0,종로구,관철동,관광숙박업,숙박시설,기존숙박군,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1955,14,42.9,2.602689685444384,0.9051,0.85,37.54275801,126.96844433,1,39.0,용산구,(청파동,외국인관광도시민박업,주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2008,22,90.9,0.7581978656011577,0.1237,1.0,37.5589573,126.92004345,5,89.0,마포구,연남동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2018,3,33.3,0.0195128142235817,0.1094,0.12,37.48909739,127.02912308,19,7330.53,서초구,서초동,숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1993,1,0.0,0.0457222493380951,0.1451,0.35,37.53123905,126.96290673,10,54.0,용산구,한강로3가,외국인관광도시민박업,"복합시설(공동주택,판매시설)",외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1993,17,82.4,0.6945351058347934,0.4148,0.18,37.5563295,126.92088302,4,48.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,3,33.3,1.018125037755423,0.1408,0.04,37.50520739,127.04143392,4,411.85,강남구,역삼동,외국인관광도시민박업,주거시설,외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1980,2,50.0,0.7023638356648694,0.1637,0.18,37.56925877,127.006942,6,106.0,종로구,종로6가,관광숙박업,숙박시설,기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1990,3,0.0,1.8562979903656265,0.42,0.25,37.53940387,127.0518522,5,388.95,성동구,성동,외국인관광도시민박업,근린생활시설 주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1981,51,70.6,0.1504039538256495,0.1623,1.0,37.56327507,126.99232107,1,1829.68,중구,을지로3가,숙박업,"근린생활시설, 여관, 위락시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1997,66,75.8,1.8362112317988888,0.4077,1.0,37.52713835,126.99735213,4,63.0,용산구,보광동,외국인관광도시민박업,"근린생활시설, 주택",외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,11,54.5,0.1114738664631187,0.4113,0.85,37.57760907,127.00449895,5,114.0,종로구,동숭동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1989,12,91.7,0.0,0.1509,0.04,37.52608084,126.84627195,1,732.82,강서구,화곡동,숙박업,"대중음식점,여관",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1975,10,0.0,0.2754119798599665,0.4465,0.55,37.55339312,126.94713218,4,36.0,마포구,염리동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1978,27,96.3,0.4749911707567746,0.1665,1.0,37.50653766,127.08236062,4,12.0,송파구,잠실동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2001,7,57.1,1.0763538180671668,0.1337,0.35,37.53035648,126.99607214,6,159.0,용산구,이태원동,외국인관광도시민박업,"다가구용단독주택(3가구),근린생활시설",외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1991,7,85.7,0.6513000706244448,0.4183,0.12,37.55817241,126.91837764,4,31.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1976,27,96.3,1.1848726329525163,0.1694,0.85,37.51322693,127.01755596,1,1293.04,서초구,잠원동,숙박업,"근린생활시설, 숙박시설",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1980,17,100.0,0.9460327010728926,0.1637,0.85,37.53723689,126.99088565,1,974.92,용산구,이태원동,숙박업,"근린생활시설,여관",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1961,25,60.0,1.8674258023017924,0.4712,1.0,37.5646535,127.00666628,6,243.0,중구,을지로6가,관광숙박업,숙박시설,기존숙박군,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
2021,4,50.0,0.7781724595779457,0.105,0.18,37.50031817,126.90696561,29,112.0,영등포구,신길동,외국인관광도시민박업,아파트,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2015,33,75.8,0.0516500095542754,0.1136,1.0,37.56058087,126.99202564,14,3384.0,중구,충무로3가,관광숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1997,9,55.6,1.2262234132607557,0.1394,0.35,37.55701656,126.92433815,4,50.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2000,31,58.1,0.5932811842197597,0.4025,1.0,37.57207588,127.00362431,3,42.0,종로구,충신동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1979,10,80.0,2.4304184645039304,0.4395,0.85,37.52657152,126.99661972,1,20.0,용산구,보광동,외국인관광도시민박업,주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1982,6,100.0,0.0506437328187549,0.1608,1.0,37.49956103,126.90324089,1,408.58,영등포구,신길동,숙박업,"근린생활시설, 여관",기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1964,24,70.8,3.275006457052721,0.4658,0.45,37.53255053,126.9909182,3,19.0,용산구,이태원동,외국인관광도시민박업,"주택,근린생활시설",외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2018,26,88.5,3.678599523494187,0.1094,0.7,37.56962018,126.9863919,16,4543.0,종로구,인사동,관광숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1997,5,40.0,0.1000834585569825,0.4077,0.7,37.5502927,126.9283737,4,33.0,마포구,창전동,외국인관광도시민박업,다가구용단독주택(11가구),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1978,31,100.0,0.8075575317376895,0.1665,1.0,37.54956944,126.91741663,6,2625.0,마포구,서교동,관광숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,0,0.0,0.0,0.1408,0.45,37.50834406,127.05096863,4,41.0,강남구,삼성동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,23,95.7,0.2371859084372486,0.1408,0.85,37.55278146,126.92796652,4,50.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2018,2,50.0,0.0091324835632725,0.1094,0.18,37.52111727,127.04083825,19,14726.0,강남구,청담동,관광숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1973,12,58.3,0.8791565104330847,0.45,0.85,37.52219975,126.90486153,1,157.45,영등포구,(영등포동,숙박업,"점포, 주택",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1996,28,100.0,0.2119702507160845,0.1408,1.0,37.50460138,127.10322871,4,43.0,송파구,석촌동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2002,9,66.7,0.5140205146625099,0.1322,0.12,37.49794784,127.03834778,10,1999.21,강남구,역삼동,숙박업,"숙박시설,여관",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1971,41,95.1,0.3101549283038395,0.4535,1.0,37.52848677,126.99721925,3,58.0,용산구,보광동,외국인관광도시민박업,주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1966,24,62.5,1.7793369492294977,0.4623,0.85,37.56035437,127.02770768,2,37.0,성동구,하왕십리동,외국인관광도시민박업,"근린생활시설, 주택",외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1994,5,40.0,0.046091107200267,0.413,1.0,37.52931063,126.99379816,6,686.0,용산구,이태원동,관광숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1981,1,100.0,0.0535842461341063,0.1623,0.7,37.51579105,126.9080381,1,458.5,영등포구,(영등포동,숙박업,"근린생활시설, 숙박시설, 위락시설",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2005,15,73.3,0.6409907009655837,0.1279,0.7,37.55860946,126.91847934,5,302.01,마포구,연남동,외국인관광도시민박업,공동주택(다세대주택),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2020,18,83.3,1.9505830547547056,0.1065,0.7,37.55874771,126.92494805,6,44.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2010,4,25.0,0.6312717768418579,0.1208,0.12,37.48115716,126.99753467,15,121.0,서초구,방배동,외국인관광도시민박업,아파트,외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1966,34,97.1,1.0093592608854969,0.4623,0.85,37.54962409,126.96660287,2,94.0,용산구,서계동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1992,2,0.0,2.20254373881382,0.1465,0.0,37.50059352,127.03612448,5,154.0,강남구,역삼동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1986,4,0.0,0.0,0.1551,0.04,37.53093633,126.98862289,3,115.0,용산구,이태원동,외국인관광도시민박업,"주택,근린생활시설",외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1965,5,0.0,0.4769240720903093,0.4641,0.55,37.566705,126.98415672,1,1222.2,종로구,관철동,숙박업,"숙박시설, 학원, 일반음식점",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1994,20,80.0,1.1019736363708146,0.413,1.0,37.55557681,126.91636479,3,53.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2016,22,63.6,1.0636871646358492,0.1122,0.7,37.56690647,126.9905645,10,1345.44,종로구,관수동,숙박업,여관,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1956,7,14.3,1.155343917473199,0.48,1.0,37.56042879,126.98317648,4,289.69,중구,명동,관광숙박업,"영업, 점포",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1997,0,0.0,0.0,0.4077,0.55,37.57212552,126.89381658,4,50.0,마포구,상암동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1998,23,87.0,1.4315509527080117,0.406,1.0,37.56041505,127.0074279,4,63.0,중구,(광희동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
