사각지대_위험순위,구,동,숙소명,업종,주변건물수_검증상태,주변건물수_보정출처,사각지대_위험도점수,고립위험_정규화,밀집사각지대_정규화,도로폭위험도_정규화,구조노후도_정규화,단속위험도_정규화,주변건물수,집중도,도로폭위험도,구조노후도,단속위험도,위험점수_AHP 
2938,종로구,종로5가,트래블몬스터,숙박업,원본유지,,44.73947616036264,0.8918918918918919,0.3944672131147541,0.25,0.06599999999999999,0.05959437879008943,13,61.5,0.25,0.1594,0.3944396380964566,54.21
2939,송파구,잠실동,반,숙박업,원본유지,,44.739431921925295,0.7837837837837838,-2.220446049250313e-16,1.0,0.03577777777777778,0.1180221881884136,25,100.0,1.0,0.1322,0.7811580578826586,53.52
2940,송파구,송파동,주디피아,외국인관광도시민박업,원본유지,,44.7341294124834,0.7477477477477478,0.07069672131147542,1.0,0.00399999999999999,0.13926825433884835,29,93.1,1.0,0.1036,0.9217802241589266,55.64
2941,용산구,서계동,Via SEOUL,외국인관광도시민박업,원본유지,,44.73208647304883,0.5405405405405406,0.19672131147540983,1.0,0.3400000000000001,0.11858275497478092,52,80.8,1.0,0.406,0.7848683031244529,38.83
2941,용산구,서계동,서울로스테이,외국인관광도시민박업,원본유지,,44.73208647304883,0.5405405405405406,0.19672131147540983,1.0,0.3400000000000001,0.11858275497478092,52,80.8,1.0,0.406,0.7848683031244529,38.83
2943,마포구,연남동,탠저린스테이 홍대,외국인관광도시민박업,원본유지,,44.731732021535464,0.7927927927927928,0.21311475409836056,0.35,0.3516666666666667,0.14644594612136713,24,79.2,0.35,0.4165,0.9692874925715548,68.41
2944,송파구,잠실동,다온스테이,외국인관광도시민박업,통계추정,구+동+업종 중앙값,44.728443361394184,0.7837837837837838,0.08196721311475408,1.0,0.04377777777777776,0.0,25,92.0,1.0,0.1394,0.0,47.73
2945,마포구,연남동,컴피리피,외국인관광도시민박업,원본유지,,44.728227217227534,0.6576576576576576,-2.220446049250313e-16,1.0,0.3536666666666667,0.0936806132806351,39,100.0,1.0,0.4183,0.6200475271203404,80.68
2946,마포구,대흥동,루트9,외국인관광도시민박업,원본유지,,44.72677554546334,0.7117117117117118,0.06249999999999989,1.0,0.03577777777777778,0.20201326459245103,33,93.9,1.0,0.1322,1.3370730695456343,55.24
2947,종로구,돈의동,비욘드 레지던스 종로(Beyond Residence Jongno),숙박업,원본유지,,44.72286902773177,0.8558558558558559,0.24077868852459017,0.45,0.0581111111111111,0.15537824237455605,17,76.5,0.45,0.1523,1.0284080299948613,35.22
2948,중구,남대문로5가,콘스텔로 명동,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.71740402384709,0.9369369369369369,-2.220446049250313e-16,0.7,0.0,0.09497408207028728,8,100.0,0.7,0.1,0.6286086594223741,36.92
2949,종로구,창신동,라로쥬,외국인관광도시민박업,원본유지,,44.710897548101215,0.7837837837837838,0.16393442622950816,0.85,0.00555555555555555,0.07776288384968584,25,84.0,0.85,0.105,0.5146922308066372,43.37
2950,송파구,삼전동,부의유전자,외국인관광도시민박업,통계추정,구+동+업종 중앙값,44.70816792202038,0.7657657657657657,0.12090163934426224,1.0,0.032555555555555546,0.0,27,88.2,1.0,0.1293,0.0,40.93
2950,송파구,삼전동,소예,외국인관광도시민박업,통계추정,구+동+업종 중앙값,44.70816792202038,0.7657657657657657,0.12090163934426224,1.0,0.032555555555555546,0.0,27,88.2,1.0,0.1293,0.0,46.97
2952,중구,충무로2가,호텔롯데 엘세븐명동,관광숙박업,원본유지,,44.70735463259917,0.7927927927927928,0.21311475409836056,0.7,0.015111111111111117,0.13137634241450302,24,79.2,0.7,0.1136,0.8695457190507778,16.81
2953,종로구,관수동,더포스트 호텔,숙박업,원본유지,,44.682043059202904,0.8378378378378378,0.3770491803278688,0.35,0.008777777777777773,0.1623378974436357,19,63.2,0.35,0.1079,1.0744721703124118,29.6
2954,용산구,청파동,진양모텔,숙박업,원본유지,,44.68086999753966,0.9819819819819819,-2.220446049250313e-16,0.25,0.08666666666666666,0.35076670854468667,3,100.0,0.25,0.178,2.32163328796474,51.76
2955,영등포구,영등포동,코모도,숙박업,원본유지,,44.66968631297721,0.9819819819819819,0.3411885245901639,0.18,0.018333333333333326,0.033436430120304436,3,66.7,0.18,0.1165,0.2213070035069083,16.71
2956,강서구,화곡동,여우와달,외국인관광도시민박업,원본유지,,44.64610504795045,0.8018018018018018,0.044057377049180224,1.0,0.03744444444444446,0.009348518482474831,23,95.7,1.0,0.1337,0.0618754037180874,57.61
2957,송파구,잠실동,wynn(윈),숙박업,원본유지,,44.64261390117723,0.7567567567567568,0.03688524590163922,0.7,0.3595555555555556,0.10167261088830866,28,96.4,0.7,0.4236,0.6729444732424258,58.59
2958,성동구,송정동,퀘보 스페이스 성수,외국인관광도시민박업,원본유지,,44.632537980985035,0.9009009009009009,0.3411885245901639,0.12,0.23722222222222222,0.06126017495445922,12,66.7,0.12,0.3135,0.4054651081081644,50.07
2959,용산구,이태원동,다니하우스,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.62812674708136,0.9099099099099099,-2.220446049250313e-16,0.45,0.40066666666666667,0.0014186600156347701,11,100.0,0.45,0.4606,0.009389740349839,51.38
2960,마포구,동교동,서울맨션,외국인관광도시민박업,원본유지,,44.62673427018373,0.7657657657657657,0.07581967213114749,0.55,0.3888888888888889,0.14834704616170977,27,92.6,0.55,0.45,0.9818703775201368,73.89
2961,마포구,연남동,시와 하우스,외국인관광도시민박업,원본유지,,44.61947258811805,0.9459459459459459,0.1465163934426229,0.12,0.3536666666666667,0.09840244074383213,7,85.7,0.12,0.4183,0.6513000706244448,50.2
2962,송파구,석촌동,레이크호텔,관광숙박업,원본유지,,44.61412118258601,0.7747747747747747,-2.220446049250313e-16,1.0,0.03577777777777778,0.13068915992014873,26,100.0,1.0,0.1322,0.8649974374866045,47.35
2963,마포구,서교동,딥 서울,외국인관광도시민박업,원본유지,,44.60742783850214,0.7657657657657657,0.03790983606557374,1.0,0.04533333333333335,0.09116195435925761,27,96.3,1.0,0.1408,0.6033771811312358,32.28
2964,중구,을지로7가,스테이 쉼,관광숙박업,원본유지,,44.602957014840285,0.8108108108108107,0.09323770491803263,0.85,0.04533333333333335,0.06198830254008399,22,90.9,0.85,0.1408,0.4102843945441133,40.21
2965,마포구,합정동,KS guest house,외국인관광도시민박업,원본유지,,44.586847964398196,0.9459459459459459,0.1465163934426229,0.25,0.05655555555555557,0.26333857694028656,7,85.7,0.25,0.1509,1.742969305058623,37.66
2966,영등포구,신길동,신길당,외국인관광도시민박업,원본유지,,44.57940166615731,0.6756756756756757,0.2766393442622951,0.7,0.03422222222222222,0.29230885326196177,37,73.0,0.7,0.1308,1.9347160023121608,49.3
2967,강남구,역삼동,화이트모텔,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.57136731520447,0.9819819819819819,0.3411885245901639,0.12,0.07077777777777779,0.0344373858243437,3,66.7,0.12,0.1637,0.2279320680460069,39.62
2968,마포구,연남동,BS 하우스,외국인관광도시민박업,원본유지,,44.5695863572833,0.6666666666666667,-2.220446049250313e-16,1.0,0.3536666666666667,0.06208353492999774,38,100.0,1.0,0.4183,0.410914712875729,79.42
2969,마포구,동교동,로브그리에 연남,외국인관광도시민박업,원본유지,,44.56766723727677,0.8828828828828829,0.21926229508196726,0.35,0.04377777777777776,0.22499025120465752,14,78.6,0.35,0.1394,1.4891517465595985,59.38
2970,마포구,망원동,리버레스트,외국인관광도시민박업,통계추정,구+동+업종 중앙값,44.56203736523408,0.7927927927927928,0.047131147540983465,1.0,0.0581111111111111,0.0,24,95.4,1.0,0.1523,0.0,58.39
2971,강남구,대치동,대치 스테이,외국인관광도시민박업,원본유지,,44.56155308697078,0.8648648648648649,-2.220446049250313e-16,0.85,0.04377777777777776,0.058974410002256714,16,100.0,0.85,0.1394,0.3903362265118643,66.3
2972,강서구,방화동,컴포홈,외국인관광도시민박업,원본유지,,44.551516510673686,0.7477477477477478,0.10553278688524581,1.0,0.010444444444444437,0.07420152900872898,29,89.7,1.0,0.1094,0.4911205526866583,53.28
2973,마포구,서교동,더 홍대 스테이,외국인관광도시민박업,원본유지,,44.54275823944527,0.7657657657657657,0.03790983606557374,0.55,0.3458888888888889,0.2362950921999105,27,96.3,0.55,0.4113,1.563975538357343,36.98
2974,마포구,연남동,연남 베통부르트2,외국인관광도시민박업,원본유지,,44.537958597977564,0.9369369369369369,-2.220446049250313e-16,0.7,0.011999999999999997,0.07101105367898557,8,100.0,0.7,0.1108,0.4700036292457356,65.86
2975,용산구,서계동,블루문 하우스,외국인관광도시민박업,원본유지,,44.52326518428293,0.12612612612612617,0.47028688524590156,1.0,0.8971111111111112,0.14976309321892076,98,54.1,1.0,0.9074,0.991242823380194,77.11
2976,강남구,신사동,선샤인 관광호텔,관광숙박업,원본유지,,44.52294439106181,0.8468468468468469,-2.220446049250313e-16,0.85,0.06444444444444446,0.07777587231703452,18,100.0,0.85,0.158,0.514778198081814,57.84
2976,강남구,신사동,주)선샤인호텔,숙박업,원본유지,,44.52294439106181,0.8468468468468469,-2.220446049250313e-16,0.85,0.06444444444444446,0.07777587231703452,18,100.0,0.85,0.158,0.514778198081814,57.84
2978,마포구,성산동,네스트 인 망원,외국인관광도시민박업,원본유지,,44.513676528094074,0.6756756756756757,0.027663934426229497,0.85,0.35555555555555557,0.14856105717250054,37,97.3,0.85,0.42,0.9832868605401596,64.14
2979,중구,장충동,남산까미노,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.51342342342342,0.954954954954955,-2.220446049250313e-16,0.55,0.1893333333333333,0.0,6,100.0,0.55,0.2704,0.0,48.86
2980,중구,을지로5가,나인트리 바이 파르나스 서울 동대문,관광숙박업,원본유지,,44.509824826820385,0.7747747747747747,0.2366803278688524,0.7,0.008777777777777773,0.13516229904397065,26,76.9,0.7,0.1079,0.8946039777841406,42.71
2981,마포구,연남동,연남민박 1971,외국인관광도시민박업,원본유지,,44.50126266172331,0.918918918918919,0.10245901639344257,0.25,0.39277777777777784,0.04321690033504203,10,90.0,0.25,0.4535,0.286041382994321,80.23
2982,강남구,논현동,호텔 올인,숙박업,원본유지,,44.495355693476114,0.9369369369369369,-2.220446049250313e-16,0.55,0.07077777777777779,0.15939308226777735,8,100.0,0.55,0.1637,1.054981207308705,52.18
2983,영등포구,당산동,성심행,외국인관광도시민박업,원본유지,,44.48719333240583,0.8108108108108107,-2.220446049250313e-16,0.12,0.5082222222222222,0.4456987747129424,22,100.0,0.12,0.5574,2.94996385509841,64.54
2984,마포구,동교동,메종513,외국인관광도시민박업,원본유지,,44.481308782732626,0.7567567567567568,0.07274590163934413,1.0,0.011999999999999997,0.09066028423061659,28,92.9,1.0,0.1108,0.6000567574939334,39.34
2985,중구,남산동,두두하우스,외국인관광도시민박업,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m.csv,44.47553388604133,0.990990990990991,0.0876024590163933,0.08,0.04688888888888888,0.4090311125130303,2,91.45,0.08,0.1422,2.7072701698614114,14.21
2986,영등포구,영등포동,프라임레지던스,숙박업,원본유지,,44.471038085050786,1.0,-2.220446049250313e-16,0.25,0.07866666666666668,0.30273587233671995,1,100.0,0.25,0.1708,2.00372971994414,49.13
2987,마포구,서교동,모스트스테이,외국인관광도시민박업,원본유지,,44.46304515291296,0.8198198198198198,0.1465163934426229,0.25,0.39477777777777784,0.21115712824667668,21,85.7,0.25,0.4553,1.3975939163738238,45.55
2988,마포구,서교동,서교 게스트하우스 다날,외국인관광도시민박업,원본유지,,44.454765351287726,0.8018018018018018,0.044057377049180224,0.85,0.04377777777777776,0.14025920537162614,23,95.7,0.85,0.1394,0.9283390703903296,31.63
2989,마포구,서교동,스테이 패스포트 삿포로 료칸 서울 홍대 2,외국인관광도시민박업,원본유지,,44.447748674411315,0.7837837837837838,-2.220446049250313e-16,0.85,0.011999999999999997,0.27235441613192585,25,100.0,0.85,0.1108,1.8026427913854484,38.2
2990,중구,남산동,남산호스텔,관광숙박업,통계추정,구+동+업종 중앙값,44.442779046451165,1.0,-2.220446049250313e-16,0.12,0.05955555555555554,0.44996304754118926,1,100.0,0.12,0.1536,2.978187963903081,18.47
2991,성동구,마장동,유얼스테이,외국인관광도시민박업,원본유지,,44.44037431428216,0.954954954954955,0.17110655737704916,0.25,0.04222222222222223,0.2140990939989616,6,83.3,0.25,0.138,1.4170660197866445,39.11
2992,강남구,일원동,제이스테이,외국인관광도시민박업,원본유지,,44.43101125728398,0.8378378378378378,0.10758196721311475,0.35,0.3615555555555556,0.1521142836909347,19,89.5,0.35,0.4254,1.0068047394149868,66.81
2993,종로구,동숭동,Hyehwa the hill,외국인관광도시민박업,원본유지,,44.42440541237745,0.4414414414414415,0.2766393442622951,1.0,0.3400000000000001,0.22274453844540723,63,73.0,1.0,0.406,1.4742879599741667,38.43
2994,종로구,창신동,Ocher75,외국인관광도시민박업,원본유지,,44.42241982528568,0.5405405405405406,0.2561475409836065,1.0,0.3536666666666667,0.005036672446308907,52,75.0,1.0,0.4183,0.0333364202675918,47.18
2995,종로구,충신동,낙산힐링하우스,외국인관광도시민박업,원본유지,,44.42182385382794,0.8468468468468469,0.2848360655737704,0.12,0.3791111111111111,0.10658641573641542,18,72.2,0.12,0.4412,0.7054676649479859,52.2
2996,송파구,잠실동,마쯔&2060,숙박업,원본유지,,44.41828296588778,0.6216216216216217,0.023565573770491732,1.0,0.36355555555555563,0.11579209335919027,43,97.7,1.0,0.4272,0.7663976422995379,64.07
2997,마포구,공덕동,"Hey, SEOUL Stay",외국인관광도시민박업,원본유지,,44.40882951112559,0.8378378378378378,0.32377049180327855,0.12,0.36544444444444446,0.08849524560460176,19,68.4,0.12,0.4289,0.5857269319391084,44.16
2998,용산구,이태원동,이태원 드림,외국인관광도시민박업,원본유지,,44.40322925114283,0.6846846846846847,0.11372950819672123,1.0,0.03577777777777778,0.17520056377185203,36,88.9,1.0,0.1322,1.1596068013709515,47.78
2999,용산구,이태원동,랑드하우스,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.39113331076069,1.0,-2.220446049250313e-16,0.04,0.39477777777777784,0.19129777627293465,1,100.0,0.04,0.4553,1.2661500492778277,53.12
3000,용산구,이태원동,Maji's house,외국인관광도시민박업,통계추정,구+동+업종 중앙값,44.38363832672466,0.918918918918919,0.12807377049180324,0.08,0.3438888888888889,0.2201111614262063,10,87.5,0.08,0.4095,1.4568583248388831,26.1
3001,송파구,마천동,한양여인숙,숙박업,원본유지,,44.38267842905408,0.7837837837837838,0.28688524590163933,0.25,0.39277777777777784,0.10472496079481362,25,72.0,0.25,0.4535,0.6931471805599453,37.19
3002,강남구,역삼동,트리아관광호텔,관광숙박업,원본유지,,44.376952427635594,1.0,-2.220446049250313e-16,0.45,0.05655555555555557,0.11857460628681814,1,100.0,0.45,0.1509,0.7848143690857691,39.24
3003,마포구,연남동,blossom Yeonnam 11,외국인관광도시민박업,원본유지,,44.37654716302429,0.918918918918919,0.4098360655737705,0.12,0.03422222222222222,0.11362202373689247,10,60.0,0.12,0.1308,0.752034517893489,44.19
3004,강남구,논현동,힐탑관광호텔,숙박업,원본유지,,44.35798952837275,0.8378378378378378,-2.220446049250313e-16,0.85,0.06277777777777778,0.089466569158784,19,100.0,0.85,0.1565,0.5921558690127829,86.17
3005,송파구,삼전동,크래프트 샘,외국인관광도시민박업,통계추정,구+동+업종 중앙값,44.35150125535372,0.7657657657657657,0.12090163934426224,1.0,0.008777777777777773,0.0,27,88.2,1.0,0.1079,0.0,34.19
3006,강서구,화곡동,빅토리아여관,숙박업,원본유지,,44.33965440850687,0.8558558558558559,0.12090163934426224,0.45,0.3477777777777778,0.0,17,88.2,0.45,0.413,0.0,37.34
3007,성동구,송정동,라스테이,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.33668875015358,0.990990990990991,-2.220446049250313e-16,0.12,0.39277777777777784,0.13068915992014873,2,100.0,0.12,0.4535,0.8649974374866045,57.53
3008,마포구,연남동,La Lune,외국인관광도시민박업,원본유지,,44.33177088216293,0.8468468468468469,0.11372950819672123,0.7,0.023111111111111124,0.10472496079481362,18,88.9,0.7,0.1208,0.6931471805599453,55.42
3009,용산구,서계동,알(R)게스트하우스_2(알게호),외국인관광도시민박업,원본유지,,44.33023316698114,0.4774774774774775,0.29508196721311464,1.0,0.39866666666666667,0.049125474067142225,59,71.2,1.0,0.4588,0.3251486902919584,59.26
3010,영등포구,영등포동,영등포여관 오성장,숙박업,원본유지,,44.3295722851264,0.9459459459459459,0.2930327868852458,0.12,0.08666666666666666,0.15072056262089134,7,71.4,0.12,0.178,0.9975800634365416,31.79
3011,서초구,우면동,행복스테이,외국인관광도시민박업,원본유지,,44.3220887075897,0.9819819819819819,0.3411885245901639,0.18,0.010444444444444437,0.018152145316692656,3,66.7,0.18,0.1094,0.1201443118420632,50.64
3012,중구,충무로2가,세종호텔,관광숙박업,원본유지,,44.32152206069881,0.8738738738738738,0.4098360655737705,0.12,0.08977777777777778,0.1595032331314103,15,60.0,0.12,0.1808,1.0557102671239005,29.44
3013,중구,남대문로5가,라움169,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.320028750443,0.9369369369369369,-2.220446049250313e-16,0.7,0.007222222222222213,0.06126017495445922,8,100.0,0.7,0.1065,0.4054651081081644,39.97
3014,중구,충무로5가,구도 레지던스 충무로,숙박업,원본유지,,44.314316475291015,0.7567567567567568,0.47540983606557374,0.45,0.0024444444444444435,0.1021977733884257,28,53.6,0.45,0.1022,0.6764203867546318,31.74
3015,종로구,계동,스테이 석정,외국인관광도시민박업,원본유지,,44.30732397507322,0.7747747747747747,0.15778688524590168,0.85,0.04533333333333335,0.04029794353587124,26,84.6,0.85,0.1408,0.2667215698364467,28.02
3016,중구,태평로1가,글로카로카호스텔,관광숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.30579387999089,0.990990990990991,-2.220446049250313e-16,0.55,0.08511111111111112,0.006296168575969889,2,100.0,0.55,0.1766,0.041672696400568,68.91
3016,중구,태평로1가,코리아나호텔,관광숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.30579387999089,0.990990990990991,-2.220446049250313e-16,0.55,0.08511111111111112,0.006296168575969889,2,100.0,0.55,0.1766,0.041672696400568,68.91
3018,마포구,성산동,Onul,외국인관광도시민박업,원본유지,,44.305028374167826,0.7477477477477478,0.21209016393442626,0.7,0.00399999999999999,0.22213692828720863,29,79.3,0.7,0.1036,1.4702663469333166,52.02
3019,강남구,논현동,하로스테이 신사,관광숙박업,원본유지,,44.30355479912692,0.9459459459459459,0.1465163934426229,0.35,0.04688888888888888,0.15411903258886825,7,85.7,0.35,0.1422,1.020073649097903,79.02
3020,강남구,역삼동,선릉 게스트 하우스 해날,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.29544447160417,0.9819819819819819,0.3411885245901639,0.0,0.04533333333333335,0.16148697402876805,3,66.7,0.0,0.1408,1.0688401303344397,40.32
3021,용산구,이태원동,리원 알파,외국인관광도시민박업,원본유지,,44.290506185949496,0.5945945945945946,0.08913934426229508,1.0,0.3438888888888889,0.1025716771039635,46,91.3,1.0,0.4095,0.6788951578527438,52.74
3022,종로구,창신동,무띠코지,외국인관광도시민박업,원본유지,,44.29027921202593,0.8648648648648649,0.38422131147540983,0.18,0.010444444444444437,0.23192773637205302,16,62.5,0.18,0.1094,1.5350691500846116,16.88
3023,마포구,동교동,엣홈,외국인관광도시민박업,원본유지,,44.29013456122555,0.8288288288288288,0.20491803278688525,0.35,0.35555555555555557,0.0399621042097007,20,80.0,0.35,0.42,0.2644987369961236,39.12
3024,마포구,연남동,민트하우스,외국인관광도시민박업,원본유지,,44.2827937259169,0.7657657657657657,0.07581967213114749,0.7,0.010444444444444437,0.3538621209883659,27,92.6,0.7,0.1094,2.342121014975784,58.66
3025,강남구,논현동,베이트 샬롬,외국인관광도시민박업,원본유지,,44.27638264344807,0.8108108108108107,-2.220446049250313e-16,0.85,0.027888888888888866,0.18197806211575834,22,100.0,0.85,0.1251,1.2044652938704876,79.32
3026,용산구,이태원동,쥴리네 집,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.275495495495484,0.918918918918919,-2.220446049250313e-16,0.45,0.35755555555555557,0.0,10,100.0,0.45,0.4218,0.0,41.58
3027,강남구,대치동,메종 서울,외국인관광도시민박업,원본유지,,44.25358550803696,0.8198198198198198,0.1465163934426229,0.7,0.032555555555555546,0.10941537414383241,21,85.7,0.7,0.1293,0.7241918022419055,59.2
3028,마포구,서교동,크리에이터타운 서교,관광숙박업,원본유지,,44.24724119980705,0.7927927927927928,0.04303278688524581,0.85,0.0024444444444444435,0.19014473651251437,24,95.8,0.85,0.1022,1.2585183800659887,19.13
3029,중구,인현동,달콤명동게스트하우스,숙박업,원본유지,,44.23868935801583,0.7837837837837838,0.3688524590163934,0.45,0.0738888888888889,0.10472496079481362,25,64.0,0.45,0.1665,0.6931471805599453,35.08
3030,용산구,동자동,Global Haven,외국인관광도시민박업,원본유지,,44.23459534624411,0.7027027027027027,0.15061475409836067,1.0,0.07711111111111112,0.0314026002010426,34,85.3,1.0,0.1694,0.2078456141344463,45.92
3031,마포구,서교동,하모니 스테이,외국인관광도시민박업,원본유지,,44.23263252075442,0.8108108108108107,-2.220446049250313e-16,0.85,0.032555555555555546,0.174394720602848,22,100.0,0.85,0.1293,1.1542731357736635,33.71
3032,마포구,동교동,Jin's House,외국인관광도시민박업,원본유지,,44.22774387836895,0.7117117117117118,0.030737704918032738,0.85,0.35755555555555557,0.03931643578433684,33,97.0,0.85,0.4218,0.2602252262187416,52.18
3033,마포구,연남동,찬스하우스,외국인관광도시민박업,원본유지,,44.22513169345269,0.7747747747747747,-2.220446049250313e-16,0.7,0.3536666666666667,0.08686763842237243,26,100.0,0.7,0.4183,0.5749542248322346,55.18
3034,강서구,공항동,제일여관,숙박업,원본유지,,44.208400033110365,0.963963963963964,0.4098360655737705,0.04,0.08188888888888889,0.029640443304192344,5,60.0,0.04,0.1737,0.1961823575861898,59.13
3035,강서구,화곡동,행복감스테이,외국인관광도시민박업,원본유지,,44.2048523886832,0.7657657657657657,-2.220446049250313e-16,1.0,0.026333333333333334,0.13387003912542667,27,100.0,1.0,0.1237,0.8860508466844368,42.15
3036,강남구,역삼동,펠리스,숙박업,원본유지,,44.20340346040377,0.9369369369369369,0.38422131147540983,0.12,0.06755555555555555,0.06085674031796296,8,62.5,0.12,0.1608,0.4027948795522855,33.62
3037,마포구,서교동,나모하우스,외국인관광도시민박업,원본유지,,44.1977440916913,0.9009009009009009,0.08504098360655732,0.25,0.3536666666666667,0.12735952586857477,12,91.7,0.25,0.4183,0.8429594587886055,53.79
3038,영등포구,영등포동,호텔 르오,숙박업,원본유지,,44.19318211552901,0.9369369369369369,0.2561475409836065,0.18,0.03577777777777778,0.2027181224264949,8,75.0,0.18,0.1322,1.3417383395696578,30.53
3039,마포구,연남동,훤게스트하우스,외국인관광도시민박업,원본유지,,44.17915773761158,0.7927927927927928,-2.220446049250313e-16,1.0,0.015111111111111117,0.08031622154647762,24,100.0,1.0,0.1136,0.531592106558477,49.64
3040,용산구,후암동,EAH,외국인관광도시민박업,원본유지,,44.17903083747343,0.7297297297297298,-2.220446049250313e-16,1.0,0.011999999999999997,0.23056601979552577,31,100.0,1.0,0.1108,1.5260563034950492,26.2
3041,강남구,신사동,짝호텔,숙박업,원본유지,,44.163702145635874,0.8828828828828829,-2.220446049250313e-16,0.35,0.08355555555555556,0.4506311940934434,14,100.0,0.35,0.1752,2.982610251535188,100.0
3042,마포구,서교동,누비스테이 홍대,외국인관광도시민박업,원본유지,,44.15996791562311,0.8558558558558559,-2.220446049250313e-16,0.85,0.03422222222222222,0.0627786418223218,17,100.0,0.85,0.1308,0.4155154439616658,38.33
3043,송파구,방이동,아 파트 아파트(a part apart),외국인관광도시민박업,원본유지,,44.158946025813556,0.7567567567567568,-2.220446049250313e-16,1.0,0.03577777777777778,0.14238619151069346,28,100.0,1.0,0.1322,0.9424170364663752,94.3
3044,서초구,잠원동,Choice Guesthouse(초이스 게스트하우스),외국인관광도시민박업,원본유지,,44.15299602943082,0.7747747747747747,-2.220446049250313e-16,0.85,0.032555555555555546,0.2531697052653583,26,100.0,0.85,0.1293,1.6756641976853914,65.28
3045,서초구,잠원동,La TREE HOTEL(라 트리 호텔),숙박업,원본유지,,44.15193341663531,0.7657657657657657,0.03790983606557374,0.85,0.07711111111111112,0.1790178817903575,27,96.3,0.85,0.1694,1.1848726329525163,89.94
3046,용산구,갈월동,SI스테이,외국인관광도시민박업,원본유지,,44.14579226581668,0.8108108108108107,0.3258196721311475,0.04,0.35755555555555557,0.21917914076546827,22,68.2,0.04,0.4218,1.4506895233582129,49.64
3047,마포구,망원동,굿바이브,외국인관광도시민박업,원본유지,,44.13989082662497,0.7837837837837838,0.08196721311475408,0.55,0.38500000000000006,0.06954094212649684,25,92.0,0.55,0.4465,0.4602733446031594,76.53
3048,마포구,대흥동,더 눅 하우스,외국인관광도시민박업,원본유지,,44.1372484861246,0.5855855855855856,0.10860655737704905,1.0,0.3811111111111111,0.05019701176143018,47,89.4,1.0,0.443,0.3322409186014503,57.09
3049,마포구,연남동,아트하우스,외국인관광도시민박업,원본유지,,44.13558606648321,0.7747747747747747,-2.220446049250313e-16,1.0,0.04222222222222223,0.09234237440218425,26,100.0,1.0,0.138,0.6111900732862794,53.06
3050,마포구,연남동,소솜 하우스,외국인관광도시민박업,원본유지,,44.11681362484856,0.9009009009009009,-2.220446049250313e-16,0.18,0.35555555555555557,0.30346325066557994,12,100.0,0.18,0.42,2.0085440472451315,65.9
3051,마포구,연남동,소소연남,외국인관광도시민박업,원본유지,,44.11551593150167,0.8468468468468469,0.17110655737704916,0.7,0.013555555555555543,0.023360787399181255,18,83.3,0.7,0.1122,0.1546189542446188,52.89
3052,중구,회현동,뉴코리아호텔,숙박업,통계추정,구+동+업종 중앙값,44.07546921607368,0.972972972972973,0.3411885245901639,0.12,0.08822222222222222,0.004954089125534028,4,66.7,0.12,0.1794,0.0327898228229908,32.01
3053,마포구,연남동,연남동 진영이네,외국인관광도시민박업,원본유지,,44.06238708578262,0.7747747747747747,0.03893442622950816,1.0,0.00399999999999999,0.07377209627168958,26,96.2,1.0,0.1036,0.4882782494892171,69.91
3054,강남구,논현동,진스테이,외국인관광도시민박업,원본유지,,44.06111261657018,0.8108108108108107,0.04610655737704916,0.85,0.03577777777777778,0.09826242826561027,22,95.5,0.85,0.1322,0.650373364576659,77.52
3055,성동구,성동,STAY YEON 성수,외국인관광도시민박업,원본유지,,44.05722040502666,0.918918918918919,0.10245901639344257,0.25,0.35555555555555557,0.05083630544415433,10,90.0,0.25,0.42,0.3364722366212129,21.01
3056,영등포구,신길동,오르빗스테이,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,44.0483850292752,1.0,-2.220446049250313e-16,0.25,0.3418888888888889,0.011336779729458384,1,100.0,0.25,0.4077,0.075035185942914,32.66
3057,송파구,잠실동,엠 더블류,숙박업,원본유지,,44.04367710163483,0.7477477477477478,-2.220446049250313e-16,1.0,0.03422222222222222,0.15727817314202225,29,100.0,1.0,0.1308,1.0409831758314734,60.74
3058,송파구,송파동,호수빌 스테이,외국인관광도시민박업,원본유지,,44.042677944759355,0.963963963963964,0.4098360655737705,0.04,0.03422222222222222,0.06625897074745837,5,60.0,0.04,0.1308,0.4385508326939298,50.72
