최종위험순위,AHP위험순위,사각지대_위험순위,기대피해액순위,구,동,숙소명,업종,업종별_군집명,위험점수_AHP,사각지대_위험도점수,주변건물수_검증상태,주변건물수_보정출처,기대피해액_백만원,예상_화재발생확률,조건부_예상피해액_백만원,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도 
2912,2912,3486,1459,마포구,공덕동,우당탕탕 태희네,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.18,41.56790671540899,원본유지,,0.0787679072193179,0.7200019231916905,0.1093995789207732,0.1408,45,88.9,1.1585104302491789,0.4025,0.7,37.54733049,126.96022373
2912,2912,1007,3008,중구,신당동,제이하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.18,54.23358582646518,원본유지,,0.0462656534363203,0.2871087844169561,0.1611432876575823,0.3196,10,70.0,0.1495317339709637,0.1351,1.0,37.55923679,127.01151249
2914,2914,3876,320,중구,중림동,만리재 레지던스,외국인관광도시민박업,외국인관광도시민박업 군집 0,37.17,38.40009094199499,원본유지,,0.108394436226351,0.6599982617463568,0.1642344268294573,0.3564,29,62.1,0.698288580060364,0.1108,0.18,37.55449219,126.96678799
2915,2915,464,2107,마포구,노고산동,ISM,외국인관광도시민박업,외국인관광도시민박업 군집 0,37.14,58.790376509916655,원본유지,,0.0647278171125347,0.378140054114885,0.1711741890555433,0.2056,6,16.7,0.5260930958967791,0.4183,0.12,37.55124052,126.93807104
2916,2916,3760,681,마포구,서교동,타일러 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.13,39.71589891787913,원본유지,,0.095685649001892,0.7284075600092409,0.1313627895359544,0.184,32,100.0,1.5240780634829436,0.1322,0.7,37.5467538,126.91695395
2916,2916,4130,1485,강서구,화곡동,드 어반 관광호텔,관광숙박업,관광숙박업 군집 0,37.13,35.27028725446758,원본유지,,0.0782599850646197,0.4615998090833217,0.169540765668933,0.2804,13,84.6,0.0,0.1179,0.04,37.52625242,126.84660182
2916,2916,3695,1918,강서구,화곡동,아리아모텔,숙박업,숙박업 군집 1,37.13,40.308412346773004,원본유지,,0.0684925643507616,0.4470547624269465,0.1532084435896241,0.2195,16,87.5,0.0,0.1436,0.45,37.52662172,126.83863608
2919,2919,1395,3580,서초구,반포동,서래마을 컴포트존:몽마르트 공원 인근 도심 속 숲 여행,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.11,52.16533820705952,통계추정,구+동+업종 중앙값,0.029547194051474,0.1432459103265391,0.2062690235561988,0.4459,4,87.2,0.0,0.1293,1.0,37.49156267,126.99880382
2919,2919,394,3734,마포구,노고산동,호스트 헬퍼,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.11,59.64741249446167,통계추정,구+동+업종 중앙값,0.0239293103592409,0.1377363238776206,0.173732750269292,0.3718,6,71.4,0.0,0.4218,1.0,37.55274478,126.94164158
2921,2921,2291,1398,마포구,공덕동,Angela stay,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.1,47.8194521584793,원본유지,,0.080132936927142,0.6134779302948496,0.1306207329881102,0.2056,24,79.2,1.70810943994113,0.4113,0.45,37.54589156,126.95940588
2921,2921,2611,1599,영등포구,당산동,스테이 로라,외국인관광도시민박업,외국인관광도시민박업 군집 0,37.1,46.36145795691527,원본유지,,0.0755217709616729,0.417724592704115,0.1807932122760293,0.3044,3,66.7,0.4103550934023561,0.1293,0.25,37.52027213,126.89669033
2923,2923,3634,1176,강남구,신사동,안다즈 서울 강남,관광숙박업,관광숙박업 군집 0,37.08,40.650820984037885,원본유지,,0.0845725101356371,0.4678191226777543,0.1807803615456157,0.3502,10,70.0,0.1806700287554816,0.1079,0.12,37.52266861,127.02807978
2923,2923,344,1606,중구,회현동,호텔 명동,숙박업,숙박업 군집 0,37.08,60.32736182811899,원본유지,,0.0754138849333873,0.4856395348715342,0.1552877793471581,0.1814,11,45.5,0.4364612084771284,0.1794,1.0,37.55802548,126.978654
2923,2923,344,1606,중구,회현동,호텔 코지 명동,숙박업,숙박업 군집 0,37.08,60.32736182811899,원본유지,,0.0754138849333873,0.4856395348715342,0.1552877793471581,0.1814,11,45.5,0.4364612084771284,0.1794,1.0,37.55802548,126.978654
2926,2926,3812,1496,용산구,청파동,스테이 오로라(Stay Aurora),외국인관광도시민박업,외국인관광도시민박업 군집 0,37.06,39.178409254498995,원본유지,,0.0780881887430194,0.5701704117882076,0.1369558769247844,0.2864,28,85.7,0.9817479485287988,0.3902,0.18,37.53898594,126.96744345
2927,2927,570,4246,용산구,원효로3가,모먼트 원효,외국인관광도시민박업,외국인관광도시민박업 군집 0,37.04,57.56901427309485,보정,data\서울10구_숙소_소방거리_유클리드.csv,,,,0.1384,3,66.7,0.6931471805599453,0.8803,0.12,37.53174584,126.95621386
2928,2928,2835,1125,마포구,서교동,글로리 데이즈,외국인관광도시민박업,외국인관광도시민박업 군집 1,37.01,45.22292343422167,원본유지,,0.0856592980467527,0.6501828254654597,0.1317464791313582,0.1894,27,100.0,1.2727636352020375,0.1322,1.0,37.54659986,126.9166466
2928,2928,2495,1272,중구,오장동,글로리인(Glory inn),숙박업,숙박업 군집 1,37.01,46.94414440536629,원본유지,,0.0827252597143418,0.4865297936686888,0.1700312309561768,0.3287,19,52.6,0.3677247801253173,0.1194,0.45,37.56224265,127.00129696
2930,2930,252,991,강남구,역삼동,멜리샤 호텔,숙박업,숙박업 군집 1,36.99,61.58057212382777,원본유지,,0.0885886820111356,0.465274219640412,0.1904010114284894,0.3165,6,16.7,1.0152306797290584,0.1322,0.55,37.49446846,127.02852703
2931,2931,2973,1596,마포구,서교동,더 홍대 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.98,44.54275823944527,원본유지,,0.0755630659233775,0.6240884440185568,0.1210774957421431,0.1658,27,96.3,1.563975538357343,0.4113,0.55,37.54905871,126.91940349
2932,2932,2007,2223,마포구,도화동,피올라 스테이 마포,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.97,49.14499984099006,원본유지,,0.0618068370457767,0.3429389212031267,0.1802269536188569,0.3257,5,60.0,0.0181823190831904,0.1251,0.45,37.53591455,126.94963294
2933,2933,3169,465,마포구,공덕동,리스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.96,43.432143071311394,원본유지,,0.1016596956835142,0.645882392689621,0.1573966047598495,0.2774,12,91.7,1.8943383419240043,0.1394,0.35,37.54461901,126.95804329
2933,2933,905,2211,마포구,서교동,라라 스페이스,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.96,54.80289885470021,원본유지,,0.0620293985038123,0.4852655938019695,0.1278256676263055,0.2167,16,87.5,1.6625477377480486,0.4272,0.85,37.54731757,126.91957936
2933,2933,350,2989,마포구,창전동,Pareto House,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.96,60.24533820705952,원본유지,,0.0466733266494394,0.3616265187700068,0.1290650000121353,0.1198,4,75.0,0.0,0.4641,1.0,37.55132252,126.93153461
2936,2936,1021,3084,마포구,동교동,서울 라이프 홍대,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.95,54.13534093204749,원본유지,,0.043905600108333,0.3429444363473691,0.128025404278205,0.2597,17,88.2,0.6945351058347934,0.4113,1.0,37.55378905,126.92934833
2937,2937,136,1168,용산구,이태원동,Tree House Itaewon,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.94,64.3064352399506,원본유지,,0.0847955873672215,0.6111886931551278,0.1387388024629233,0.228,5,60.0,3.3737809370209444,0.5785,0.45,37.53263443,126.99036764
2938,2938,2948,4246,중구,남대문로5가,콘스텔로 명동,숙박업,숙박업 군집 2,36.92,44.71740402384709,보정,data\서울10구_숙소_소방거리_유클리드.csv,,,,0.3226,8,100.0,0.6286086594223741,0.1,0.7,37.55514655,126.97502538
2939,2939,3714,517,종로구,숭인동,엔조이스테이 호스텔,관광숙박업,관광숙박업 군집 5,36.9,40.091641953663945,원본유지,,0.100254510365634,0.7291191576050905,0.1375008588375817,0.2984,48,66.7,1.1337273076890122,0.1011,0.7,37.57029351,127.01912285
2939,2939,2311,1453,송파구,석촌동,더 머뭄,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.9,47.72032411655884,원본유지,,0.0788121067063006,0.4890479855031154,0.1611541383310709,0.2685,7,85.7,1.203972804325936,0.1422,0.55,37.50267641,127.09751109
2941,2941,3683,208,중구,신당동,플라워니,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.89,40.358554214077714,원본유지,,0.1150248633135365,0.7463629288047913,0.1541138484701199,0.2452,27,66.7,1.5427465379354282,0.1322,0.18,37.56006699,127.01348627
2941,2941,977,4246,종로구,명륜2가,팰리스 모텔,숙박업,숙박업 군집 0,36.89,54.3887202776547,원본유지,,,,,0.1361,34,32.4,0.0,0.1565,1.0,37.58120935,126.99944291
2943,2943,3946,1105,종로구,이화동,이화동273(Ihwa273),외국인관광도시민박업,외국인관광도시민박업 군집 1,36.88,37.678979547177775,원본유지,,0.0861223729466087,0.6664647340028529,0.1292227008462238,0.2656,50,78.0,0.3050061755108002,0.1108,0.85,37.5743026,127.00423581
2944,2944,3546,1751,중구,황학동,호호 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.87,41.12953044642324,원본유지,,0.0723071854092889,0.502670202395752,0.1438461740215935,0.2539,27,85.2,0.1029324633330573,0.1337,0.7,37.56383295,127.02193464
2944,2944,2203,4246,중구,충무로4가,호텔 도마,관광숙박업,관광숙박업 군집 4,36.87,48.26809306243127,원본유지,,,,,0.192,15,53.3,0.0909717782057266,0.1694,0.45,37.55857874,126.99502482
2946,2946,3500,1409,용산구,이태원동,호스텔 펠라즈(Hostel Fellaz),관광숙박업,관광숙박업 군집 0,36.85,41.505333954288574,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0798240913724689,0.4146083085819151,0.1925289236134493,0.2002,4,100.0,0.009389740349839,0.1408,0.45,37.5309905,126.99287096
2947,2947,3156,1752,강남구,역삼동,강남 스테이 호텔,관광숙박업,관광숙박업 군집 5,36.84,43.50012191308804,원본유지,,0.0723064863837807,0.5003519428763128,0.1445112533552306,0.3044,23,100.0,1.0959420601122307,0.1122,0.85,37.49665412,127.03465347
2948,2948,2739,4246,용산구,한강로1가,하우재,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.81,45.763562511545494,원본유지,,,,,0.1361,28,78.6,0.4472047142809296,0.4377,0.55,37.53166385,126.9734744
2949,2949,2551,381,중구,남산동,호텔 마흐리트,숙박업,숙박업 군집 1,36.79,46.671797504447404,원본유지,,0.1056373620636405,0.666483928825339,0.1584994888771342,0.1266,9,66.7,1.852753981930897,0.1823,0.12,37.55766837,126.98642023
2949,2949,1063,2836,용산구,이태원동,가온,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.79,53.90197753312841,원본유지,,0.0497385574639623,0.4007721423015741,0.12410682333937,0.192,12,100.0,0.8856369907831526,0.4218,1.0,37.53663986,126.99172395
2949,2949,2258,4246,성동구,행당동,"다옴, 왕십리",외국인관광도시민박업,외국인관광도시민박업 군집 1,36.79,48.01847893850567,원본유지,,,,,0.2112,20,85.0,0.0451689683679114,0.42,0.7,37.55834516,127.03270541
2952,2952,3366,1363,종로구,숭인동,클랜돔,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.78,42.313660690672386,원본유지,,0.0806880784313715,0.5438767607889389,0.1483572828416619,0.2308,28,67.9,0.1092703879089983,0.1451,0.55,37.56933318,127.01773546
2953,2953,1990,1050,영등포구,영등포동,메종 벨루나,숙박업,숙박업 군집 0,36.73,49.2449632297323,원본유지,,0.087173720550152,0.5767700151125857,0.1511412144633346,0.2394,17,76.5,1.3793898457733462,0.1509,0.7,37.51537236,126.90908061
2953,2953,83,3359,용산구,이태원동,H호스텔,관광숙박업,관광숙박업 군집 3,36.73,66.3549433135048,원본유지,,0.0364810744392552,0.2436694956351941,0.1497153935668349,0.2597,5,40.0,0.046091107200267,0.413,1.0,37.52931063,126.99379816
2955,2955,2223,254,종로구,운니동,아늑 호텔 앤 스파 종로운니점,숙박업,숙박업 군집 0,36.72,48.18355643685414,원본유지,,0.1114270131460204,0.864475986480876,0.1288954405773832,0.1632,42,69.0,2.792677786736564,0.1408,0.85,37.57379044,126.9890874
2955,2955,933,1156,영등포구,신길동,수원여인숙,숙박업,숙박업 군집 3,36.72,54.69220698293129,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0850455856524331,0.5506649535476196,0.1544416166391796,0.0898,3,100.0,1.6699097341891178,0.4623,0.7,37.5097972,126.92380085
2955,2955,3391,2313,마포구,합정동,스티치스 게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.72,42.14542497032938,통계추정,구+동+업종 중앙값,0.0601827964081339,0.3230972132769248,0.1862683859069733,0.2864,12,90.6,0.4519851237430572,0.4518,0.12,37.54758308,126.90905582
2955,2955,663,2411,중구,남산동,동동 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.72,56.63785304629031,원본유지,,0.0580049316448053,0.4455955201123158,0.1301739560356998,0.1506,2,100.0,1.6163703492097452,0.4324,0.85,37.55539114,126.98444758
2959,2959,2894,1613,영등포구,영등포동,모텔 수,숙박업,숙박업 군집 0,36.7,44.93403599062853,원본유지,,0.0753601551125152,0.5119373975864744,0.147205801857415,0.2337,21,81.0,0.4619437122686353,0.148,0.7,37.51521725,126.90874516
2960,2960,1747,1017,마포구,도화동,제로워터스테이 마포역점,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.67,50.24917954145368,원본유지,,0.0879029852404764,0.472662284749744,0.1859741893453962,0.3196,4,50.0,0.7336021352522589,0.1322,0.25,37.53550027,126.94810191
2961,2961,3461,2517,마포구,합정동,오션하우스2,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.66,41.67704892991739,통계추정,구+동+업종 중앙값,0.0557982601100683,0.2841645030086519,0.1963590086703033,0.3904,12,90.6,0.1335313926245226,0.413,0.18,37.54788434,126.9061914
2962,2962,1253,2611,마포구,동교동,플러하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.64,52.867376149153145,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0542027466397785,0.3335287033286751,0.1625129894333697,0.1894,6,83.3,0.0566953436765452,0.4236,0.7,37.55263628,126.9304043
2963,2963,4208,1358,마포구,상수동,스테이지,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.63,32.460675675675674,통계추정,구+동+업종 중앙값,0.0808666610609361,0.3714637498384484,0.2176973152726354,0.3842,20,100.0,0.0,0.1451,0.18,37.54378003,126.92057798
2964,2964,1092,1270,영등포구,신길동,글랜하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.61,53.76650117911708,원본유지,,0.082760246134334,0.4224144929664073,0.1959218907314233,0.3656,7,28.6,0.316484063355487,0.1036,0.35,37.50517759,126.91593057
2965,2965,3979,1947,강서구,화곡동,로얄모텔,숙박업,숙박업 군집 1,36.6,37.361621621621616,원본유지,,0.0679292867539462,0.4596317611478408,0.1477906717854007,0.2002,17,100.0,0.0,0.1394,0.45,37.52677466,126.83816438
2965,2965,56,3145,성동구,행당동,성동 와이에스 하우스(YS House),외국인관광도시민박업,외국인관광도시민박업 군집 0,36.6,67.9708321900889,원본유지,,0.0424926461099406,0.2835711911461099,0.1498482477652192,0.2337,7,28.6,0.0065789710980424,0.413,1.0,37.5563301,127.02959441
2965,2965,1167,4246,중구,을지로3가,지요크 을지로,숙박업,숙박업 군집 0,36.6,53.36101561650318,원본유지,,,,,0.129,24,66.7,1.0962826428853008,0.4483,0.7,37.56285139,126.98993029
2968,2968,789,3081,마포구,염리동,브리지 스테이 마포,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.58,55.61067831144214,원본유지,,0.0439803588780431,0.2876908216357865,0.1528736948505149,0.2626,3,66.7,0.4453110166553641,0.4095,0.55,37.54677382,126.94733643
2969,2969,4140,2072,강서구,염창동,골든서울호텔,관광숙박업,관광숙박업 군집 0,36.57,35.01873873873873,원본유지,,0.0654106996680185,0.3865045789581495,0.1692365452547488,0.2685,5,100.0,0.0,0.1408,0.04,37.54517029,126.87724947
2969,2969,2811,2381,마포구,서교동,Stay CarpeDiem hongdae,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.57,45.31725951047103,원본유지,,0.0586191583512905,0.5080325264127378,0.1153846561069733,0.1556,29,96.6,0.2129911798501917,0.413,0.85,37.55043322,126.91945631
2971,2971,3854,403,종로구,권농동,스테이 종로 온당,관광숙박업,관광숙박업 군집 5,36.56,38.68709812724993,원본유지,,0.1045366035282875,0.9146421308340134,0.1142923554515975,0.1632,66,71.2,2.277267285009756,0.1222,0.85,37.57416521,126.99046732
2972,2972,2909,1147,중구,명동,소테츠 프레사인 서울 명동,숙박업,숙박업 군집 1,36.54,44.860298953617296,원본유지,,0.0852410366640105,0.5162088271156962,0.1651289791774633,0.1408,8,62.5,0.8206118205022306,0.1794,0.08,37.56092608,126.98422921
2973,2973,1547,1101,영등포구,영등포동,유안호텔,숙박업,숙박업 군집 0,36.52,51.241219040766595,원본유지,,0.0862633517932049,0.5555821371966136,0.1552666041937151,0.2423,14,71.4,1.3816966518712612,0.1509,0.7,37.515423,126.90921028
2974,2974,1446,48,종로구,관철동,MG HOTEL(엠지호텔),숙박업,숙박업 군집 1,36.49,51.874297587315766,원본유지,,0.1416426928960387,0.7417814870356436,0.1909493501409433,0.3997,7,42.9,2.25421150870983,0.1094,0.12,37.56620274,126.98404198
2974,2974,3577,520,중구,명동,에잇레스트 호스텔 명동,숙박업,숙박업 군집 1,36.49,41.010510227706334,원본유지,,0.1000953274411936,0.6510767989559875,0.153738126748946,0.1384,14,78.6,1.4859937213429788,0.1694,0.08,37.56065304,126.98495167
2974,2974,4223,629,영등포구,문래동,수정여관,숙박업,숙박업 군집 1,36.49,31.110948947108486,보정,data\0421기준안쓰는파일들\통합숙박시설최종안0415_주변노후도_50m100m_사용승인일유효.csv,0.0965943028966707,0.4280599238276534,0.2256560297281223,0.4275,35,72.7,0.0444517625708338,0.1322,0.04,37.51079272,126.89103494
2974,2974,3809,732,영등포구,당산동,다담,관광숙박업,관광숙박업 군집 0,36.49,39.207135397694174,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0946448782435084,0.4572352547131244,0.2069938336292331,0.2954,3,100.0,0.4005510933057353,0.1108,0.25,37.51987588,126.89679358
2974,2974,4149,768,종로구,인의동,호텔 아트리움,관광숙박업,관광숙박업 군집 0,36.49,34.80158773560606,원본유지,,0.0936712129806357,0.6250888483241813,0.1498526381197834,0.2167,31,74.2,0.3467462995973981,0.1293,0.18,37.56913495,126.99733645
2974,2974,279,2685,용산구,후암동,N,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.49,61.1719652690202,원본유지,,0.0531048298583974,0.584036698284762,0.0909272140164466,0.1086,43,51.2,0.7884573603642702,0.8577,1.0,37.55045653,126.97618077
2980,2980,2309,1987,종로구,숭인동,리치하우스,숙박업,숙박업 군집 1,36.48,47.72271290321057,원본유지,,0.0671845573786336,0.4696618425088279,0.143048788080694,0.1384,14,64.3,1.0521904518168606,0.4553,0.08,37.57503345,127.02147399
2981,2981,3864,2715,마포구,상수동,남키빌라,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.45,38.53553635992179,통계추정,구+동+업종 중앙값,0.0525817054552278,0.2744578319404971,0.1915839132134061,0.3626,20,100.0,0.1823215567939546,0.4218,0.25,37.54432824,126.92070929
2982,2982,4043,900,중구,무학동,에이(A)모텔,숙박업,숙박업 군집 1,36.44,36.695602146882564,원본유지,,0.0902152253434503,0.6087596489185924,0.14819514648139,0.1814,25,80.0,0.6294313661738377,0.1623,0.18,37.5612303,127.01441469
2983,2983,583,17,용산구,이태원동,WYW STAY,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.42,57.423179620693396,원본유지,,0.1546710073792238,0.8477003853640471,0.182459522314361,0.2626,10,20.0,3.1465079923647234,0.1322,0.08,37.53100024,126.99062359
2984,2984,3315,59,영등포구,여의도동,콘래드 서울 호텔,관광숙박업,관광숙박업 군집 0,36.4,42.634530337272786,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.138715540662831,0.7044887761887788,0.1969024139934062,0.2804,8,87.5,1.889397938791971,0.1179,0.18,37.5222288,126.92451214
2984,2984,29,225,마포구,합정동,홍대 게스트하우스 Hi :Dear,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.4,69.82086027209365,원본유지,,0.1132359755176449,0.7317889616159138,0.154738567342695,0.2423,6,33.3,4.087176072743488,0.413,0.55,37.54562637,126.91743375
2986,2986,1024,1908,송파구,풍납동,시온스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.39,54.12686727384468,원본유지,,0.0686828455536778,0.414187239314659,0.1658255953691981,0.3441,15,60.0,1.055127176728371,0.1122,0.85,37.53122013,127.11656661
2986,2986,444,2162,중구,신당동,벤허,숙박업,숙박업 군집 1,36.39,59.09186624228697,원본유지,,0.0635306940933322,0.3361689050155598,0.1889844454542626,0.3502,10,20.0,0.0160003413464411,0.1,0.7,37.54633403,127.00640486
2988,2988,2590,1388,마포구,서교동,스테이온 3,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.38,46.448837074570356,원본유지,,0.0802674102919741,0.4617103652257272,0.1738479712335068,0.3196,7,71.4,0.7472144018302211,0.1322,0.35,37.55347564,126.92670823
2988,2988,2186,2141,마포구,동교동,모노홈1,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.38,48.3236782274781,원본유지,,0.0639986989144619,0.4447480425441517,0.143898775918971,0.2539,17,94.1,0.6735112060430863,0.138,1.0,37.55378382,126.9295017
2990,2990,785,2502,마포구,동교동,체크인서울,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.37,55.673815359686344,원본유지,,0.0560322882524197,0.3181073274503196,0.1761427147922914,0.3074,3,33.3,0.2602252262187416,0.4148,0.12,37.55479986,126.92101199
2991,2991,4131,812,강서구,등촌동,회랑정,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.33,35.21428722215699,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0925911317354273,0.4364185516095047,0.2121613102695857,0.2894,3,100.0,0.0183491386681965,0.1122,0.04,37.55227847,126.85876146
2992,2992,2426,509,중구,명동,호텔 스카이파크 센트럴 명동점,관광숙박업,관광숙박업 군집 5,36.31,47.27312318135045,원본유지,,0.1004652240983042,0.7380940217236165,0.1361143988996079,0.184,28,85.7,2.0163512467186298,0.1322,0.85,37.56189383,126.9844402
2992,2992,3722,2697,마포구,당인동,스테이 여백,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.31,40.03350686752326,통계추정,구+업종 중앙값,0.0528787024641806,0.2690913339659153,0.1965083813173953,0.3873,17,89.45,0.0,0.413,0.18,37.54347928,126.91995718
2994,2994,277,2763,강서구,내발산동,올래마곡,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.29,61.185941383542584,원본유지,,0.0513110699389593,0.4120190077108177,0.1245356864093339,0.1814,20,50.0,0.5887871652357025,0.5708,0.85,37.55157537,126.83703698
2995,2995,1215,3365,중구,예장동,태라 인 명동,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.27,53.055,원본유지,,0.0362753793185612,0.2709772597418576,0.1338687215049649,0.1814,1,100.0,0.0,0.4183,0.85,37.55480677,126.98492108
2996,2996,1301,1697,성동구,홍익동,서울 써니 스테이(Seoul Sunny Stay),외국인관광도시민박업,외국인관광도시민박업 군집 1,36.26,52.63879320624951,원본유지,,0.0733298418021786,0.5997611362299398,0.1222650774992281,0.2139,35,62.9,1.2312567632744045,0.413,0.85,37.56368262,127.03037188
2997,2997,2107,451,마포구,창전동,수 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.25,48.635523277146405,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1022194232605532,0.5400721967950957,0.1892699232938582,0.2223,3,100.0,1.425008873300581,0.1322,0.7,37.5498158,126.92735013
2998,2998,1711,1527,종로구,창신동,순안,숙박업,숙박업 군집 3,36.24,50.42601504973574,원본유지,,0.0773773188815419,0.5753632503145267,0.1344842911660469,0.098,1,100.0,2.526599935326152,0.457,0.25,37.5681032,127.01076101
2999,2999,2059,1189,성동구,도선동,스테이1853,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.22,48.83303774586884,원본유지,,0.0842045166106183,0.7621523759141301,0.110482521962387,0.1482,48,64.6,1.4886687714234288,0.4165,0.85,37.56094709,127.03208876
3000,3000,1389,1848,종로구,숭인동,킴스패밀리하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.19,52.194763030747716,원본유지,,0.0703938884246899,0.5703345883985802,0.1234255993878016,0.2112,35,60.0,0.8378275321346768,0.4042,0.85,37.5734284,127.02132026
3001,3001,130,550,마포구,노고산동,신촌스테이,관광숙박업,관광숙박업 군집 4,36.18,64.54405828080702,원본유지,,0.098938473229685,0.6028377003013339,0.1641212438774644,0.1337,11,18.2,0.9162907318741552,0.1665,0.85,37.55176055,126.93463668
3002,3002,1208,3138,마포구,창전동,옐로우버터하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.16,53.12166087506793,원본유지,,0.0426287832945432,0.30617924024566,0.1392281960734516,0.2056,6,83.3,0.2336148511815051,0.4148,0.7,37.54656631,126.9292558
3003,3003,891,2398,종로구,화동,삼청동 코리아 게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.14,54.84640270550872,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,0.0584037801745654,0.3058434271257115,0.1909597362396791,0.2774,1,73.1,0.1459539126230797,0.1752,0.85,37.57937103,126.98124319
3004,3004,2878,690,용산구,이태원동,투서울,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.13,45.01700879911799,원본유지,,0.0954325125138931,0.5268525729743899,0.1811370341709085,0.2894,3,66.7,0.931272285489772,0.1308,0.08,37.52983145,126.9911583
3004,3004,775,1928,마포구,서교동,부티크서울,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.13,55.74890674924022,원본유지,,0.0682531636210876,0.3992503157834056,0.1709533115513306,0.2481,10,40.0,0.0492710490067827,0.1408,0.7,37.55142189,126.92719177
3006,3006,956,1334,중구,예장동,태은 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.12,54.55033613284598,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0814011212266755,0.4957456654204211,0.1641993604878877,0.1787,2,100.0,1.791759469228055,0.4183,0.7,37.5563119,126.99206024
3007,3007,258,2764,영등포구,신길동,테마모텔,숙박업,숙박업 군집 3,36.11,61.45529446104819,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0513044003668805,0.402729730398191,0.1273916388446274,0.0858,4,100.0,1.7361277732419065,0.878,0.7,37.50959552,126.92344146
3008,3008,2395,1958,중구,회현동,88 게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,36.09,47.399852519054534,원본유지,,0.0676934927632731,0.5561371676768991,0.1217208571871628,0.0706,18,83.3,2.008308554816984,0.6152,0.08,37.55741988,126.98324189
3009,3009,1819,1866,용산구,후암동,스마일홈,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.07,49.995416851503485,원본유지,,0.0698515644473267,0.6424098235213772,0.108733649283933,0.1001,30,93.3,0.8787965274465745,0.4465,1.0,37.54954053,126.97578947
3009,3009,1275,2777,용산구,후암동,지월장,외국인관광도시민박업,외국인관광도시민박업 군집 1,36.07,52.75917799276323,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.051028089197856,0.3221090386891732,0.158418681467355,0.2223,8,100.0,0.0314986670593709,0.3937,1.0,37.54449387,126.97839096
